# gene	views	view_delta	view_rank	view_rank_delta
CP	62	-6	117	2
TNFSF11	62	4	118	-19
KEL	62	-16	119	19
TH	61	11	120	-41
EGF	60	-26	121	28
MME	59	-6	122	1
G6PD	59	-21	123	25
IL4	58	18	124	-88
ELN	57	-22	125	26
GLP1R	57	-10	126	9
LPL	56	8	127	-38
OPN4	56	15	128	-74
GHRH	56	11	129	-51
ADRB1	56	-35	130	41
ACKR1	55	9	131	-44
BRAF	55	-14	132	18
FN1	54	-27	133	37
IL10	54	2	134	-19
GNAS	54	20	135	-116
MUC5B	54	-18	136	26
CST3	53	1	137	-14
CYCS	53	-21	138	33
TMSB4X	52	-8	139	6
HAMP	52	-25	140	38
PPARG	52	-11	141	17
NR3C1	51	-8	142	6
EGFLAM	51	7	143	-48
DMD	50	-22	144	36
IAPP	50	-20	145	34
HFE	50	5	146	-31
UHMK1	50	2	147	-22
B2M	49	-6	148	4
PDCD1	49	-42	149	61
PPARGC1A	49	20	150	-143
AHR	48	7	151	-49
CFTR	48	-18	152	34
GAPDH	48	0	153	-13
CD19	48	-19	154	38
DNTT	48	-2	155	-7
DYRK1A	47	8	156	-64
DRD1	47	-13	157	23
TAAR1	47	-14	158	26
LDLR	46	5	159	-40
HRH2	46	3	160	-36
PGR	46	1	161	-20
PRNP	46	-5	162	4
NFE2L2	46	-7	163	13
SERPINA7	44	-3	164	-7
HOXD13	44	-12	165	23
F5	43	19	166	-179
TTR	43	-14	167	28
PDE5A	43	-27	168	56
IL1B	43	-23	169	49
SLC18A2	43	-18	170	39
CCL2	42	3	171	-43
GCK	42	-11	172	24
PYY	41	-10	173	18
RET	41	-2	174	-20
BRCA2	41	-16	175	35
PCNA	41	-1	176	-22
ADAM22	41	3	177	-54
DICER1	40	-5	178	0
SERPING1	40	-5	179	0
CHRM1	40	-6	180	4
MAOB	40	2	181	-47
FLG	39	8	182	-90
DHFR	39	-12	183	27
BCHE	39	-2	184	-17
AKT1	39	4	185	-58
KIT	38	-17	186	41
CXCR4	38	-1	187	-28
DPP4	38	-5	188	-7
ICAM1	38	2	189	-49
CYP21A2	38	22	190	-302
HTR2B	38	-6	191	2
FGF23	38	8	192	-97
TGFB1	38	-14	193	39
MALL	38	3	194	-51
LIPE	37	4	195	-59
COL3A1	37	12	196	-137
SIRT1	37	-16	197	48
ADRA2A	37	-6	198	1
KISS1	36	-13	199	35
CYP2E1	36	8	200	-100
ADA	35	3	201	-62
F9	35	6	202	-90
KCNH2	35	1	203	-45
HTR7	35	4	204	-73
STAT3	35	0	205	-39
CHEK2	35	3	206	-62
CASP3	35	11	207	-148
P2RY12	35	-2	208	-27
BTK	34	-28	209	83
CSH1	34	-28	210	82
BGLAP	34	-6	211	1
RELA	34	-7	212	9
NLRP3	34	-4	213	-13
CAMP	34	-1	214	-32
HGF	33	-7	215	7
CD34	33	-14	216	46
CD38	33	-6	217	1
SSPN	33	21	218	-477
PPARA	33	2	219	-62
SLC52A2	33	8	220	-122
HIF1A	33	-30	221	96
F12	32	5	222	-82
KL	32	4	223	-71
HBB	32	-20	224	72
FNDC5	32	16	225	-269
IL13	32	2	226	-61
FURIN	32	-13	227	42
APP	31	-3	228	-19
PPY	31	-13	229	43
TRPA1	31	-9	230	19
IGF2	31	5	231	-87
ADORA1	31	-8	232	14
ESR1	31	-8	233	14
CXCL8	30	-20	234	71
UMOD	30	-25	235	89
UBE3A	30	-15	236	54
HTR4	30	-3	237	-25
CALB2	30	12	238	-219
CSF2RA	30	-2	239	-31
GGH	30	2	240	-63
PC	29	-14	241	48
GFAP	29	-11	242	37
HTT	29	-11	243	37
ATM	29	-9	244	23
CD44	29	4	245	-86
FMR1	29	-5	246	-4
UCP1	29	-4	247	-13
NR3C2	29	-3	248	-17
PROP1	29	11	249	-206
CPT1A	29	-18	250	76
CD40	28	5	251	-106
VIM	28	-12	252	48
SERPINE1	28	-3	253	-21
FASLG	28	-9	254	20
IGF1R	28	14	255	-313
TERT	28	-17	256	72
JAK2	28	-16	257	67
OPRD1	28	-8	258	19
PLAU	27	-13	259	52
CETP	27	4	260	-100
DBH	27	-11	261	39
NF1	27	7	262	-148
AIRE	27	-1	263	-33
MBL2	27	3	264	-84
TNFRSF11B	27	6	265	-133
PNLIP	27	16	266	-458
PTPRC	27	-11	267	42
ADRB3	27	-21	268	101
MYD88	27	-3	269	-19
RAN	27	5	270	-109
XIST	27	9	271	-191
HRH3	26	-9	272	32
THPO	26	-5	273	0
CXCL10	26	5	274	-119
FXN	26	15	275	-448
HRH4	26	18	276	-676
PECAM1	26	-2	277	-21
IL5	26	1	278	-56
HLA-B	26	5	279	-124
CFH	26	-21	280	107
CDK2	26	-25	281	122
MLH1	26	-5	282	3
UOX	26	4	283	-105
FAS	25	-8	284	29
POU5F1	25	17	285	-662
TGM2	25	-1	286	-33
FTO	25	5	287	-131
SLC5A2	25	1	288	-65
LFNG	25	10	289	-253
SPOP	25	-2	290	-24
VGF	24	6	291	-149
CNR1	24	-9	292	36
VDR	24	-13	293	61
FYN	24	15	294	-546
TYMS	24	2	295	-77
CXCL12	24	2	296	-79
PTHLH	24	-16	297	88
PRKN	24	-2	298	-19
CHGA	24	-20	299	111
IFIH1	24	8	300	-199
TRPM8	24	-11	301	59
SOD1	24	11	302	-305
C3	24	-6	303	17
MDM2	24	-10	304	52
FOXO1	24	5	305	-130
IGH	24	6	306	-150
CYP3A	24	-14	307	77
HNMT	24	8	308	-203
PF4	23	2	309	-82
DRD3	23	3	310	-101
COX1	23	-5	311	12
ADH1B	23	3	312	-102
VCAM1	23	6	313	-158
HLA-A	23	-10	314	53
MECP2	23	-15	315	86
GDF11	23	15	316	-666
OXTR	23	-9	317	48
CSF3R	23	3	318	-101
CCND1	23	-1	319	-35
FGFR1	23	3	320	-100
TARDBP	23	-14	321	85
DHDDS	23	6	322	-162
FGF2	23	-8	323	40
APC	22	-21	324	132
LIF	22	-1	325	-33
HTR1B	22	-5	326	17
CCL5	22	1	327	-72
TBP	22	-10	328	61
NTRK2	22	-3	329	-7
JCHAIN	22	-6	330	28
PALLD	22	0	331	-49
CLOCK	22	-5	332	19
PAX3	22	-9	333	53
EDAR	22	4	334	-126
SLC6A1	22	19	335	-2049
TMEM97	22	-9	336	54
NOG	22	9	337	-306
DES	21	7	338	-212
SRC	21	-4	339	13
PLN	21	-4	340	13
SPP1	21	-10	341	70
FOXO3	21	-13	342	93
A2M	21	-17	343	119
CACNA2D1	21	18	344	-1730
ESR2	21	6	345	-185
GATA3	21	8	346	-269
EPAS1	21	6	347	-189
FOLR1	21	18	348	-1836
HTR1D	21	4	349	-127
OPRL1	21	-1	350	-31
CDK4	21	18	351	-1908
CD28	20	-7	352	46
CXCL1	20	-4	353	7
PAH	20	-13	354	97
CD36	20	-12	355	91
CALR	20	-1	356	-41
KCNJ1	20	4	357	-138
CHRM2	20	-4	358	9
ADRA1A	20	-3	359	-8
MMP13	20	4	360	-147
MMP9	20	1	361	-75
IDH1	20	2	362	-96
SOX9	20	-10	363	72
OCA2	20	8	364	-330
SMO	20	11	365	-529
REG3A	20	20	366	-7740
PARP1	19	5	367	-186
CD14	19	6	368	-226
CD46	19	11	369	-565
SLC5A1	19	-3	370	-7
RUNX1	19	0	371	-58
MUTYH	19	3	372	-131
EPOR	19	-5	373	22
IL15	19	9	374	-434
ADORA2A	19	-21	375	162
CYP2B6	19	-12	376	98
MTRR	19	2	377	-102
MYB	19	-2	378	-27
TAF15	19	6	379	-256
Glucose-6-phosphate isomerase	18	-4	380	10
TXN	18	-7	381	53
MTR	18	-3	382	-8
ADAR	18	10	383	-546
PLAT	18	6	384	-267
CD68	18	-3	385	-7
HBA2	18	3	386	-141
SCARB1	18	-4	387	13
PNMT	18	-3	388	-7
MC4R	18	-2	389	-23
CYP17A1	18	-4	390	14
COL1A1	18	-3	391	-5
LCAT	18	-12	392	108
JAK3	18	6	393	-270
NR1I2	18	0	394	-54
CASR	18	-9	395	83
AREG	18	12	396	-856
ABO	18	-3	397	-3
CHRM4	18	8	398	-396
GRB2	18	2	399	-105
ALPL	18	9	400	-466
NR1H4	18	-27	401	218
MSH6	18	13	402	-1122
LGALS3	18	-16	403	150
PGF	18	-8	404	82
TAS2R38	18	-8	405	82
SLC2A5	18	-7	406	65
PPARD	18	0	407	-54
DKK1	18	9	408	-506
LOX	17	-8	409	84
CBS	17	-5	410	39
SERPINA6	17	-2	411	-10
OTC	17	5	412	-237
FOXP3	17	-11	413	118
GSR	17	-10	414	107
LRP1	17	4	415	-186
SELL	17	-7	416	69
CD80	17	-11	417	120
CD47	17	7	418	-365
CRBN	17	-6	419	55
PVALB	17	-1	420	-29
NFKBIA	17	1	421	-79
AGRP	17	-1	422	-28
HRAS	17	-15	423	157
CSN2	17	9	424	-539
PIK3CA	17	5	425	-244
YAP1	17	3	426	-140
ACTA2	17	8	427	-436
TCN1	17	-13	428	138
GCGR	17	-3	429	12
AKT2	17	0	430	-43
PTCH1	17	4	431	-189
KMT2A	17	-8	432	92
TFRC	17	3	433	-143
MSH2	17	-9	434	113
TP63	17	1	435	-77
PAX6	17	1	436	-77
RPE65	17	13	437	-1421
IL33	17	8	438	-480
CTCF	17	-20	439	202
DSP	16	9	440	-605
RNR2	16	10	441	-760
MUC16	16	7	442	-394
RETN	16	-7	443	84
ITGAM	16	1	444	-81
TPMT	16	0	445	-45
NANOG	16	4	446	-208
CYP11A1	16	-2	447	4
KITLG	16	3	448	-150
LIPF	16	3	449	-151
HMGB1	16	-3	450	26
ACP3	16	6	451	-333
CREBBP	16	-10	452	136
VEGFA	16	2	453	-108
HSPD1	16	4	454	-211
AGTR1	16	-1	455	-13
CHRM3	16	-12	456	155
TRHR	16	1	457	-75
ELANE	16	-2	458	6
DNASE1	16	-9	459	124
ALK	16	-9	460	123
CASP8	16	7	461	-419
TOP1	16	-1	462	-16
LCN2	16	5	463	-290
CFP	16	2	464	-121
KEAP1	16	10	465	-889
NNMT	16	5	466	-301
ALDOA	15	3	467	-179
GC	15	8	468	-578
CS	15	-11	469	154
NOS3	15	-23	470	247
HSD11B1	15	9	471	-749
PROS1	15	-8	472	109
SOX2	15	-4	473	46
AICDA	15	-20	474	233
TNFRSF8	15	-1	475	-23
IL3	15	2	476	-130
IL11	15	8	477	-615
CASP1	15	6	478	-387
NGFR	15	8	479	-615
BCL6	15	-4	480	49
CYP11B2	15	8	481	-625
IL18	15	-3	482	29
HEXA	15	6	483	-391
HSPA5	15	-4	484	47
STAT1	15	3	485	-200
ANXA1	15	3	486	-203
FUS	15	5	487	-327
FGFR3	15	4	488	-268
PIEZO1	15	-11	489	165
GSDMD	15	0	490	-58
LPO	14	5	491	-342
PLP1	14	5	492	-351
IFNGR1	14	8	493	-719
ASIP	14	3	494	-219
MBP	14	-17	495	220
VCL	14	3	496	-218
TWIST1	14	12	497	-2147
ABL1	14	-23	498	265
VHL	14	-5	499	71
CHAT	14	-8	500	122
CSF1R	14	-6	501	88
ADRA2C	14	2	502	-166
IL2RG	14	4	503	-295
SOST	14	3	504	-228
CD40LG	14	-1	505	-28
PMCH	14	10	506	-1240
EMP3	14	13	507	-3547
MYCN	14	3	508	-232
CYP7A1	14	1	509	-115
IL6R	14	7	510	-618
TMPRSS2	14	-8	511	129
C9orf72	14	-8	512	129
CYP1A1	14	2	513	-178
MIF	14	2	514	-178
NR0B1	14	8	515	-811
GHSR	14	-1	516	-27
SARM1	14	-2	517	3
STAT6	14	7	518	-641
TBX21	14	7	519	-664
SIRT6	14	-7	520	113
BCL11A	14	6	521	-512
CPA4	14	8	522	-863
CEP290	14	10	523	-1433
HAVCR2	14	12	524	-3002
TSLP	14	-1	525	-24
PIGR	14	2	526	-177
CFB	14	10	527	-1473
AGER	14	-4	528	65
GAL	13	-2	529	8
ITGAX	13	9	530	-1109
AGL	13	-14	531	226
SI	13	8	532	-877
CPS1	13	2	533	-175
APAF1	13	5	534	-391
GBA	13	-8	535	146
TNFSF10	13	1	536	-112
TNFSF13B	13	-3	537	49
CD74	13	-12	538	208
SQLE	13	3	539	-230
GHR	13	-7	540	131
MOG	13	-9	541	168
SMAD4	13	7	542	-666
CR1	13	7	543	-667
FCER2	13	-4	544	78
LRRK2	13	7	545	-681
IDO1	13	-14	546	238
CD79A	13	5	547	-403
RAF1	13	2	548	-178
ZEB1	13	-17	549	264
SLC24A5	13	2	550	-181
EP300	13	-4	551	81
FGF1	13	5	552	-412
CYP3A5	13	0	553	-61
ACVR1	13	5	554	-417
PTMA	13	-5	555	101
IGFBP3	13	1	556	-123
CASP9	13	2	557	-188
CDK6	13	4	558	-326
IRF4	13	4	559	-326
JAK1	13	2	560	-195
SPG7	13	13	561	-6984
APOC2	13	-1	562	-22
GDNF	13	6	563	-586
APOBEC3G	13	-4	564	82
PAX9	13	8	565	-1006
VCP	13	2	566	-195
EIF4G3	13	13	567	-7694
CASK	13	1	568	-129
GPR55	13	3	569	-258
PLA2G7	13	4	570	-339
TFEB	13	10	571	-1881
MEG3	13	3	572	-257
ENG	13	9	573	-1429
DCN	13	6	574	-625
F11	12	0	575	-70
RAD51	12	1	576	-130
IL1RL1	12	0	577	-70
GIP	12	6	578	-625
LIPC	12	1	579	-130
TYRP1	12	-3	580	56
ITGB2	12	3	581	-257
PREP	12	5	582	-467
ACAN	12	-21	583	325
CD52	12	-1	584	-11
CD81	12	2	585	-186
CXCR5	12	2	586	-186
SYK	12	-3	587	59
CXCL9	12	3	588	-257
SELP	12	-2	589	31
RELN	12	-6	590	145
DDX58	12	2	591	-189
SHOX	12	0	592	-68
THY1	12	-7	593	168
ERFE	12	8	594	-1077
CXCL13	12	6	595	-635
MC2R	12	6	596	-635
BCO1	12	7	597	-843
PNPLA2	12	7	598	-847
TNFRSF11A	12	-15	599	288
PIEZO2	12	5	600	-471
SERPINF2	12	3	601	-254
SYP	12	1	602	-125
SRD5A2	12	6	603	-641
NR1D1	12	3	604	-252
IL9	12	8	605	-1097
SOD2	12	5	606	-475
CYP2A6	12	0	607	-59
SLC12A3	12	-19	608	332
NTRK1	12	1	609	-124
CRYZ	12	11	610	-3244
AVPR2	12	-1	611	0
KLRK1	12	-9	612	211
EIF2AK2	12	-1	613	1
FADD	12	-13	614	276
THBS1	12	8	615	-1146
TGFA	12	-1	616	-6
MGP	12	2	617	-193
ASPA	12	9	618	-1598
TGFB3	12	-1	619	-8
GIPR	12	-2	620	43
RPS6KB1	12	3	621	-262
HLA-DQB1	12	0	622	-68
IRF3	12	2	623	-196
LHCGR	12	2	624	-198
FMO3	12	3	625	-265
PML	12	-10	626	240
OS9	12	11	627	-4101
SGK1	12	4	628	-389
HNF1A	12	0	629	-70
SREBF1	12	-10	630	243
CROT	12	5	631	-553
PALB2	12	5	632	-555
APOBEC3A	12	12	633	-11206
STING1	12	4	634	-405
SP7	12	7	635	-999
CDKN1B	12	-7	636	197
CCL4	11	-13	637	294
MITF	11	-2	638	46
HLA-G	11	2	639	-198
CD69	11	-8	640	218
PRAME	11	2	641	-198
CR2	11	-3	642	85
CSF1	11	-12	643	282
CD70	11	-2	644	45
GBE1	11	-22	645	386
NPHS1	11	-1	646	-12
DROSHA	11	0	647	-71
CCL3	11	3	648	-292
SRF	11	7	649	-1020
PTGS2	11	-3	650	90
TSC2	11	3	651	-294
MYOD1	11	-2	652	48
CCL24	11	3	653	-300
SV2A	11	-3	654	90
ADGRE1	11	3	655	-300
WNT4	11	-8	656	226
EGR1	11	-5	657	156
MAS1	11	6	658	-802
SNAP25	11	-5	659	154
GAA	11	-3	660	91
DDIT3	11	5	661	-615
PRDM1	11	6	662	-815
TNFRSF17	11	-1	663	-12
DDX3X	11	-12	664	296
FKBP5	11	0	665	-72
GRIN2B	11	2	666	-205
HTR6	11	-10	667	265
LEPR	11	0	668	-74
CD99	11	5	669	-635
CD5	11	2	670	-211
RHD	11	0	671	-77
GHRHR	11	9	672	-2312
ANXA5	11	-5	673	163
APOC3	11	-2	674	45
MYH6	11	6	675	-863
CIITA	11	4	676	-468
TYK2	11	-3	677	96
SOX10	11	-3	678	95
SERPINF1	11	1	679	-146
PIGA	11	4	680	-473
SCN10A	11	6	681	-877
PRG4	11	6	682	-904
PRKDC	11	3	683	-342
ERVW-1	11	4	684	-498
PACSIN1	11	11	685	-9126
KCNT1	11	10	686	-4635
PNPLA3	11	4	687	-507
CHAMP1	11	11	688	-11567
GFY	11	4	689	-508
POR	10	-3	690	99
BCR	10	-4	691	137
TAS1R2	10	2	692	-236
SELE	10	-8	693	251
TSPO	10	-9	694	271
DLG4	10	5	695	-730
ERBB2	10	3	696	-359
CTLA4	10	0	697	-79
CCR6	10	6	698	-969
HMOX1	10	-7	699	232
CD2	10	-1	700	-22
CD22	10	-2	701	39
PRG2	10	1	702	-146
THBD	10	-4	703	140
SLC25A13	10	-9	704	278
CYP27B1	10	-17	705	395
PAK1	10	1	706	-148
KRT1	10	4	707	-548
RHOA	10	0	708	-82
ESRRA	10	3	709	-371
CCR7	10	-6	710	208
SLC26A5	10	2	711	-250
IL7	10	4	712	-552
APCS	10	6	713	-1004
ACTB	10	-8	714	263
CEBPA	10	0	715	-85
BMP4	10	-14	716	366
BMP2	10	-10	717	302
ALAD	10	0	718	-85
PDE10A	10	0	719	-85
EZH2	10	2	720	-248
NR1I3	10	9	721	-3336
HLA-C	10	-4	722	151
HARS1	10	-5	723	186
GH1	10	1	724	-151
GAP43	10	7	725	-1461
MCL1	10	2	726	-250
RARA	10	-7	727	252
TNC	10	-1	728	-13
IL25	10	5	729	-776
ADCYAP1	10	-2	730	48
SCN9A	10	-6	731	223
LBP	10	4	732	-576
HLA-E	10	-3	733	108
TNFRSF4	10	5	734	-776
MPZ	10	-11	735	331
TNFRSF9	10	-16	736	416
TGFBR1	10	5	737	-788
PTPN9	10	6	738	-1065
CES1	10	-7	739	258
TP53BP1	10	3	740	-402
LDHA	10	2	741	-254
LGALS9	10	6	742	-1079
NPM1	10	3	743	-404
RN7SL1	10	6	744	-1083
MKKS	10	2	745	-254
RYR2	10	2	746	-256
SCN8A	10	2	747	-259
GATA1	10	1	748	-147
SMN1	10	-8	749	290
OLIG2	10	1	750	-154
SLC10A1	10	7	751	-1662
STXBP1	10	3	752	-419
NAMPT	10	3	753	-420
CXXC1	10	-5	754	207
RPTOR	10	-1	755	-11
CNTNAP1	10	6	756	-1170
MLKL	10	-4	757	169
HCAR2	10	-7	758	273
CTPS1	10	7	759	-1846
ATR	9	-5	760	209
MEN1	9	-2	761	54
IL23A	9	-8	762	298
BAD	9	5	763	-883
FOS	9	4	764	-653
HBD	9	-11	765	357
CCR2	9	-9	766	325
FCGR1A	9	-2	767	57
GPX4	9	-4	768	171
DHH	9	-1	769	-8
CD55	9	-5	770	211
PLK1	9	4	771	-663
TIGIT	9	-6	772	243
FCGR2B	9	3	773	-448
GNLY	9	3	774	-448
CCL20	9	-3	775	114
CD86	9	5	776	-904
GAS6	9	5	777	-905
PRKCZ	9	5	778	-907
NADK	9	6	779	-1292
DDR1	9	2	780	-293
XDH	9	2	781	-297
STIM1	9	7	782	-1936
MYH7	9	5	783	-921
EEF1A1	9	0	784	-75
CCKBR	9	-2	785	55
PTPN11	9	2	786	-298
ADRA2B	9	-1	787	-9
TFPI	9	-4	788	178
LALBA	9	4	789	-679
GLI1	9	5	790	-923
AVPR1A	9	-5	791	226
CEBPB	9	4	792	-679
CYP27A1	9	-1	793	-9
FOXL2	9	1	794	-172
KIF1A	9	-6	795	261
SMAD2	9	5	796	-933
FUT2	9	-1	797	-9
FANCE	9	0	798	-71
PTPN22	9	-4	799	183
EEF2	9	3	800	-483
RUNX2	9	-7	801	295
IL31	9	-4	802	184
ZAP70	9	-2	803	64
STK11	9	-3	804	127
GP1BA	9	6	805	-1376
ERCC4	9	4	806	-687
CTSG	9	0	807	-70
HTR1F	9	4	808	-692
HSP90AA1	9	7	809	-2091
RARG	9	4	810	-707
H2AX	9	3	811	-503
MST1	9	9	812	-6324
PTPN1	9	7	813	-2183
POU1F1	9	7	814	-2186
MYBPC3	9	3	815	-510
NR5A1	9	-4	816	185
NRG1	9	-4	817	185
HDAC1	9	-2	818	64
NOS2	9	-5	819	237
SPINK1	9	-1	820	-4
SDHB	9	4	821	-740
NRAS	9	-13	822	437
AXIN1	9	6	823	-1526
BRD4	9	0	824	-75
PAX5	9	5	825	-1042
VEGFB	9	4	826	-752
BBOX1	9	3	827	-524
ULK1	9	-2	828	66
SHC1	9	2	829	-337
SIM1	9	1	830	-188
PON1	9	6	831	-1563
YY1	9	-8	832	349
SRA1	9	9	833	-8031
PINK1	9	0	834	-76
IRAK4	9	0	835	-77
CYSLTR1	9	6	836	-1634
VKORC1	9	3	837	-534
SALL4	9	-4	838	198
REST	9	3	839	-562
MICA	9	0	840	-79
TBK1	9	-1	841	11
HLA-DRB1	9	-4	842	198
F7	8	4	843	-795
APLN	8	5	844	-1161
ABCA1	8	-6	845	293
GRM7	8	5	846	-1161
NLK	8	3	847	-566
CANX	8	-8	848	361
GUCY2C	8	4	849	-801
FH	8	-17	850	521
BSG	8	3	851	-567
MTHFD1	8	6	852	-1769
ADM	8	-9	853	388
SRY	8	2	854	-352
CD63	8	3	855	-567
CDK1	8	-3	856	145
NPC1L1	8	1	857	-196
MGMT	8	-17	858	526
MMP3	8	-13	859	465
MTTP	8	-2	860	86
CXCL5	8	2	861	-352
CD207	8	4	862	-803
BIRC5	8	0	863	-73
NKX2-1	8	7	864	-2833
ALDOB	8	-4	865	209
CNR2	8	0	866	-71
HEPH	8	-10	867	421
MC3R	8	3	868	-565
TNFRSF1A	8	1	869	-188
LIN28A	8	-1	870	24
ZBTB7A	8	-2	871	89
BACE1	8	-3	872	151
FOLH1	8	0	873	-73
GALT	8	1	874	-194
VEGFC	8	-2	875	89
ITGB1	8	-2	876	88
TRPV4	8	4	877	-810
KCNQ1	8	2	878	-373
FOXP1	8	3	879	-576
PTK2	8	-3	880	152
CHRM5	8	-1	881	23
HBA1	8	-9	882	413
ABCC2	8	-2	883	92
CYBB	8	2	884	-374
FGF21	8	5	885	-1201
CRHR1	8	-7	886	355
ARNT	8	-1	887	26
TAFAZZIN	8	-5	888	280
CTH	8	-5	889	280
VCAN	8	2	890	-376
CDH5	8	-2	891	90
PHOX2B	8	6	892	-1881
ARRB2	8	5	893	-1228
ATF3	8	4	894	-829
ATRX	8	-1	895	28
GABRB2	8	5	896	-1245
DNMT3A	8	-2	897	90
BNIP3	8	0	898	-69
BMPR2	8	2	899	-381
DRD5	8	-5	900	281
GJB2	8	-4	901	223
ETS2	8	3	902	-589
ERBB3	8	2	903	-388
CNTF	8	-11	904	470
PSMB5	8	7	905	-3222
ADAM17	8	-5	906	285
MDK	8	0	907	-72
TEAD1	8	4	908	-877
INHBB	8	1	909	-220
IL4R	8	-1	910	31
FLT3	8	0	911	-74
DCX	8	0	912	-75
TCF7L2	8	-3	913	164
MSX1	8	7	914	-3385
NCL	8	3	915	-608
NEFL	8	-6	916	337
ITGB7	8	3	917	-610
IGF2R	8	6	918	-2071
LTA	8	-3	919	168
APOH	8	1	920	-218
FGFR2	8	1	921	-219
FDXR	8	4	922	-887
NR4A3	8	4	923	-893
NPC1	8	-4	924	231
ENO1	8	4	925	-897
EREG	8	3	926	-616
IKZF1	8	-5	927	293
NPR1	8	7	928	-3524
P2RX7	8	2	929	-406
CACNA2D2	8	6	930	-2199
SLPI	8	5	931	-1406
NRF1	8	0	932	-75
ROS1	8	-3	933	175
NPY5R	8	5	934	-1407
SMARCB1	8	2	935	-406
USP9X	8	5	936	-1408
PLCG2	8	3	937	-631
PAM	8	4	938	-926
PMS2	8	-5	939	302
PAX7	8	1	940	-223
POLB	8	-6	941	355
CD163	8	0	942	-73
UTY	8	-1	943	42
SLC18A1	8	2	944	-411
SLC16A2	8	5	945	-1466
SPINK5	8	8	946	-7999
SPO11	8	5	947	-1497
OPTN	8	4	948	-954
NMNAT1	8	1	949	-228
TNFRSF10B	8	2	950	-416
TAP1	8	6	951	-2386
SQSTM1	8	-4	952	252
MLXIPL	8	-11	953	515
TREM2	8	-8	954	437
CNTNAP2	8	7	955	-4475
ERAP2	8	4	956	-1006
LGR5	8	3	957	-668
FKBP10	8	7	958	-4820
ACR	7	-4	959	254
TSHR	7	-9	960	474
ASL	7	0	961	-86
IL2RA	7	-17	962	618
ASPM	7	-1	963	36
WAS	7	-5	964	314
NF2	7	-9	965	476
DLAT	7	-5	966	314
NR4A1	7	-1	967	34
BST2	7	2	968	-456
