# gene	views	view_delta	view_rank	view_rank_delta
FLCN	2	-2	3540	1558
LMBR1	2	-1	3541	974
NFKBIZ	2	1	3542	-2245
TUBGCP5	2	2	3543	-8308
SLITRK1	2	-1	3544	974
OMA1	2	-3	3545	1918
SHLD1	2	2	3546	-8395
MRGPRX2	2	-2	3547	1564
MIA2	2	2	3548	-8415
NPB	2	0	3549	-54
ERMAP	2	2	3550	-8424
FBXO32	2	-2	3551	1566
NLRP6	2	2	3552	-8490
PTCHD4	2	1	3553	-2274
VGLL3	2	2	3554	-8553
GPR149	2	2	3555	-8568
KCNT2	2	2	3556	-8600
TGM6	2	-1	3557	981
ASZ1	2	0	3558	-55
ZNF366	2	2	3559	-8649
LCA5	2	2	3560	-8651
MEX3D	2	2	3561	-8656
HGSNAT	2	0	3562	-53
DCP2	2	2	3563	-8671
KSR2	2	-1	3564	985
C6orf136	2	2	3565	-8699
JAZF1	2	2	3566	-8699
OR4D11	2	2	3567	-8711
H2AC1	2	2	3568	-8714
HECTD4	2	2	3569	-8715
C17orf98	2	2	3570	-8717
FOXK1	2	1	3571	-2276
TAS2R60	2	0	3572	-45
SIGLEC15	2	2	3573	-8738
OR8D1	2	2	3574	-8741
SDK1	2	2	3575	-8752
TTC3P1	2	1	3576	-2280
P2RY8	2	2	3577	-8767
GPATCH11	2	0	3578	-42
FIRRE	2	-3	3579	1951
CDHR3	2	2	3580	-8798
STH	2	2	3581	-8814
CLEC12A	2	2	3582	-8873
ZCCHC18	2	-3	3583	1953
OR51V1	2	1	3584	-2310
NPS	2	-1	3585	994
MIR34A	2	0	3586	-44
POLN	2	0	3587	-44
NPSR1	2	-3	3588	1957
DAOA-AS1	2	0	3589	-43
MKX	2	-1	3590	998
JPX	2	2	3591	-9055
TUNAR	2	2	3592	-9087
LINC00327	2	2	3593	-9092
MIR941-1	2	0	3594	-42
SRGAP2C	2	2	3595	-9121
DBX2	2	2	3596	-9160
RANBP9	2	2	3597	-9196
TRPM2	2	1	3598	-2328
SP2	2	0	3599	-43
PAWR	2	-1	3600	999
FANCC	2	1	3601	-2331
NAGPA	2	2	3602	-9241
ZNF717	2	2	3603	-9243
COIL	2	1	3604	-2331
HMGA2	2	-4	3605	2202
SP8	2	2	3606	-9269
GFRA1	2	0	3607	-40
YBX1	2	0	3608	-40
S100A8	2	2	3609	-9277
LILRB2	2	1	3610	-2333
CFI	2	-8	3611	2779
CDK5	2	0	3612	-37
THCYTX	2	1	3613	-2332
TOM1	2	1	3614	-2335
ILK	2	1	3615	-2335
BCL2A1	2	2	3616	-9307
COL5A2	1	-5	3617	2417
CD1B	1	1	3618	-2338
CEL	1	-7	3619	2695
C3orf62	1	1	3620	-2340
DLX6	1	0	3621	-34
KCNQ4	1	-1	3622	1010
FSTL5	1	1	3623	-2343
OFD1	1	1	3624	-2344
TFAP2E	1	1	3625	-2346
UPK1B	1	1	3626	-2347
ARPC1A	1	1	3627	-2354
AKR1A1	1	0	3628	-33
SLC37A4	1	0	3629	-33
PAK2	1	0	3630	-35
NCR2	1	0	3631	-35
TAC1	1	-2	3632	1617
SURF2	1	1	3633	-2356
PAPPA	1	-1	3634	1014
C10orf71	1	0	3635	-34
BPI	1	1	3636	-2364
FDX1	1	1	3637	-2365
RENBP	1	1	3638	-2366
BLNK	1	-3	3639	1984
GGPS1	1	1	3640	-2367
PNMA2	1	0	3641	-32
DBT	1	1	3642	-2371
CUBN	1	-4	3643	2222
PIN4	1	1	3644	-2370
COL6A3	1	1	3645	-2376
COL9A2	1	1	3646	-2376
FANCM	1	-6	3647	2597
COL21A1	1	1	3648	-2377
ICAM4	1	0	3649	-36
NSD1	1	-1	3650	1014
NGB	1	-2	3651	1622
FCGRT	1	1	3652	-2383
PLA1A	1	-9	3653	2880
FUT4	1	-1	3654	1017
PLIN5	1	-5	3655	2444
CACNA2D4	1	1	3656	-2387
PFKL	1	0	3657	-33
GJB3	1	-2	3658	1628
HK3	1	-3	3659	1996
C5AR1	1	0	3660	-33
SGCD	1	1	3661	-2390
GLIS2	1	0	3662	-38
DGAT1	1	-12	3663	3061
ARG1	1	-4	3664	2234
COL4A3	1	0	3665	-38
DLX3	1	1	3666	-2394
CD58	1	-2	3667	1631
TOX2	1	0	3668	-38
TFAP2D	1	0	3669	-38
SLC2A8	1	1	3670	-2401
GNPTAB	1	-1	3671	1021
HILPDA	1	1	3672	-2402
GSTO1	1	1	3673	-2402
SLC19A1	1	0	3674	-35
ACTR3	1	-1	3675	1021
SLC5A6	1	-2	3676	1631
COL25A1	1	1	3677	-2411
NRTN	1	-2	3678	1632
POU2F2	1	-1	3679	1021
KIF1B	1	0	3680	-45
TCIRG1	1	1	3681	-2411
C7orf50	1	1	3682	-2415
HBE1	1	-2	3683	1633
PDGFA	1	-5	3684	2459
WASF3	1	-1	3685	1021
SMURF2	1	1	3686	-2421
BIRC2	1	0	3687	-42
WASF2	1	1	3688	-2423
MASP1	1	-6	3689	2627
FAM234A	1	1	3690	-2424
PLA2R1	1	0	3691	-41
VASP	1	-1	3692	1021
GRIA3	1	1	3693	-2426
LRAT	1	1	3694	-2426
GRK7	1	0	3695	-39
SPINK9	1	1	3696	-2430
S100A7	1	0	3697	-39
PELP1	1	1	3698	-2432
FCGR3A	1	-2	3699	1645
COL11A2	1	-1	3700	1028
VEGFD	1	-2	3701	1645
CSF2RB	1	-1	3702	1029
CXCL16	1	-1	3703	1029
ATXN2	1	0	3704	-36
CPB2	1	0	3705	-37
TRIM5	1	-4	3706	2265
CTSV	1	-1	3707	1030
FHL1	1	1	3708	-2443
INPP5E	1	1	3709	-2443
SEMA4D	1	-1	3710	1029
AMHR2	1	1	3711	-2446
RTL6	1	1	3712	-2447
UBR1	1	1	3713	-2448
DGKB	1	1	3714	-2452
DLX4	1	1	3715	-2452
CD1E	1	1	3716	-2452
NCR1	1	-3	3717	2040
KLRD1	1	-1	3718	1034
PAK5	1	1	3719	-2454
SOX1	1	-3	3720	2042
BMP1	1	-1	3721	1033
PKHD1	1	0	3722	-32
C6orf52	1	0	3723	-32
ARPC2	1	-1	3724	1034
ST6GAL1	1	0	3725	-31
FKRP	1	0	3726	-31
ATXN7	1	-2	3727	1659
NPAS1	1	0	3728	-32
PPCS	1	1	3729	-2462
LTB4R	1	1	3730	-2467
PDK1	1	0	3731	-34
EDNRA	1	-3	3732	2046
TRPC3	1	-1	3733	1040
MN1	1	0	3734	-34
CAMLG	1	0	3735	-37
ARF6	1	0	3736	-37
ADGRE2	1	1	3737	-2470
TRPC7	1	1	3738	-2470
CA7	1	1	3739	-2470
CASP10	1	1	3740	-2472
CACNG1	1	-1	3741	1040
TLR3	1	0	3742	-33
CA5A	1	0	3743	-33
FMNL1	1	0	3744	-33
TRPM4	1	-2	3745	1672
CACNB4	1	0	3746	-34
GTF2F1	1	1	3747	-2470
CAMK2G	1	1	3748	-2470
OXT	1	1	3749	-2470
NPAS2	1	1	3750	-2470
CAPG	1	1	3751	-2471
CAPS	1	0	3752	-29
KCNE3	1	1	3753	-2470
CACNA1F	1	-2	3754	1679
CALML3	1	1	3755	-2469
CSNK1D	1	0	3756	-26
CA4	1	1	3757	-2470
CAMK2B	1	0	3758	-26
CALM3	1	0	3759	-26
CA12	1	-1	3760	1053
CA8	1	0	3761	-25
GTF2H4	1	1	3762	-2469
CLU	1	-4	3763	2307
NXF1	1	1	3764	-2469
TBX19	1	1	3765	-2470
PRKACA	1	0	3766	-24
SUMO1	1	-2	3767	1690
PER1	1	-1	3768	1057
PRKCD	1	-3	3769	2075
CBLB	1	-1	3770	1057
MAPK3	1	-4	3771	2312
KYAT1	1	1	3772	-2469
KRT14	1	0	3773	-24
KRT16	1	-1	3774	1058
TLR9	1	-5	3775	2518
KRT20	1	-3	3776	2076
CNGA1	1	0	3777	-28
CHKB	1	1	3778	-2470
DEFA1	1	1	3779	-2471
CYB561	1	1	3780	-2472
FOXN3	1	1	3781	-2473
CHRNG	1	1	3782	-2473
CLCN2	1	1	3783	-2473
CNGA2	1	0	3784	-26
COX5B	1	1	3785	-2473
ATXN7L2	1	1	3786	-2476
POLR2J2	1	1	3787	-2476
RCC1	1	-1	3788	1066
CLCN6	1	0	3789	-29
CKM	1	-2	3790	1705
CMKLR1	1	-2	3791	1704
CLC	1	0	3792	-27
CKB	1	-1	3793	1068
DCTD	1	1	3794	-2476
ACTG1P6	1	1	3795	-2476
NCAN	1	-1	3796	1070
DEFB1	1	0	3797	-25
AP3S1	1	0	3798	-25
AP2M1	1	1	3799	-2475
NKX3-2	1	0	3800	-24
CHRNB3	1	1	3801	-2478
CKS2	1	1	3802	-2478
CHRNB1	1	-1	3803	1073
CLK1	1	-2	3804	1711
ACY1	1	1	3805	-2482
CLK2	1	1	3806	-2482
ALPP	1	-1	3807	1073
DSTN	1	0	3808	-24
CCNA2	1	-2	3809	1713
CSN3	1	0	3810	-24
ADD2	1	1	3811	-2482
ATP1A2	1	-5	3812	2550
ADCYAP1R1	1	-1	3813	1072
ADH5	1	-1	3814	1072
DCDC2	1	1	3815	-2484
CTNS	1	-9	3816	3021
ASD1	1	1	3817	-2485
CTNNA1	1	0	3818	-20
CSNK2B	1	0	3819	-20
ADH1A	1	0	3820	-20
PARP4	1	0	3821	-20
CCNB1	1	-2	3822	1719
CST5	1	0	3823	-19
ATP1A3	1	-1	3824	1079
ADH1C	1	-2	3825	1721
AQP3	1	0	3826	-17
CSRP1	1	1	3827	-2484
IL1A	1	1	3828	-2485
CTBP2	1	0	3829	-15
CTBS	1	1	3830	-2484
CDSN	1	1	3831	-2484
C1S	1	-4	3832	2366
C6	1	1	3833	-2483
ACVR2A	1	-2	3834	1729
CCNT2	1	1	3835	-2482
CUX1	1	0	3836	-11
CSNK2A2	1	0	3837	-11
KLF6	1	1	3838	-2480
GLI2	1	1	3839	-2489
CNN1	1	1	3840	-2489
ALOX5AP	1	-1	3841	1084
CPA1	1	1	3842	-2497
COX7B	1	-1	3843	1084
CRKL	1	-4	3844	2375
CRMP1	1	1	3845	-2497
MAP3K8	1	0	3846	-14
CPA2	1	1	3847	-2497
CPA3	1	0	3848	-14
SLC31A1	1	0	3849	-14
ACP1	1	-2	3850	1740
ACACB	1	0	3851	-14
CDR1	1	1	3852	-2497
CEBPG	1	1	3853	-2500
ADAM8	1	0	3854	-13
CDH2	1	0	3855	-14
CDH12	1	1	3856	-2503
CENPE	1	1	3857	-2503
CDKN3	1	1	3858	-2503
CDH6	1	0	3859	-14
CFL2	1	0	3860	-15
CDS1	1	-1	3861	1095
CDX4	1	1	3862	-2505
CDH3	1	1	3863	-2505
ACACA	1	-1	3864	1097
ENTPD2	1	1	3865	-2507
ADCY3	1	1	3866	-2507
ASIC2	1	-1	3867	1099
CDKN2C	1	1	3868	-2510
CEBPD	1	0	3869	-16
MS4A3	1	1	3870	-2512
AAVS1	1	0	3871	-16
ENTPD6	1	-1	3872	1100
EIF2B1	1	1	3873	-2513
AURKA	1	1	3874	-2516
EIF1AX	1	0	3875	-18
EIF4A1	1	0	3876	-18
LNPEP	1	-2	3877	1758
KCNJ2	1	-3	3878	2157
EGR4	1	1	3879	-2516
EIF2S3	1	1	3880	-2518
EIF4B	1	0	3881	-20
EGR3	1	1	3882	-2520
ARR3	1	0	3883	-23
ATF1	1	-1	3884	1103
ANXA4	1	1	3885	-2524
ASCL1	1	-6	3886	2793
ANXA11	1	-1	3887	1105
BIRC3	1	-2	3888	1766
ANXA13	1	0	3889	-20
AQP2	1	1	3890	-2530
ARHGAP1	1	1	3891	-2532
TRIM23	1	1	3892	-2532
CFL1	1	-2	3893	1769
APOA4	1	0	3894	-19
ATP1A1	1	1	3895	-2535
APOBEC1	1	-3	3896	2171
AOC2	1	1	3897	-2539
BMP15	1	1	3898	-2543
LTA4H	1	-2	3899	1771
AEBP1	1	1	3900	-2543
HTRA2	1	-1	3901	1114
GPD1L	1	1	3902	-2543
SLC25A5	1	0	3903	-22
H1-4	1	0	3904	-24
KRT39	1	1	3905	-2546
AMPD3	1	1	3906	-2546
AP2A1	1	0	3907	-22
AP2B1	1	0	3908	-22
AP1G1	1	0	3909	-22
ALOX12B	1	0	3910	-23
AP1B1	1	1	3911	-2551
AMPD2	1	1	3912	-2551
LPAR2	1	-37	3913	3686
ALDH1A3	1	-1	3914	1118
DAPK1	1	1	3915	-2559
DBP	1	-1	3916	1118
DAZ1	1	1	3917	-2561
BMP8A	1	1	3918	-2561
SMAD9	1	0	3919	-30
DIAPH2	1	1	3920	-2565
DCTN1	1	0	3921	-31
DDB2	1	1	3922	-2566
ATP5F1D	1	1	3923	-2566
DBI	1	-2	3924	1792
ATP6V1B1	1	1	3925	-2568
ATP5F1C	1	0	3926	-36
ATP2A3	1	1	3927	-2570
DARS1	1	0	3928	-37
CYB5A	1	0	3929	-37
ATP2B3	1	0	3930	-39
CYP2J2	1	1	3931	-2574
DDB1	1	-5	3932	2655
GABPA	1	1	3933	-2582
IFI6	1	-2	3934	1796
GAS2	1	1	3935	-2581
GAS1	1	1	3936	-2583
GATM	1	1	3937	-2586
G6PC1	1	-1	3938	1129
FUT8	1	-1	3939	1129
GABRG3	1	0	3940	-40
GABRR1	1	1	3941	-2584
GABRR2	1	1	3942	-2585
DPAGT1	1	1	3943	-2587
DMBT1	1	0	3944	-40
BCAT1	1	0	3945	-42
BLK	1	1	3946	-2587
DOK1	1	0	3947	-42
DNASE1L1	1	-2	3948	1805
BIK	1	-2	3949	1805
BCYRN1	1	0	3950	-41
DNASE1L3	1	-1	3951	1131
DDX11	1	0	3952	-40
DPYSL2	1	1	3953	-2593
BNIP3L	1	-1	3954	1133
COCH	1	0	3955	-49
DRG2	1	1	3956	-2604
BNC1	1	1	3957	-2604
GTF2H2	1	1	3958	-2608
FABP7	1	1	3959	-2610
BPTF	1	-2	3960	1808
EYA2	1	1	3961	-2609
FBLN2	1	-2	3962	1808
EZH1	1	1	3963	-2612
PTK2B	1	1	3964	-2612
MAZ	1	1	3965	-2612
FCER1A	1	1	3966	-2612
BRF1	1	0	3967	-47
MAP1A	1	-3	3968	2226
GTF2E1	1	1	3969	-2610
FABP5	1	1	3970	-2611
GTF2E2	1	1	3971	-2611
FKBP1A	1	-1	3972	1137
FGR	1	-1	3973	1137
ACSL4	1	-3	3974	2231
FAT1	1	0	3975	-46
GSTM4	1	1	3976	-2617
FANCG	1	1	3977	-2618
GTF3A	1	0	3978	-46
FCER1G	1	1	3979	-2620
GSTT1	1	-2	3980	1823
GTF2F2	1	1	3981	-2623
E2F2	1	-1	3982	1140
ACVR1C	1	1	3983	-2626
GCKR	1	0	3984	-45
ELAVL4	1	1	3985	-2625
ENO3	1	-2	3986	1826
E2F5	1	0	3987	-49
CLN3	1	1	3988	-2634
GFI1	1	-2	3989	1828
ECM1	1	-2	3990	1828
DSC2	1	1	3991	-2634
EMP1	1	1	3992	-2634
DUSP4	1	1	3993	-2635
B4GALT1	1	0	3994	-45
DTYMK	1	1	3995	-2638
DUT	1	-1	3996	1148
GFRA2	1	0	3997	-45
GCSH	1	-3	3998	2251
ENSA	1	1	3999	-2639
HEXB	1	0	4000	-44
EEF1G	1	1	4001	-2639
DVL1	1	0	4002	-48
C1QBP	1	1	4003	-2641
SLC29A1	1	-2	4004	1839
HLA-DRA	1	0	4005	-46
EMP2	1	1	4006	-2639
TOR1A	1	-1	4007	1158
DSC3	1	0	4008	-45
DTNA	1	1	4009	-2641
ELF4	1	1	4010	-2641
EMX1	1	-1	4011	1161
BLMH	1	0	4012	-43
GFRA3	1	1	4013	-2642
GRIK4	1	0	4014	-45
IFNL1	1	1	4015	-2643
HSD17B10	1	-1	4016	1164
GUCY1A1	1	1	4017	-2644
GTF3C2	1	0	4018	-43
HAS3	1	0	4019	-43
H1-2	1	1	4020	-2642
HAS1	1	-2	4021	1850
GUCY2D	1	0	4022	-41
GTF3C1	1	1	4023	-2641
HDAC2	1	-4	4024	2538
HCCS	1	1	4025	-2642
H2AC8	1	1	4026	-2644
H2AZ1	1	-1	4027	1173
HCLS1	1	0	4028	-42
HADH	1	-3	4029	2278
H1-6	1	0	4030	-43
GZMH	1	1	4031	-2650
GCLC	1	0	4032	-42
GNAI1	1	0	4033	-42
GNB1	1	1	4034	-2652
GNAI2	1	-1	4035	1178
OR10H1	1	1	4036	-2663
GNA12	1	0	4037	-43
GLE1	1	1	4038	-2662
GLDC	1	-3	4039	2284
CHN1	1	1	4040	-2662
GNA11	1	-4	4041	2552
FBXL5	1	1	4042	-2666
ANKRD2	1	1	4043	-2669
GNS	1	1	4044	-2675
AKAP13	1	1	4045	-2677
GPC1	1	0	4046	-41
ERV3-1	1	1	4047	-2678
EPHX1	1	-1	4048	1181
ERF	1	1	4049	-2681
LYST	1	1	4050	-2681
ETFB	1	0	4051	-39
GP5	1	1	4052	-2688
AK3	1	1	4053	-2689
GOLGB1	1	-1	4054	1186
GPR32	1	1	4055	-2690
GNG4	1	1	4056	-2690
ETFA	1	0	4057	-38
EPRS1	1	0	4058	-40
EXT2	1	0	4059	-41
ABCA2	1	1	4060	-2692
CTTN	1	0	4061	-40
FOXF2	1	1	4062	-2698
MEIS2	1	1	4063	-2698
FOXE3	1	1	4064	-2699
MAP3K4	1	-2	4065	1878
FOLR2	1	1	4066	-2701
CHST6	1	1	4067	-2701
MAPK9	1	0	4068	-37
FLOT2	1	1	4069	-2703
MEF2D	1	1	4070	-2703
MCM5	1	1	4071	-2705
FMOD	1	-4	4072	2577
MDM4	1	0	4073	-34
ME2	1	1	4074	-2706
ME1	1	0	4075	-36
MCM4	1	-1	4076	1203
EPX	1	0	4077	-35
FOXS1	1	1	4078	-2705
FRK	1	-7	4079	3104
LGMN	1	1	4080	-2709
PRSS8	1	0	4081	-34
PRPSAP1	1	0	4082	-34
MAP2K2	1	0	4083	-36
MAP2K3	1	-1	4084	1210
MAP2K6	1	-3	4085	2318
KLK7	1	-3	4086	2318
THAP12	1	1	4087	-2722
PRKY	1	-1	4088	1211
PSG2	1	1	4089	-2729
MAPK6	1	0	4090	-39
PSPH	1	1	4091	-2734
MAP2K7	1	-1	4092	1211
PSMC3	1	1	4093	-2738
PTGER1	1	1	4094	-2747
PSMC2	1	0	4095	-38
PSMB6	1	1	4096	-2749
RAP1A	1	-1	4097	1213
NECTIN1	1	0	4098	-36
HTR3A	1	-1	4099	1213
PPP1R11	1	1	4100	-2749
IFNB1	1	-4	4101	2603
IARS1	1	1	4102	-2754
RAD1	1	0	4103	-43
PTPRM	1	0	4104	-44
PTPRH	1	0	4105	-44
IGHMBP2	1	1	4106	-2757
HUS1	1	-1	4107	1210
RALGDS	1	1	4108	-2768
HSD17B4	1	0	4109	-47
HSD17B1	1	1	4110	-2768
HSPA4	1	1	4111	-2768
MLLT6	1	1	4112	-2768
HSPA1L	1	1	4113	-2772
IGSF3	1	1	4114	-2777
MMP15	1	1	4115	-2777
DNAJB1	1	1	4116	-2777
MMP11	1	-4	4117	2616
MMP17	1	1	4118	-2780
MLLT1	1	1	4119	-2780
GRID2	1	-2	4120	1919
MAGEB2	1	1	4121	-2788
GPR33	1	1	4122	-2788
MEG8	1	1	4123	-2788
MAGEA10	1	1	4124	-2788
LYL1	1	0	4125	-40
GPX2	1	1	4126	-2787
PRLHR	1	0	4127	-40
MAGEA9	1	1	4128	-2790
NBR1	1	0	4129	-39
AUH	1	1	4130	-2794
RGS9BP	1	1	4131	-2799
MAGEA12	1	1	4132	-2800
GRB14	1	1	4133	-2802
NUP188	1	1	4134	-2804
MAD1L1	1	1	4135	-2804
MAGEA2	1	1	4136	-2807
GPS1	1	1	4137	-2807
MAD2L1	1	0	4138	-42
NQO2	1	1	4139	-2812
MGAT2	1	-1	4140	1227
MGST1	1	-3	4141	2362
MICB	1	0	4142	-46
IFNA1	1	-3	4143	2363
IFI27	1	0	4144	-46
RAB8A	1	1	4145	-2821
MGAT5	1	-1	4146	1229
IFNA21	1	1	4147	-2823
IDH3A	1	1	4148	-2823
IFNA6	1	-1	4149	1231
IFNA10	1	1	4150	-2822
HPR	1	1	4151	-2823
SERPINA5	1	0	4152	-44
MGAT1	1	0	4153	-44
HSD17B3	1	1	4154	-2821
SOS1	1	-6	4155	3033
HPGD	1	-1	4156	1236
PRMT1	1	-1	4157	1236
METTL1	1	1	4158	-2826
HSF4	1	1	4159	-2826
MGST3	1	1	4160	-2831
MGAT3	1	1	4161	-2833
ZBTB48	1	1	4162	-2837
AHSG	1	-5	4163	2857
HIVEP2	1	-1	4164	1235
HGFAC	1	0	4165	-38
BBC3	1	0	4166	-39
ARNTL	1	0	4167	-40
ADGRB3	1	0	4168	-41
SHB	1	-4	4169	2661
RPS6	1	-1	4170	1236
HINT1	1	-1	4171	1234
IGKC	1	0	4172	-42
HIVEP1	1	0	4173	-43
PMAIP1	1	0	4174	-43
UCP3	1	-3	4175	2392
ADGRB2	1	0	4176	-42
NCS1	1	-6	4177	3050
IL9R	1	-1	4178	1235
IL15RA	1	0	4179	-42
ING2	1	1	4180	-2847
LEFTY2	1	-2	4181	1956
TGFB1I1	1	-3	4182	2398
FOXK2	1	1	4183	-2847
INCENP	1	0	4184	-47
TFDP1	1	1	4185	-2850
ITGB6	1	-4	4186	2673
ILF2	1	1	4187	-2849
TERF1	1	-3	4188	2402
TFCP2	1	1	4189	-2850
INSM1	1	-1	4190	1243
ING1	1	1	4191	-2849
TEAD3	1	1	4192	-2849
IL12A	1	-4	4193	2678
ITIH2	1	1	4194	-2851
TDG	1	0	4195	-41
IL10RB	1	-3	4196	2407
INPPL1	1	1	4197	-2852
TMBIM6	1	0	4198	-39
INPP5D	1	0	4199	-39
TFAP2C	1	0	4200	-40
TFF3	1	-1	4201	1250
IL7R	1	0	4202	-43
ANOS1	1	1	4203	-2855
RAB13	1	0	4204	-44
RAD9A	1	0	4205	-44
MNAT1	1	1	4206	-2855
GDF5	1	-3	4207	2416
GDF1	1	1	4208	-2859
RAB3A	1	0	4209	-44
RAB5A	1	-1	4210	1254
ARID4A	1	1	4211	-2859
TSPAN8	1	1	4212	-2861
RAB2A	1	1	4213	-2862
RAC2	1	1	4214	-2862
GDF7	1	0	4215	-41
JARID2	1	-3	4216	2423
KDM5A	1	-1	4217	1260
IVL	1	-5	4218	2908
QARS1	1	0	4219	-39
RBMS1	1	1	4220	-2866
MMP19	1	0	4221	-39
ITPR3	1	1	4222	-2867
RARRES2	1	-5	4223	2912
JUNB	1	0	4224	-37
MPV17	1	1	4225	-2870
TLR1	1	1	4226	-2873
NOTCH3	1	-2	4227	1992
TIMP4	1	1	4228	-2873
TM7SF2	1	1	4229	-2877
TK2	1	1	4230	-2880
RELB	1	-10	4231	3484
DPF2	1	1	4232	-2880
TMF1	1	0	4233	-37
RAD23B	1	0	4234	-38
TIAL1	1	1	4235	-2884
RCN2	1	-1	4236	1267
REG1B	1	1	4237	-2883
RDX	1	0	4238	-40
MSH5	1	0	4239	-43
TNNT1	1	1	4240	-2883
CHM	1	-1	4241	1270
RFX2	1	1	4242	-2883
TNR	1	0	4243	-43
RIT2	1	1	4244	-2883
TNNT3	1	1	4245	-2883
MYO1B	1	1	4246	-2883
LTC4S	1	0	4247	-40
TNNC2	1	1	4248	-2885
SPHK1	1	-2	4249	2008
RGS1	1	0	4250	-39
TCF4	1	-2	4251	2009
TNFAIP1	1	1	4252	-2887
MT2A	1	1	4253	-2889
MSI1	1	1	4254	-2890
SLC1A3	1	1	4255	-2894
RFX3	1	-1	4256	1279
GRK1	1	0	4257	-40
RFNG	1	1	4258	-2896
ND6	1	-3	4259	2462
CITED1	1	1	4260	-2898
ND1	1	-16	4261	3781
RGS2	1	1	4262	-2898
ZEB2	1	-1	4263	1284
SNCB	1	1	4264	-2902
NDN	1	-1	4265	1284
RPS5	1	1	4266	-2915
NDUFS1	1	1	4267	-2924
GNRHR	1	-1	4268	1286
RPL26	1	1	4269	-2923
RPL32	1	0	4270	-39
RPS3	1	0	4271	-39
NCK1	1	-3	4272	2474
NMBR	1	0	4273	-43
RPS6KA1	1	0	4274	-43
GRPR	1	-2	4275	2026
RPL37	1	0	4276	-42
NUP62	1	1	4277	-2929
NDUFA4	1	1	4278	-2930
NDUFB4	1	1	4279	-2930
NAGLU	1	1	4280	-2933
HLA-DRB4	1	-2	4281	2029
LORICRIN	1	1	4282	-2936
ETF1	1	-2	4283	2030
SFTPB	1	-1	4284	1297
LSP1	1	1	4285	-2945
PTPRD	1	-1	4286	1296
ISLR	1	0	4287	-36
ITGA9	1	1	4288	-2947
TWF1	1	1	4289	-2947
LLGL1	1	1	4290	-2948
EPB42	1	0	4291	-36
PTPRA	1	0	4292	-37
ANXA2	1	-1	4293	1294
LRP6	1	1	4294	-2949
PTPRE	1	1	4295	-2951
CSNK1A1	1	0	4296	-37
HOXA6	1	-2	4297	2041
PTPRB	1	0	4298	-36
HNRNPD	1	-6	4299	3160
MCAM	1	-4	4300	2770
LRP3	1	-1	4301	1299
LCP2	1	-3	4302	2500
ITIH1	1	1	4303	-2950
LOXL1	1	1	4304	-2952
FHL3	1	1	4305	-2952
PTPRCAP	1	1	4306	-2952
SPEG	1	-1	4307	1302
NFS1	1	1	4308	-2956
CLDN8	1	0	4309	-40
LTBP2	1	1	4310	-2959
NINJ1	1	1	4311	-2959
MAP3K14	1	-1	4312	1306
SLC7A7	1	1	4313	-2959
BPY2	1	0	4314	-37
AIP	1	1	4315	-2964
NME2	1	0	4316	-38
PIGQ	1	-3	4317	2513
SEMA5A	1	0	4318	-41
PSTPIP1	1	0	4319	-41
ASH2L	1	1	4320	-2971
EFS	1	0	4321	-43
NOL3	1	0	4322	-43
SPAG9	1	1	4323	-2972
CLDN2	1	0	4324	-43
LDB2	1	0	4325	-43
CD180	1	0	4326	-43
BET1	1	0	4327	-43
CNOT2	1	1	4328	-2978
NKX6-1	1	0	4329	-42
CCRL2	1	1	4330	-2977
SOCS3	1	-4	4331	2798
CSK	1	-3	4332	2525
VPS13B	1	-1	4333	1313
HLF	1	1	4334	-2981
EEF1B2	1	1	4335	-2984
CLEC4C	1	-1	4336	1314
ESD	1	0	4337	-37
SLC25A14	1	0	4338	-38
CTBP1	1	1	4339	-2989
HMGA1	1	-2	4340	2076
DPYD	1	1	4341	-2989
HLX	1	1	4342	-2990
HMGN1	1	-1	4343	1316
HLA-DRB3	1	-2	4344	2079
HNF4G	1	1	4345	-2991
HNRNPA2B1	1	1	4346	-2993
HMGN2	1	1	4347	-2993
HNRNPA1	1	-5	4348	3025
HOXA10	1	-2	4349	2082
EDN3	1	1	4350	-2993
SLC25A6	1	1	4351	-2997
CPD	1	0	4352	-30
ONECUT1	1	0	4353	-30
MUC7	1	-1	4354	1322
ABCB4	1	-1	4355	1322
MYBPC2	1	1	4356	-3004
NR6A1	1	0	4357	-34
TPSAB1	1	-3	4358	2543
MYBL2	1	0	4359	-37
TPD52	1	1	4360	-3010
STX11	1	0	4361	-38
TPH1	1	-4	4362	2825
TRAF1	1	1	4363	-3014
TGM1	1	0	4364	-41
MXI1	1	-1	4365	1323
MYH2	1	1	4366	-3014
FGD1	1	-3	4367	2548
HSP90B1	1	-2	4368	2095
TSN	1	-2	4369	2095
LECT2	1	1	4370	-3018
NEO1	1	1	4371	-3018
LAMA2	1	1	4372	-3019
LETM1	1	-2	4373	2095
NDUFB9	1	1	4374	-3023
ABLIM1	1	0	4375	-36
LY96	1	0	4376	-36
NELL1	1	0	4377	-36
KTN1	1	0	4378	-36
NEDD4	1	-3	4379	2556
LGALS8	1	-2	4380	2101
KCNE2	1	1	4381	-3021
LIMK2	1	1	4382	-3022
SLC19A3	1	0	4383	-33
NDUFV1	1	1	4384	-3022
LAMB2	1	1	4385	-3023
LCN1	1	1	4386	-3026
NEK2	1	0	4387	-32
NELL2	1	0	4388	-33
KCNQ2	1	1	4389	-3027
