# gene	views	view_delta	view_rank	view_rank_delta
RACK1	3	-5	3020	1027
PEPD	3	-1	3021	-390
KCNA3	3	-5	3022	1028
WTAP	3	0	3023	-1152
PHLPP2	3	-1	3024	-390
PIGC	3	3	3025	-6712
KDM4B	3	2	3026	-4013
NMNAT2	3	-2	3027	121
WAPL	3	-1	3028	-389
SMG1	3	-4	3029	809
SETX	3	-1	3030	-388
KLRB1	3	-4	3031	810
ZC3H13	3	1	3032	-2240
P2RX3	3	-4	3033	811
OTX2	3	-5	3034	1037
NCOA4	3	-3	3035	505
ALX1	3	2	3036	-4036
IFT88	3	2	3037	-4036
KIAA0232	3	1	3038	-2248
MED27	3	1	3039	-2249
SLC33A1	3	1	3040	-2249
KCNJ8	3	-2	3041	123
ATP6V0D1	3	2	3042	-4067
KCND2	3	1	3043	-2258
CCL4L2	3	0	3044	-1168
GABBR2	3	-2	3045	126
KCNJ6	3	0	3046	-1167
PHF1	3	3	3047	-6783
EI24	3	0	3048	-1166
CACNA2D2	3	-3	3049	507
LHB	3	-3	3050	506
SMARCD1	3	-4	3051	824
MYT1	3	2	3052	-4072
NFIA	3	-1	3053	-392
CSF2RA	3	0	3054	-1165
MYL2	3	-4	3055	823
RAB11B	3	-1	3056	-390
NCOA1	3	-2	3057	133
SMARCA1	3	3	3058	-6795
NFIB	3	2	3059	-4078
NFKBIE	3	-1	3060	-389
SEC13	3	-4	3061	826
SCN1B	3	-2	3062	137
CLCA3P	3	3	3063	-6802
PKD3	3	-1	3064	-388
ZSCAN21	3	1	3065	-2280
RGS6	3	3	3066	-6812
SBF1	3	2	3067	-4088
SALL2	3	0	3068	-1160
MAPK12	3	-1	3069	-385
SAFB	3	2	3070	-4089
SERPINB4	3	3	3071	-6820
SNCAIP	3	1	3072	-2276
HDAC9	3	2	3073	-4093
ROBO2	3	2	3074	-4103
RNH1	3	0	3075	-1158
NPY1R	3	-3	3076	524
KMT2B	3	-5	3077	1074
ZBTB16	3	-1	3078	-380
RASA4	3	1	3079	-2282
UBE2I	3	-9	3080	1662
FLOT1	3	-3	3081	524
UBE2D3	3	2	3082	-4127
NUTF2	3	-1	3083	-379
USP9Y	3	2	3084	-4126
KDM5C	3	-1	3085	-378
TNK2	3	-1	3086	-379
TTC3	3	-1	3087	-380
AGR2	3	-4	3088	846
PARN	3	-9	3089	1669
P4HB	3	-13	3090	1992
MAPK8IP3	3	3	3091	-6861
AKAP3	3	3	3092	-6872
PLA2G4A	3	-3	3093	529
ICMT	3	-15	3094	2115
RABAC1	3	2	3095	-4137
PLCG2	3	-15	3096	2116
PLCB2	3	1	3097	-2290
AGPAT1	3	1	3098	-2290
PAM	3	-8	3099	1569
PCSK6	3	-2	3100	160
PARK3	3	1	3101	-2289
FBXL7	3	3	3102	-6880
MDN1	3	1	3103	-2299
FAM120A	3	0	3104	-1160
USP16	3	2	3105	-4148
PBX1	3	0	3106	-1159
COBL	3	1	3107	-2303
IGF2BP3	3	2	3108	-4155
UBL3	3	0	3109	-1161
CDK16	3	3	3110	-6916
ARHGEF9	3	3	3111	-6918
PRRX1	3	-10	3112	1799
NRXN1	3	-9	3113	1692
VAV2	3	2	3114	-4172
RECQL4	3	-1	3115	-362
IRS2	3	-6	3116	1286
NRXN2	3	1	3117	-2301
VEGFB	3	-4	3118	868
BICD2	3	3	3119	-6961
TRIP13	3	0	3120	-1157
DBF4	3	3	3121	-6964
MED13	3	0	3122	-1162
MKNK1	3	-4	3123	870
SYNE1	3	0	3124	-1163
ULK1	3	-20	3125	2331
SIX3	3	3	3126	-7023
SKP2	3	0	3127	-1166
USF1	3	-1	3128	-366
UGT2B15	3	-1	3129	-367
SKIV2L	3	0	3130	-1167
STIL	3	-6	3131	1297
DNAJC6	3	-4	3132	877
ST3GAL3	3	0	3133	-1165
SLC1A4	3	2	3134	-4242
SRRM2	3	3	3135	-7043
POLR2J	3	3	3136	-7047
PDK3	3	1	3137	-2339
CLCF1	3	-1	3138	-365
MAFB	3	-9	3139	1714
PDE6B	3	-4	3140	881
CLIP2	3	3	3141	-7061
VPREB1	3	1	3142	-2343
MCRS1	3	1	3143	-2344
KAT5	3	-5	3144	1127
LITAF	3	-1	3145	-369
HEXIM1	3	1	3146	-2349
TFPT	3	-2	3147	179
KHDRBS1	3	2	3148	-4296
CLEC2D	3	-3	3149	559
WNT10B	3	-6	3150	1314
PPP2R5A	3	1	3151	-2362
XRCC5	3	-8	3152	1618
POP7	3	3	3153	-7121
TESPA1	3	1	3154	-2373
MAGI2	3	1	3155	-2374
PPIL2	3	3	3156	-7152
STAG2	3	-2	3157	185
ZNF226	3	1	3158	-2379
TAP2	3	-2	3159	186
WWP1	3	2	3160	-4334
STMN2	3	-4	3161	893
GIPC1	3	3	3162	-7165
BVES	3	-3	3163	567
CD160	3	-1	3164	-365
SLC7A9	3	2	3165	-4344
HUWE1	3	-3	3166	569
KCNAB1	3	2	3167	-4349
LDB3	3	1	3168	-2386
ABCC3	3	-3	3169	570
CDC37	3	1	3170	-2391
NOL4	3	1	3171	-2391
IL1R2	3	-2	3172	194
SCO2	3	-1	3173	-362
UNC5C	3	1	3174	-2390
OASL	3	-4	3175	905
IMMT	3	2	3176	-4362
ACOT2	3	1	3177	-2392
AOC3	3	-2	3178	196
SRA1	3	2	3179	-4366
STAU1	3	1	3180	-2401
TAF2	3	3	3181	-7216
STAT5B	3	-2	3182	197
CDC42BPA	3	0	3183	-1183
SIRT5	3	-6	3184	1339
ZNF236	3	1	3185	-2398
LILRB4	3	0	3186	-1186
CSDE1	3	2	3187	-4373
STX1A	3	1	3188	-2401
SMARCA5	3	2	3189	-4379
TACR2	3	-2	3190	202
STAT2	3	-2	3191	202
SLC30A1	3	1	3192	-2401
SLC27A2	3	-2	3193	201
STC1	3	-1	3194	-355
ZP2	3	-5	3195	1171
ST14	3	3	3196	-7245
PRND	3	1	3197	-2400
SSX4	3	1	3198	-2400
PSIP1	3	0	3199	-1179
AGXT2	3	0	3200	-1179
SLC13A3	3	2	3201	-4387
CYP3A43	3	3	3202	-7267
XPO1	3	-5	3203	1175
LARS2	3	0	3204	-1179
SLC12A7	3	0	3205	-1181
CPSF1	3	3	3206	-7282
SNORD24	3	1	3207	-2415
PIGN	3	1	3208	-2419
PPIF	3	-5	3209	1177
TNFSF12	3	-3	3210	596
PADI4	3	-5	3211	1178
TRAP1	3	-3	3212	597
PREB	3	2	3213	-4422
NAPA	3	0	3214	-1186
TUSC3	3	3	3215	-7300
TNFRSF14	3	-3	3216	600
GPBP1	3	-1	3217	-349
FOCAD	3	1	3218	-2417
WIPI1	3	2	3219	-4428
DUSP23	3	2	3220	-4431
ACD	3	0	3221	-1183
WIF1	3	-1	3222	-345
ADAMTS7	3	1	3223	-2417
KCNG2	3	2	3224	-4433
SSB	3	-2	3225	222
SUCLG1	3	-6	3226	1370
RBM15	3	2	3227	-4461
SMUG1	3	-1	3228	-344
SSTR3	3	-1	3229	-344
EPS8L2	3	2	3230	-4464
TCF7	3	-7	3231	1534
GJC1	3	3	3232	-7371
TBX6	3	-2	3233	224
WDR4	3	0	3234	-1184
TBCD	3	-4	3235	946
TCP1	3	-6	3236	1378
PTPRT	3	-1	3237	-340
TCF21	3	-2	3238	227
MLX	3	-4	3239	949
SYCP1	3	3	3240	-7380
CT55	3	2	3241	-4480
TIPIN	3	0	3242	-1182
SLC35F6	3	1	3243	-2449
C7orf26	3	-1	3244	-340
PNKP	3	-1	3245	-345
SEPTIN9	3	-5	3246	1207
SMARCAD1	3	2	3247	-4514
HCST	3	-1	3248	-346
NBEAL1	3	3	3249	-7443
CZIB	3	-1	3250	-346
SLC22A7	3	0	3251	-1187
LRRC61	3	1	3252	-2461
DHX58	3	-5	3253	1212
RALY	3	-2	3254	228
CEP164	3	3	3255	-7456
UBOX5	3	2	3256	-4519
ALG12	3	2	3257	-4523
SULT4A1	3	-1	3258	-340
TOMM22	3	1	3259	-2469
LYNX1	3	3	3260	-7483
NRN1	3	1	3261	-2469
SLC12A9	3	2	3262	-4540
TMEM106C	3	2	3263	-4542
URGCP	3	-1	3264	-340
VNN2	3	3	3265	-7499
SOCS2	3	-1	3266	-339
CDK5R1	3	1	3267	-2483
CPNE7	3	3	3268	-7519
ARHGEF7	3	0	3269	-1182
SMARCAL1	3	1	3270	-2487
ASAP2	3	-1	3271	-339
SP140	3	2	3272	-4568
FILIP1L	3	0	3273	-1183
PARG	3	1	3274	-2490
RHBG	3	1	3275	-2491
AIG1	3	2	3276	-4572
ATRAID	3	0	3277	-1184
RTN4	3	-5	3278	1234
IL19	3	-12	3279	2116
GPR132	3	-6	3280	1420
ZP1	3	1	3281	-2499
SEPHS1	3	-1	3282	-334
CEP152	3	2	3283	-4585
ATF6	3	-6	3284	1423
DNMT3L	3	2	3285	-4590
NOL12	3	1	3286	-2498
SPEN	3	-1	3287	-330
TPX2	3	-1	3288	-330
NOP53	3	-1	3289	-330
PNPO	3	3	3290	-7589
PILRA	3	-3	3291	652
PSAT1	3	-2	3292	254
PACSIN1	3	1	3293	-2503
VSIG4	3	2	3294	-4619
LARS1	3	-1	3295	-329
MBD4	3	1	3296	-2514
SIRT7	3	-1	3297	-328
RANBP3	3	2	3298	-4632
PDCD10	3	-5	3299	1251
CCAR1	3	1	3300	-2521
PARVA	3	0	3301	-1195
ASF1B	3	3	3302	-7687
PDCD4	3	-3	3303	659
SESN1	3	0	3304	-1199
NUP133	3	2	3305	-4660
UGT1A3	3	2	3306	-4669
UGT1A4	3	2	3307	-4670
LZTFL1	3	1	3308	-2533
TMEM106B	3	-6	3309	1446
NANS	3	-13	3310	2208
VN1R1	3	-1	3311	-327
RHOJ	3	0	3312	-1199
CHSY1	3	1	3313	-2540
GPR173	3	2	3314	-4679
TRIB2	3	1	3315	-2540
XAF1	3	-2	3316	266
ABHD6	3	1	3317	-2548
UGT1A6	3	1	3318	-2556
RASA3	3	2	3319	-4689
OR10G6	3	3	3320	-7776
NOX5	3	1	3321	-2555
TRIM33	3	1	3322	-2555
ATF5	3	2	3323	-4693
DDIT4	3	-5	3324	1273
VASH1	3	-3	3325	674
CDK12	3	1	3326	-2558
ALG13	3	3	3327	-7826
BCAS3	3	1	3328	-2562
STEAP1	3	-1	3329	-317
PDCD1LG2	3	-7	3330	1627
ZCCHC2	3	0	3331	-1201
RNF43	3	-5	3332	1279
ZBP1	3	-19	3333	2496
LRP1B	3	-3	3334	681
WNT5B	3	1	3335	-2564
UVSSA	3	1	3336	-2564
STIM2	3	1	3337	-2565
EML4	3	-3	3338	683
EMCN	3	-3	3339	683
PALS2	3	2	3340	-4758
NUB1	3	1	3341	-2576
SIGLEC7	3	3	3342	-7924
SND1	3	-2	3343	280
B3GAT1	3	-7	3344	1638
STAU2	3	0	3345	-1199
ATP2C1	3	3	3346	-7934
CNTNAP2	3	-3	3347	688
LAPTM4B	3	1	3348	-2587
ANKRD17	3	3	3349	-7992
AUTS2	3	0	3350	-1205
GGA1	3	1	3351	-2588
TAS2R4	3	3	3352	-8013
ITLN1	3	-1	3353	-313
SUPT20H	3	0	3354	-1206
DOCK10	3	3	3355	-8051
WDR45B	3	2	3356	-4846
MTG1	3	-1	3357	-313
TIMD4	3	-3	3358	695
VPS53	3	0	3359	-1216
MRPL13	3	1	3360	-2611
PHF6	3	-3	3361	695
YJU2B	3	0	3362	-1219
ADPGK	3	3	3363	-8126
FAHD1	3	3	3364	-8130
RHBDF2	3	1	3365	-2625
VTCN1	3	-4	3366	1051
GPR107	3	2	3367	-4916
ZFP91	3	0	3368	-1224
TRIB3	3	-9	3369	1925
FGFRL1	3	2	3370	-4927
TDRD3	3	2	3371	-4934
HKDC1	3	3	3372	-8196
CEP290	3	-11	3373	2129
PRDM16	3	-5	3374	1316
GSC	3	1	3375	-2640
NEUROG2	3	0	3376	-1232
TTBK2	3	3	3377	-8221
C15orf32	3	2	3378	-4942
POPDC2	3	3	3379	-8224
TAF8	3	0	3380	-1235
TANGO2	3	-5	3381	1322
IL34	3	-7	3382	1672
MYL7	3	-4	3383	1065
MLST8	3	1	3384	-2645
CARD9	3	-5	3385	1324
SIGIRR	3	2	3386	-4959
JAM2	3	0	3387	-1233
AIFM2	3	-4	3388	1069
KDM3A	3	3	3389	-8279
RSPO3	3	-1	3390	-302
ATP5MK	3	2	3391	-4974
ZP4	3	1	3392	-2651
NTNG2	3	3	3393	-8286
TRIM63	3	-2	3394	305
ATOH8	3	1	3395	-2660
FAM136A	3	2	3396	-4985
DBNDD2	3	1	3397	-2660
BMF	3	2	3398	-4996
ZNF160	3	1	3399	-2670
ST6GALNAC1	3	3	3400	-8366
ABI3	3	1	3401	-2674
ULBP1	3	-2	3402	309
COASY	3	2	3403	-5015
CRIM1	3	1	3404	-2677
DNAJC5	3	0	3405	-1230
FAM178B	3	-2	3406	312
PCBP3	3	2	3407	-5020
CCBE1	3	2	3408	-5025
TC2N	3	1	3409	-2681
NOTUM	3	1	3410	-2681
ATP5IF1	3	1	3411	-2688
SFXN1	3	3	3412	-8414
OBSCN	3	-6	3413	1544
ESAM	3	1	3414	-2689
SPRTN	3	3	3415	-8431
FOXQ1	3	2	3416	-5032
ABCC10	3	3	3417	-8436
SIGLEC10	3	-5	3418	1354
FAM172A	3	0	3419	-1224
ATG4D	3	3	3420	-8452
NAV1	3	-4	3421	1098
EGLN3	3	-2	3422	326
BLOC1S5	3	1	3423	-2694
NAPB	3	1	3424	-2694
VIPAS39	3	1	3425	-2694
FAM186B	3	0	3426	-1225
REPS1	3	2	3427	-5062
TRBC1	3	-3	3428	756
REV1	3	2	3429	-5074
IRX3	3	0	3430	-1226
POLK	3	2	3431	-5076
PGAM5	3	-2	3432	333
MLKL	3	-2	3433	333
PM20D1	3	2	3434	-5088
AKT1S1	3	1	3435	-2719
CTHRC1	3	1	3436	-2719
CALHM1	3	-1	3437	-280
FAM210B	3	1	3438	-2725
KLHDC3	3	3	3439	-8587
CPEB1	3	-2	3440	336
BARX1	3	3	3441	-8624
TPSB2	3	-3	3442	767
CFAP36	3	1	3443	-2736
SLX4	3	-2	3444	339
TMEM106A	3	1	3445	-2735
MCHR2	3	3	3446	-8659
TMEM196	3	0	3447	-1229
MAL2	3	2	3448	-5137
PEX11G	3	3	3449	-8698
GPR155	3	3	3450	-8700
CGB1	3	3	3451	-8701
SOX17	3	-4	3452	1124
FKBP10	3	2	3453	-5159
PIKFYVE	3	-8	3454	1901
LMBR1	3	0	3455	-1230
APOBEC3A	3	-1	3456	-276
ZFP91-CNTF	3	2	3457	-5169
MARVELD2	3	1	3458	-2755
GALNT13	3	2	3459	-5176
SLC16A10	3	0	3460	-1234
DEFB118	3	1	3461	-2769
MICOS13	3	1	3462	-2770
CNTN4	3	3	3463	-8819
SPRED1	3	2	3464	-5208
FAM71D	3	2	3465	-5212
EPHA6	3	1	3466	-2781
OR7D2	3	3	3467	-8886
FOXI3	3	2	3468	-5243
TSEN54	3	1	3469	-2787
GPR148	3	1	3470	-2788
IRGM	3	0	3471	-1234
BBS12	3	2	3472	-5255
CST11	3	2	3473	-5270
SLC46A3	3	0	3474	-1237
MMAA	3	1	3475	-2798
KSR2	3	2	3476	-5272
JAZF1	3	-1	3477	-264
DPY19L2	3	2	3478	-5275
OR5A1	3	1	3479	-2800
BRAT1	3	3	3480	-9003
ARHGEF25	3	-1	3481	-267
FCRL3	3	3	3482	-9032
GPRC6A	3	-1	3483	-266
MAFA	3	-4	3484	1149
TMC3	3	1	3485	-2799
LIN28B	3	2	3486	-5302
QRFP	3	2	3487	-5315
MIR133A1	3	0	3488	-1237
ACER2	3	-2	3489	365
HCN1	3	0	3490	-1237
UFSP1	3	2	3491	-5338
CACUL1	3	2	3492	-5344
SUMO4	3	2	3493	-5374
MIR494	3	2	3494	-5375
MIR34A	3	-2	3495	369
POLN	3	3	3496	-9192
SRXN1	3	0	3497	-1242
FAM219A	3	1	3498	-2811
MIA3	3	2	3499	-5379
CCDC88C	3	3	3500	-9309
SFTPA1	3	-2	3501	372
TARP	3	-2	3502	372
LEPQTL1	3	1	3503	-2824
GSK3A	3	-4	3504	1166
DUP17Q12	3	1	3505	-2824
MICA	3	-11	3506	2260
BID	3	-8	3507	1948
EPHA1	3	0	3508	-1247
AGA	3	2	3509	-5448
EPB41L1	3	3	3510	-9412
TXNIP	2	-14	3511	2462
CD53	2	-7	3512	1798
CD1B	2	0	3513	-1250
AK1	2	1	3514	-2837
COL8A1	2	-2	3515	381
CD101	2	0	3516	-1248
GRM8	2	1	3517	-2837
NFAT5	2	-1	3518	-250
SLC44A1	2	-1	3519	-251
WASL	2	-3	3520	829
BAAT	2	1	3521	-2836
ITGA6	2	-6	3522	1641
MMP10	2	-4	3523	1178
JUN	2	-4	3524	1178
UCN	2	-1	3525	-248
ADSL	2	-5	3526	1451
TAS1R3	2	-10	3527	2188
C9	2	-7	3528	1809
CGA	2	-6	3529	1645
NCALD	2	1	3530	-2832
PSG1	2	-2	3531	390
GGPS1	2	2	3532	-5462
HBZ	2	-2	3533	391
SAG	2	1	3534	-2835
CXCL6	2	-2	3535	391
SYNPO	2	2	3536	-5460
DEFA5	2	-5	3537	1456
CEACAM1	2	-14	3538	2485
GAMT	2	0	3539	-1241
ABCG1	2	-10	3540	2194
HPSE	2	-7	3541	1816
CD37	2	-6	3542	1653
KLK4	2	-1	3543	-249
PJVK	2	0	3544	-1242
SMIM15	2	2	3545	-5461
NODAL	2	2	3546	-5464
GJB3	2	2	3547	-5464
STOM	2	-5	3548	1459
TPR	2	2	3549	-5465
GLYCAM1	2	-5	3550	1460
GLIS2	2	2	3551	-5466
ENPP1	2	-2	3552	402
SLC6A11	2	-1	3553	-240
COL4A3	2	-5	3554	1461
DLX3	2	0	3555	-1238
IDH2	2	-5	3556	1461
MFAP4	2	-1	3557	-237
HDAC4	2	-5	3558	1462
TOX3	2	-1	3559	-236
SLC23A1	2	-4	3560	1200
GSTO1	2	1	3561	-2827
C19orf44	2	-2	3562	410
FPGS	2	0	3563	-1234
SLC19A1	2	-5	3564	1465
CLEC4E	2	-1	3565	-236
FDX2	2	-1	3566	-236
PAK3	2	1	3567	-2831
TCIRG1	2	1	3568	-2832
DLX5	2	-7	3569	1840
CSN1S1	2	-6	3570	1672
RNLS	2	-3	3571	864
PDGFA	2	-2	3572	413
TRIM50	2	2	3573	-5467
PXK	2	-1	3574	-233
DHCR24	2	-2	3575	412
COL24A1	2	-1	3576	-232
PLA2R1	2	-1	3577	-232
LRAT	2	2	3578	-5470
S100A7	2	-2	3579	414
CLCN5	2	0	3580	-1224
FCGR3A	2	-8	3581	1997
COL11A2	2	-1	3582	-229
SLC25A10	2	-3	3583	873
CEACAM3	2	0	3584	-1221
CSF2RB	2	-8	3585	2000
ATXN2	2	-5	3586	1481
MAGEA1	2	-1	3587	-227
CCL28	2	-1	3588	-227
CTSV	2	-8	3589	2001
FOXE1	2	0	3590	-1217
WT1	2	-1	3591	-226
IL22RA2	2	2	3592	-5470
CSNK1E	2	-1	3593	-226
APOA2	2	-1	3594	-226
UBR1	2	-2	3595	423
CARM1	2	-2	3596	423
COL18A1	2	1	3597	-2824
CD1E	2	2	3598	-5473
CCL23	2	-3	3599	883
NFAM1	2	0	3600	-1211
METTL3	2	-7	3601	1864
BMP1	2	-10	3602	2242
PLB1	2	-2	3603	427
ADAMTS5	2	-5	3604	1494
CAMLG	2	-2	3605	427
TRPV2	2	-13	3606	2484
CA11	2	-3	3607	885
CAPN1	2	2	3608	-5483
TIRAP	2	-4	3609	1231
CASP10	2	1	3610	-2832
TLR3	2	-6	3611	1701
TRPV3	2	-6	3612	1701
TRPC4	2	-6	3613	1701
GARS1	2	-2	3614	434
CAMK2G	2	-1	3615	-220
PER2	2	-10	3616	2252
CACNA1F	2	0	3617	-1210
CACNB2	2	1	3618	-2828
CALM3	2	1	3619	-2828
CAMK2A	2	-5	3620	1506
ARNTL2	2	-1	3621	-217
NR1D2	2	0	3622	-1207
NXF1	2	2	3623	-5479
KRT9	2	-1	3624	-215
CCT6A	2	1	3625	-2826
CD3D	2	-8	3626	2029
KYAT1	2	1	3627	-2825
CBL	2	-11	3628	2358
ATN1	2	2	3629	-5481
AP1S1	2	2	3630	-5482
CKS1B	2	-1	3631	-210
ERCC8	2	-2	3632	446
TBCB	2	1	3633	-2829
CKMT2	2	-1	3634	-213
MIR33A	2	-1	3635	-213
CMKLR1	2	-15	3636	2627
CKS2	2	1	3637	-2837
CMA1	2	-5	3638	1517
CLCN7	2	0	3639	-1214
CLK2	2	0	3640	-1214
QDPR	2	1	3641	-2839
ADH5	2	-3	3642	901
CTNNA1	2	-1	3643	-216
CCNE1	2	-8	3644	2041
ADAMTS2	2	-2	3645	446
ADCY9	2	2	3646	-5502
ACVR2A	2	-6	3647	1723
CST1	2	-3	3648	900
COX8A	2	1	3649	-2846
CNN1	2	1	3650	-2850
CRABP2	2	1	3651	-2851
CRK	2	-2	3652	446
FABP4	2	-5	3653	1526
CRABP1	2	1	3654	-2850
CPA2	2	1	3655	-2852
TAS2R16	2	2	3656	-5503
CRYGB	2	1	3657	-2851
CENPF	2	-14	3658	2591
ADAM8	2	-2	3659	448
AANAT	2	-2	3660	448
CGB3	2	-5	3661	1531
CFL2	2	-1	3662	-210
CDC25B	2	-1	3663	-210
CDH15	2	0	3664	-1215
ACTA1	2	2	3665	-5503
CEACAM7	2	2	3666	-5503
ADCY3	2	-1	3667	-210
CDH9	2	2	3668	-5504
ASIC1	2	-2	3669	451
CELA1	2	-7	3670	1914
AURKA	2	2	3671	-5512
EIF1AX	2	-1	3672	-210
EIF4A1	2	-2	3673	454
SERPINB1	2	-6	3674	1743
MBD1	2	0	3675	-1212
FUCA1	2	-2	3676	455
EFNB3	2	2	3677	-5512
SCN5A	2	-4	3678	1273
ART3	2	1	3679	-2846
AQP4	2	-2	3680	456
ATF1	2	-5	3681	1549
ASGR1	2	-3	3682	924
AQP5	2	1	3683	-2848
APBA2	2	2	3684	-5512
ASPH	2	-2	3685	460
BMP10	2	-4	3686	1280
ARL3	2	0	3687	-1207
CFL1	2	-5	3688	1554
ARG2	2	-2	3689	461
ARL1	2	2	3690	-5513
LTA4H	2	-1	3691	-201
HTRA2	2	-2	3692	460
APEX1	2	-1	3693	-200
ALDH3B2	2	2	3694	-5516
SLC25A5	2	-4	3695	1285
H1-4	2	-2	3696	461
AP1G1	2	-1	3697	-198
ALOX15B	2	1	3698	-2851
GPC5	2	-1	3699	-197
GNB5	2	2	3700	-5515
FGFR4	2	-1	3701	-200
AKR1B1	2	0	3702	-1209
ALDH1A3	2	-2	3703	466
FOXC1	2	-1	3704	-198
CYP2A13	2	2	3705	-5519
DBP	2	-4	3706	1295
CYP2F1	2	2	3707	-5522
ATP6V1A	2	1	3708	-2855
TIMM8A	2	2	3709	-5524
DAPK3	2	2	3710	-5525
ATP1B3	2	-4	3711	1298
ATP5F1C	2	2	3712	-5525
CYP2A7	2	1	3713	-2853
AZGP1	2	-6	3714	1777
DAB2	2	-1	3715	-199
CYB5A	2	1	3716	-2852
DEFA4	2	0	3717	-1204
BMP3	2	0	3718	-1205
GAD1	2	-10	3719	2342
GABPB1	2	-1	3720	-197
GABRB3	2	-5	3721	1583
GALNT1	2	2	3722	-5521
GABPA	2	-1	3723	-195
FYB1	2	-3	3724	950
FUT6	2	1	3725	-2849
GATM	2	-7	3726	1960
GBP2	2	-5	3727	1588
BICD1	2	0	3728	-1202
DNM2	2	-4	3729	1310
BCL2L2	2	1	3730	-2858
DMP1	2	0	3731	-1201
DEFA6	2	0	3732	-1202
BNIP2	2	2	3733	-5535
DNAH5	2	-2	3734	483
BOK	2	-4	3735	1314
COCH	2	1	3736	-2858
FGL1	2	-2	3737	482
GRIN2D	2	0	3738	-1202
FABP7	2	-5	3739	1598
EZH1	2	-4	3740	1313
FANCB	2	2	3741	-5541
GTF2A1	2	2	3742	-5544
GRIN2C	2	0	3743	-1203
MAL	2	-4	3744	1315
MARK1	2	-1	3745	-196
ACP2	2	1	3746	-2868
GCKR	2	-1	3747	-197
DVL2	2	1	3748	-2867
DUSP2	2	0	3749	-1206
DUSP6	2	-6	3750	1803
ENO3	2	-2	3751	486
CLN3	2	2	3752	-5546
CRAT	2	-2	3753	484
EEF1D	2	2	3754	-5546
ENDOG	2	0	3755	-1214
NPAS3	2	-1	3756	-192
DVL1	2	0	3757	-1216
DTNA	2	2	3758	-5554
ALDH3A1	2	0	3759	-1217
EMX1	2	-5	3760	1616
GZMA	2	1	3761	-2870
GTF3C1	2	1	3762	-2870
HCFC1	2	1	3763	-2871
HAGH	2	1	3764	-2873
HCLS1	2	2	3765	-5553
HADH	2	-1	3766	-189
HELLS	2	1	3767	-2873
GLRA1	2	-3	3768	972
GNAL	2	1	3769	-2876
GNAZ	2	-2	3770	490
GNB1	2	2	3771	-5553
AMBP	2	-1	3772	-188
GJB1	2	0	3773	-1213
GNB2	2	1	3774	-2881
GPR6	2	-4	3775	1326
CCR10	2	-7	3776	2001
MECOM	2	-12	3777	2573
GPM6B	2	1	3778	-2881
ETV4	2	-4	3779	1329
EPHX1	2	-2	3780	492
ERF	2	-1	3781	-187
GP5	2	2	3782	-5566
CMKLR2	2	1	3783	-2883
ERH	2	1	3784	-2883
GOT1	2	-9	3785	2292
IYD	2	-2	3786	497
ACADL	2	-2	3787	497
EPS8	2	-1	3788	-185
EPHX2	2	-12	3789	2584
CHI3L1	2	-27	3790	3160
PTMA	2	-10	3791	2401
CLN8	2	0	3792	-1210
SMCP	2	-2	3793	501
MDH2	2	-2	3794	501
MEIS2	2	-3	3795	994
MCM3	2	-1	3796	-180
ADAM11	2	-1	3797	-181
MCM7	2	0	3798	-1207
FLII	2	0	3799	-1209
BORCS8-MEF2B	2	-1	3800	-179
MDM4	2	-1	3801	-180
FLNB	2	-3	3802	1000
MDH1	2	-1	3803	-181
EPX	2	-7	3804	2025
PRPSAP1	2	0	3805	-1213
HOXD1	2	-1	3806	-182
MAP2K2	2	-1	3807	-182
PRKY	2	0	3808	-1214
PSG2	2	1	3809	-2878
HOXC10	2	1	3810	-2878
PRM1	2	-1	3811	-182
HTRA1	2	-15	3812	2788
PSMA3	2	2	3813	-5571
HOXB7	2	0	3814	-1211
PSMD9	2	1	3815	-2877
MAPK10	2	-3	3816	1005
PSMB3	2	2	3817	-5573
HOXC4	2	1	3818	-2878
PSMB2	2	2	3819	-5573
RAP1A	2	-1	3820	-177
IGHM	2	-6	3821	1865
PYGB	2	-1	3822	-177
IL11RA	2	-1	3823	-177
PTPRK	2	-2	3824	523
IFNAR2	2	-10	3825	2433
PYCR1	2	1	3826	-2874
RANBP2	2	-3	3827	1015
IGL	2	-2	3828	526
IARS1	2	-1	3829	-176
ALDH18A1	2	-1	3830	-177
PTPRH	2	1	3831	-2871
IRF8	2	-12	3832	2625
PTPRN2	2	1	3833	-2874
HUS1	2	2	3834	-5574
PURB	2	1	3835	-2876
HSP90AB1	2	0	3836	-1204
MMP14	2	-8	3837	2202
MMP15	2	1	3838	-2879
HSD17B2	2	-8	3839	2203
MAGEA4	2	-5	3840	1683
GRIK1	2	-5	3841	1682
FFAR2	2	-3	3842	1024
PRPF31	2	1	3843	-2886
MT-TC	2	1	3844	-2886
NBR1	2	-3	3845	1026
PORCN	2	-4	3846	1377
ARHGAP29	2	1	3847	-2887
FFAR1	2	-6	3848	1888
GPR37	2	0	3849	-1209
MAD1L1	2	2	3850	-5587
GPR21	2	-1	3851	-171
GRIK5	2	0	3852	-1207
ATXN3	2	-8	3853	2216
MEOX1	2	-1	3854	-175
HSD3B2	2	-4	3855	1381
MGST1	2	0	3856	-1208
MGAT5	2	1	3857	-2889
MIP	2	2	3858	-5593
SERPINA5	2	0	3859	-1212
IFNA5	2	2	3860	-5600
CFC1	2	-1	3861	-172
