# gene	views	view_rank
ATP9A	2	5373
REEP5	2	5374
SLMAP	2	5375
PRRC2A	2	5376
SNX3	2	5377
CLASRP	2	5378
ABHD16A	2	5379
EFTUD2	2	5380
UNC5C	2	5381
HSD17B6	2	5382
NRXN3	2	5383
CADPS	2	5384
RFXANK	2	5385
PLPP3	2	5386
EBNA1BP2	2	5387
SNAP29	2	5388
AOC3	2	5389
HDAC5	2	5390
EIF4EBP3	2	5391
AKT3	2	5392
GFI1B	2	5393
SLC22A8	2	5394
YWHAQ	2	5395
UQCR11	2	5396
STXBP2	2	5397
SERBP1	2	5398
COTL1	2	5399
FOXN1	2	5400
SIRT5	2	5401
EPC2	2	5402
STK10	2	5403
BCL2L10	2	5404
ZNF337	2	5405
NAT9	2	5406
TAC3	2	5407
PRDM2	2	5408
TCTN3	2	5409
WBP1	2	5410
SUPT3H	2	5411
ATRN	2	5412
EVI5	2	5413
SEMA7A	2	5414
RAE1	2	5415
STRN	2	5416
PIP5K1C	2	5417
ELOVL4	2	5418
LILRA3	2	5419
TUBA1A	2	5420
INPP4B	2	5421
B3GAT3	2	5422
LDOC1	2	5423
PITPNC1	2	5424
DCLRE1B	2	5425
CBLC	2	5426
AGXT2	2	5427
SLC13A3	2	5428
ZIC1	2	5429
ZFP36	2	5430
ZBTB14	2	5431
STAG3	2	5432
CCT8	2	5433
PRCC	2	5434
B3GNT2	2	5435
ZNF10	2	5436
WNT9A	2	5437
TFPI2	2	5438
PPIF	2	5439
OR2W1	2	5440
TSPAN3	2	5441
BRD3	2	5442
CDS2	2	5443
TRAP1	2	5444
ACTR1A	2	5445
HRK	2	5446
NUDT6	2	5447
RNGTT	2	5448
DNAL4	2	5449
LILRA4	2	5450
SLC2A6	2	5451
STRAP	2	5452
RASSF1	2	5453
INSL6	2	5454
OPTC	2	5455
IL1RAPL2	2	5456
MOCOS	2	5457
FBXO5	2	5458
MAP4K5	2	5459
SRPK2	2	5460
FAM13A	2	5461
SRI	2	5462
ST2	2	5463
ARFRP1	2	5464
ENGASE	2	5465
SCEL	2	5466
SSBP1	2	5467
MBNL2	2	5468
CREG1	2	5469
PARP12	2	5470
EBI3	2	5471
CORO1C	2	5472
TAF5	2	5473
RCAN3	2	5474
TAF13	2	5475
MED16	2	5476
FBXO7	2	5477
TAF11	2	5478
PIGK	2	5479
RAD54B	2	5480
TAF4B	2	5481
GJC1	2	5482
TCF19	2	5483
UBA2	2	5484
CEP43	2	5485
NEK6	2	5486
TPPP	2	5487
CHAF1A	2	5488
TBCE	2	5489
TOM1L1	2	5490
SYCP1	2	5491
CEP192	2	5492
RADX	2	5493
TIPIN	2	5494
CDCA8	2	5495
SVIL	2	5496
SURF1	2	5497
AGGF1	2	5498
GOLGA7	2	5499
TAFA5	2	5500
INSIG2	2	5501
POLR1G	2	5502
TCIM	2	5503
CPLX2	2	5504
MTHFD2	2	5505
RTN4R	2	5506
SMARCAD1	2	5507
WNK3	2	5508
PCDH15	2	5509
CZIB	2	5510
PMEPA1	2	5511
ANKS1B	2	5512
WDR47	2	5513
SDF4	2	5514
NDUFAF5	2	5515
HSD17B12	2	5516
TIMMDC1	2	5517
MAN1A2	2	5518
BBX	2	5519
TOMM22	2	5520
TWSG1	2	5521
NT5M	2	5522
OTUD7B	2	5523
PLSCR2	2	5524
BOLL	2	5525
SLC2A11	2	5526
HROB	2	5527
COQ9	2	5528
MINK1	2	5529
TJP3	2	5530
MFN1	2	5531
CNOT1	2	5532
CDK5R1	2	5533
RRM2B	2	5534
DMAC2L	2	5535
FUBP1	2	5536
ZPR1	2	5537
CPNE7	2	5538
LDB1	2	5539
RADIL	2	5540
RUFY2	2	5541
PEX26	2	5542
HIF1AN	2	5543
ARHGEF7	2	5544
ASAP2	2	5545
CHST1	2	5546
PIAS1	2	5547
APIP	2	5548
JPH2	2	5549
NDUFAF1	2	5550
GAS7	2	5551
MAPKAPK5	2	5552
TRAPPC4	2	5553
NXPH3	2	5554
SNF8	2	5555
UBR5	2	5556
MRPS17	2	5557
WDFY3	2	5558
RPA4	2	5559
SOSTDC1	2	5560
IRX6	2	5561
PURG	2	5562
ZP1	2	5563
RAB18	2	5564
CLIC4	2	5565
TNIP2	2	5566
TRIM32	2	5567
TMEM43	2	5568
TPX2	2	5569
SOX8	2	5570
NAT10	2	5571
DPP7	2	5572
POLR1H	2	5573
ST6GALNAC6	2	5574
ERO1A	2	5575
KCNIP2	2	5576
CERS2	2	5577
FANCI	2	5578
UBQLN2	2	5579
MAP1S	2	5580
EHD2	2	5581
TRHDE	2	5582
PACSIN1	2	5583
ARHGAP31	2	5584
MTA3	2	5585
XPO5	2	5586
INAVA	2	5587
H2BC11	2	5588
H2AC11	2	5589
CASC3	2	5590
AARS2	2	5591
NID2	2	5592
P4HA2	2	5593
TUSC2	2	5594
SPTBN5	2	5595
POLG2	2	5596
PLPBP	2	5597
CPA6	2	5598
NMD3	2	5599
LPAR5	2	5600
ATL1	2	5601
WAC	2	5602
PAM16	2	5603
PRR16	2	5604
CD248	2	5605
PPFIBP1	2	5606
KCNAB2	2	5607
RPGRIP1	2	5608
OXGR1	2	5609
TAX1BP1	2	5610
SGCE	2	5611
CACNA1G	2	5612
DISC2	2	5613
TENM3	2	5614
GLS2	2	5615
DCUN1D1	2	5616
FASTKD2	2	5617
GATAD2B	2	5618
CNKSR2	2	5619
TAF9B	2	5620
DZIP1	2	5621
SLC25A39	2	5622
CILK1	2	5623
ADGRG6	2	5624
CHSY1	2	5625
LMTK2	2	5626
MIF4GD	2	5627
PNKD	2	5628
BZW2	2	5629
SLC6A20	2	5630
CLSTN1	2	5631
TSKU	2	5632
EHF	2	5633
SH2B1	2	5634
COA3	2	5635
CNGB3	2	5636
SRRT	2	5637
USP36	2	5638
NUFIP2	2	5639
PIGT	2	5640
VASH1	2	5641
CPSF7	2	5642
SH3D21	2	5643
CBLL1	2	5644
BTBD1	2	5645
CYFIP2	2	5646
MORN1	2	5647
TPK1	2	5648
PRR5L	2	5649
SIX4	2	5650
DNAJC2	2	5651
DYM	2	5652
AAGAB	2	5653
HAUS6	2	5654
ASIC5	2	5655
TNKS2	2	5656
EP400	2	5657
EGFL7	2	5658
ACAD10	2	5659
TUBB1	2	5660
STIM2	2	5661
SETD7	2	5662
GRAMD1A	2	5663
CPSF3	2	5664
SHANK1	2	5665
FKBP7	2	5666
NHEJ1	2	5667
PADI3	2	5668
PALS2	2	5669
PRPF19	2	5670
RAB23	2	5671
SHCBP1	2	5672
BEST2	2	5673
DHDDS	2	5674
FNBP1L	2	5675
CCDC82	2	5676
MYH14	2	5677
OR6N2	2	5678
ATP2C1	2	5679
ZBTB32	2	5680
OTULIN	2	5681
SLAMF8	2	5682
IFNK	2	5683
APPL1	2	5684
ABHD12	2	5685
GIMAP4	2	5686
SENP6	2	5687
TIMM9	2	5688
DELEC1	2	5689
RDH8	2	5690
DNM3	2	5691
ARHGEF3	2	5692
NOX3	2	5693
SYNJ2BP	2	5694
TAS2R4	2	5695
RAB30	2	5696
EIF3K	2	5697
ELAC1	2	5698
FOXRED1	2	5699
TAS2R3	2	5700
LRRC40	2	5701
ZCCHC8	2	5702
DHTKD1	2	5703
VPS50	2	5704
SLC39A4	2	5705
CARMIL1	2	5706
CRCP	2	5707
IRGC	2	5708
C11orf52	2	5709
PLVAP	2	5710
CYP26B1	2	5711
CTPS2	2	5712
TMPRSS4	2	5713
GKN1	2	5714
C21orf62	2	5715
ERO1B	2	5716
ADAMTS12	2	5717
KCNK12	2	5718
EIF5A2	2	5719
GLCE	2	5720
LHX6	2	5721
NDUFAF4	2	5722
REXO2	2	5723
IMP3	2	5724
SLC17A5	2	5725
LRIG1	2	5726
FAM162A	2	5727
NLN	2	5728
NARF	2	5729
MOXD1	2	5730
EPPK1	2	5731
FAM110A	2	5732
LBH	2	5733
PLXNA4	2	5734
BOC	2	5735
APOLD1	2	5736
SH3BGRL3	2	5737
KIF18A	2	5738
MYADM	2	5739
ABHD11	2	5740
RILP	2	5741
RNASEH2B	2	5742
OCEL1	2	5743
PARP8	2	5744
ALS2	2	5745
HSD17B11	2	5746
FGFRL1	2	5747
PLCE1	2	5748
SCUBE1	2	5749
NIN	2	5750
PELO	2	5751
WDR26	2	5752
ALPK1	2	5753
TMEM134	2	5754
WDCP	2	5755
C1orf21	2	5756
TUBD1	2	5757
VOPP1	2	5758
RRAGC	2	5759
TP53AIP1	2	5760
PRIMA1	2	5761
TMBIM1	2	5762
SLC39A8	2	5763
TINAGL1	2	5764
SMOC2	2	5765
CDH23	2	5766
NCAPG	2	5767
PRDM12	2	5768
TUBGCP6	2	5769
CACTIN	2	5770
KMT2E	2	5771
HPS4	2	5772
MYLK2	2	5773
BPIFA3	2	5774
TOM1L2	2	5775
TMTC4	2	5776
TNRC18	2	5777
SPPL2A	2	5778
KDM3A	2	5779
USE1	2	5780
PTPN5	2	5781
FCRLA	2	5782
GSDMB	2	5783
CBX2	2	5784
TMEM126B	2	5785
KDM2B	2	5786
LNX1	2	5787
DBNDD2	2	5788
ACTR10	2	5789
SLC49A4	2	5790
CCDC3	2	5791
JAM3	2	5792
PIF1	2	5793
CSGALNACT1	2	5794
ATG10	2	5795
CACNA2D3	2	5796
ASRGL1	2	5797
OR6K6	2	5798
TDP1	2	5799
NT5C3A	2	5800
MARCHF2	2	5801
ULBP2	2	5802
TMEM126A	2	5803
A4GALT	2	5804
SPRY4	2	5805
CLIC6	2	5806
CAMKK1	2	5807
SLA2	2	5808
CPSF2	2	5809
SLC51B	2	5810
TSPYL5	2	5811
PIGS	2	5812
FTMT	2	5813
DSG4	2	5814
DEGS2	2	5815
ADSS1	2	5816
SLC24A4	2	5817
ACOT4	2	5818
OR4L1	2	5819
C19orf18	2	5820
SLC25A46	2	5821
FNIP1	2	5822
MSI2	2	5823
CREB3L1	2	5824
PRRT2	2	5825
RDH13	2	5826
UBASH3B	2	5827
EGLN3	2	5828
HDAC10	2	5829
CHRFAM7A	2	5830
NAPB	2	5831
VIPAS39	2	5832
ZFP42	2	5833
SIL1	2	5834
UBE2O	2	5835
ZNF394	2	5836
FAM83A	2	5837
H2AC12	2	5838
FASTKD5	2	5839
SEC16B	2	5840
ZFC3H1	2	5841
REV1	2	5842
KIRREL1	2	5843
LSM1	2	5844
SLCO3A1	2	5845
RHOT2	2	5846
FGD4	2	5847
ARID2	2	5848
VXN	2	5849
TAS2R43	2	5850
CLDN19	2	5851
OSR2	2	5852
MAML2	2	5853
GLIS1	2	5854
TSR3	2	5855
NSFL1C	2	5856
NKRF	2	5857
HVCN1	2	5858
RAET1E	2	5859
NUCKS1	2	5860
CSMD1	2	5861
PCDHA12	2	5862
COPS7B	2	5863
PACRG	2	5864
ALG1	2	5865
PCDHGA11	2	5866
NLRP4	2	5867
MCM8	2	5868
G6PC3	2	5869
H2BC1	2	5870
HMCN2	2	5871
TP53RK	2	5872
LCOR	2	5873
CYP2U1	2	5874
BPIFB1	2	5875
COX20	2	5876
NIBAN1	2	5877
SLC2A7	2	5878
TOE1	2	5879
TJAP1	2	5880
KCTD7	2	5881
DNER	2	5882
ADAMTSL1	2	5883
FAM114A1	2	5884
MROH8	2	5885
TMEM182	2	5886
CANT1	2	5887
CD300LB	2	5888
ATG101	2	5889
HIF3A	2	5890
GATA5	2	5891
NUDT17	2	5892
OSBPL9	2	5893
LINGO2	2	5894
TUBGCP5	2	5895
CARD16	2	5896
TMEM123	2	5897
TMEM200A	2	5898
GALNT13	2	5899
PCDHA1	2	5900
SLC16A10	2	5901
SH2D1B	2	5902
OR7D4	2	5903
B4GALNT2	2	5904
CNTN4	2	5905
TMC2	2	5906
NPB	2	5907
CKAP2L	2	5908
SSBP4	2	5909
EPHA6	2	5910
PTPMT1	2	5911
SPATS1	2	5912
ST8SIA6	2	5913
PI16	2	5914
SLC13A5	2	5915
OR5AN1	2	5916
SLC34A3	2	5917
SPATA5	2	5918
ASZ1	2	5919
OR1Q1	2	5920
RALYL	2	5921
MIB2	2	5922
TTC39B	2	5923
GPAT4	2	5924
IDO2	2	5925
DACT2	2	5926
RAB40A	2	5927
SGCZ	2	5928
GPR156	2	5929
MMAA	2	5930
DPY19L2	2	5931
UHRF2	2	5932
GBP5	2	5933
DOK6	2	5934
CEACAM16	2	5935
JAKMIP3	2	5936
LRTOMT	2	5937
TUBB	2	5938
DDIT4L	2	5939
GPC2	2	5940
NLRP10	2	5941
HEPACAM2	2	5942
TMEM9	2	5943
MIR9-3HG	2	5944
OTOG	2	5945
SASS6	2	5946
C11orf53	2	5947
LIN28B	2	5948
ATP11C	2	5949
HFM1	2	5950
LIN9	2	5951
QRFP	2	5952
CISD2	2	5953
MIR196A2	2	5954
HES3	2	5955
SLC2A14	2	5956
IZUMO1R	2	5957
OR52B4	2	5958
MACC1	2	5959
RNASEH1	2	5960
TICAM2	2	5961
TMEM205	2	5962
SLC27A1	2	5963
FAM89A	2	5964
SKIDA1	2	5965
SUMO4	2	5966
KAAG1	2	5967
ANO5	2	5968
SLFN14	2	5969
MIR495	2	5970
SLC36A1	2	5971
THEMIS	2	5972
SRXN1	2	5973
DPPA3	2	5974
SLC17A8	2	5975
HIPK1	2	5976
ERVFRD-1	2	5977
DFNY1	2	5978
PGA3	2	5979
PRSS56	2	5980
EGOT	2	5981
MIR941-1	2	5982
ALG11	2	5983
D2HGDH	2	5984
SMCO3	2	5985
XAGE1B	2	5986
DBX2	2	5987
RAB4B-EGLN2	2	5988
MTRNR2L8	2	5989
RASA4B	2	5990
KDSR	2	5991
FANCC	2	5992
MTRNR2L1	2	5993
LOC101059915	2	5994
DEL17P13.1	2	5995
KIAA0319	2	5996
GRDX	2	5997
TES	2	5998
SP4	2	5999
GFRA1	2	6000
GMDS	2	6001
THCYTX	2	6002
EVL	2	6003
WASHC5	2	6004
BCL2A1	2	6005
COL5A2	1	6006
AMY2A	1	6007
COL8A1	1	6008
C3orf62	1	6009
C1orf127	1	6010
NRARP	1	6011
BAAT	1	6012
ARHGEF26	1	6013
CTDP1	1	6014
ARL6	1	6015
ARPC1A	1	6016
AFF4	1	6017
USP26	1	6018
UROD	1	6019
ZMPSTE24	1	6020
SSX2	1	6021
BSX	1	6022
C10orf71	1	6023
FDX1	1	6024
RAC3	1	6025
COL4A4	1	6026
COL9A3	1	6027
HBZ	1	6028
CYBA	1	6029
DBT	1	6030
SLC26A4	1	6031
COL28A1	1	6032
DLX1	1	6033
SLC25A11	1	6034
COL19A1	1	6035
SLC22A12	1	6036
COL13A1	1	6037
COL23A1	1	6038
ZFP92	1	6039
DSPP	1	6040
KLK4	1	6041
ECRG4	1	6042
PLIN5	1	6043
PJVK	1	6044
POMGNT1	1	6045
GJB3	1	6046
PGLYRP4	1	6047
RANBP3L	1	6048
ARPC1B	1	6049
UTS2B	1	6050
GLIS2	1	6051
HBG2	1	6052
TOX2	1	6053
SLC2A8	1	6054
HILPDA	1	6055
ASMT	1	6056
C19orf44	1	6057
NPHP1	1	6058
ACTR3	1	6059
SEC61A1	1	6060
COL9A1	1	6061
COL26A1	1	6062
CCL27	1	6063
PAK3	1	6064
MMP20	1	6065
C7orf50	1	6066
C2CD4D	1	6067
CMTM7	1	6068
PXK	1	6069
COL24A1	1	6070
ITGA1	1	6071
GRK7	1	6072
SPINK9	1	6073
PAK6	1	6074
COL11A2	1	6075
CKMT1A	1	6076
MYOT	1	6077
ANGPTL8	1	6078
ARHGEF2	1	6079
HSP90AA2P	1	6080
HAX1	1	6081
CTSV	1	6082
TMEM150B	1	6083
KANSL1	1	6084
POMT2	1	6085
COL15A1	1	6086
C17orf78	1	6087
APOA2	1	6088
C1orf194	1	6089
CARM1	1	6090
DIPK1C	1	6091
DGKB	1	6092
CD1E	1	6093
NFAM1	1	6094
SMIM14	1	6095
ATXN7	1	6096
CHST13	1	6097
UBE3B	1	6098
ZNF263	1	6099
CACNB1	1	6100
EDNRA	1	6101
CAPZB	1	6102
CAPZA2	1	6103
MYO5A	1	6104
CACNG1	1	6105
FMNL1	1	6106
CACNB3	1	6107
PTTG1IP	1	6108
CACNA1F	1	6109
CALML3	1	6110
FBXL3	1	6111
ZC3H7B	1	6112
GPR88	1	6113
KRT2	1	6114
KYAT1	1	6115
ITPKB	1	6116
TLR8	1	6117
KRT16	1	6118
CCNG2	1	6119
AP1S1	1	6120
PLK3	1	6121
EXT3	1	6122
CKMT2	1	6123
CLCA1	1	6124
CHRND	1	6125
MIR33A	1	6126
DGUOK	1	6127
EVPL	1	6128
ACTG1P6	1	6129
RCBTB2	1	6130
AP3S1	1	6131
AP2M1	1	6132
GNPTG	1	6133
CKS2	1	6134
EFNA5	1	6135
ACY1	1	6136
CHRNA2	1	6137
AQP1	1	6138
CSN3	1	6139
CCNT1	1	6140
ASD1	1	6141
CSRP2	1	6142
CST5	1	6143
AQP3	1	6144
ADCY9	1	6145
CRYBA1	1	6146
CPN1	1	6147
CPN2	1	6148
ATF6B	1	6149
CNN3	1	6150
TAS2R16	1	6151
CRYGB	1	6152
ACTG1	1	6153
CDR2	1	6154
CEBPG	1	6155
ADARB2	1	6156
CDH2	1	6157
SEPTIN7	1	6158
ADCY1	1	6159
CDH12	1	6160
CDH6	1	6161
AAMP	1	6162
CDC25B	1	6163
ABCF1	1	6164
CDO1	1	6165
CDH10	1	6166
CDH9	1	6167
CEBPE	1	6168
AADAC	1	6169
CENPC	1	6170
ACRV1	1	6171
ACYP1	1	6172
CELA1	1	6173
ELAVL2	1	6174
EIF1AX	1	6175
DCC	1	6176
EIF4A2	1	6177
ARF3	1	6178
PHOX2A	1	6179
ARL4D	1	6180
ANXA4	1	6181
BMP10	1	6182
ARL2	1	6183
RHOG	1	6184
ANXA6	1	6185
ANXA13	1	6186
ASNA1	1	6187
AQP2	1	6188
ARL3	1	6189
APEH	1	6190
ARHGDIA	1	6191
ARHGAP4	1	6192
RND3	1	6193
ARF5	1	6194
AOC2	1	6195
ART4	1	6196
RHOH	1	6197
ALDH3B1	1	6198
GPD1L	1	6199
AP2A2	1	6200
POLR2MP1	1	6201
IMPDH1	1	6202
AGXT	1	6203
AMPD2	1	6204
LPCAT1	1	6205
GPC4	1	6206
ALDH1B1	1	6207
ALDH1A3	1	6208
KRT71	1	6209
DDT	1	6210
DACH1	1	6211
ATP6V1B2	1	6212
CYP2F1	1	6213
DGKG	1	6214
CYP4B1	1	6215
ATP5MC2	1	6216
ATP2B2	1	6217
DAD1	1	6218
TIMM8A	1	6219
FXYD2	1	6220
AKR1C1	1	6221
ATP6AP1	1	6222
CYP2A7	1	6223
DARS1	1	6224
CYP2C18	1	6225
ATP1B1	1	6226
ATP2B3	1	6227
ATP5MC1	1	6228
GBAP1	1	6229
GAS2	1	6230
GABRA6	1	6231
GABRG1	1	6232
GALNT2	1	6233
GABRR1	1	6234
DYNC1LI2	1	6235
DPAGT1	1	6236
DR1	1	6237
DDX1	1	6238
KLF9	1	6239
CAPN5	1	6240
DEFA3	1	6241
DPYSL3	1	6242
BBS4	1	6243
DNM2	1	6244
DEFA6	1	6245
BLVRB	1	6246
BBS1	1	6247
BNIP3L	1	6248
BLVRA	1	6249
DXO	1	6250
BTF3	1	6251
DNASE1L2	1	6252
BOK	1	6253
BCKDHB	1	6254
ARID3A	1	6255
MAK	1	6256
MAP1B	1	6257
GRIN2D	1	6258
EZH1	1	6259
F2RL2	1	6260
MAGOH	1	6261
MAZ	1	6262
GTF2I	1	6263
FKBP1B	1	6264
FCN2	1	6265
MAN1A1	1	6266
GSTM4	1	6267
GTF3A	1	6268
FDFT1	1	6269
MARK1	1	6270
MATN2	1	6271
EYA1	1	6272
ACP2	1	6273
EPB41L2	1	6274
BYSL	1	6275
GEM	1	6276
ELAVL4	1	6277
DVL2	1	6278
GCHFR	1	6279
EML1	1	6280
CLN3	1	6281
SPEF2	1	6282
DUSP4	1	6283
PHC2	1	6284
EEF1D	1	6285
PHC1	1	6286
EMX2	1	6287
GFRA2	1	6288
GDI2	1	6289
EIF2D	1	6290
ECM2	1	6291
DVL1	1	6292
C1QBP	1	6293
ELK3	1	6294
DTNB	1	6295
DSC3	1	6296
DTNA	1	6297
GFER	1	6298
BLMH	1	6299
HBAP1	1	6300
HAS3	1	6301
HAS1	1	6302
H1-1	1	6303
HBBP1	1	6304
HCCS	1	6305
HDGF	1	6306
GYPE	1	6307
H1-5	1	6308
H1-6	1	6309
GLRA1	1	6310
APBB1IP	1	6311
GNAZ	1	6312
GNA15	1	6313
OR10G3	1	6314
GJA8	1	6315
OR10H1	1	6316
CHN1	1	6317
GNB2	1	6318
GNA11	1	6319
FBXL5	1	6320
GNG5	1	6321
STX2	1	6322
GNG7	1	6323
GNG11	1	6324
ETFB	1	6325
GPR19	1	6326
AK3	1	6327
CMKLR2	1	6328
GOLGA1	1	6329
ERH	1	6330
GNGT2	1	6331
FOXD1	1	6332
FOXI1	1	6333
CHST6	1	6334
FOXD4	1	6335
FOXF1	1	6336
PSMC4	1	6337
HOXC6	1	6338
HOXD4	1	6339
PRSS8	1	6340
HOXC8	1	6341
HOXD1	1	6342
MAPK13	1	6343
PSMC1	1	6344
PSMD7	1	6345
PSMB7	1	6346
PSMA2	1	6347
PSME2	1	6348
HOXD8	1	6349
PSMA6	1	6350
HOXC5	1	6351
PRM2	1	6352
HOXB4	1	6353
PSMD12	1	6354
PSG2	1	6355
PSMC5	1	6356
PSMD3	1	6357
PSG4	1	6358
PSMC6	1	6359
HOXB9	1	6360
PSG3	1	6361
PSMB3	1	6362
HOXC4	1	6363
PSMC2	1	6364
PSMB1	1	6365
NECTIN1	1	6366
RALB	1	6367
PEX2	1	6368
PTPRK	1	6369
IFRD1	1	6370
RAP1GDS1	1	6371
PTPRH	1	6372
IGHD	1	6373
PEX19	1	6374
IGHG3	1	6375
IFNW1	1	6376
RAP1B	1	6377
HUS1	1	6378
PURA	1	6379
ABCD4	1	6380
RALGDS	1	6381
PYGL	1	6382
HSPA9	1	6383
HSPB2	1	6384
HSPA1L	1	6385
HSPA2	1	6386
HSPA6	1	6387
NDST1	1	6388
NAMA	1	6389
MIRLET7BHG	1	6390
GPR25	1	6391
MAGEB2	1	6392
GPR33	1	6393
MKNK2	1	6394
MEG8	1	6395
GPX2	1	6396
ND5	1	6397
MT-TC	1	6398
ARHGEF5	1	6399
GPR12	1	6400
GPX7	1	6401
GRIK2	1	6402
GPX5	1	6403
MXD1	1	6404
GRK4	1	6405
GIGYF2	1	6406
GRB14	1	6407
PRPF8	1	6408
NUP188	1	6409
GRK6	1	6410
GPR21	1	6411
MAGEA2	1	6412
MDFI	1	6413
PTS	1	6414
M6PR	1	6415
GRID1	1	6416
MEP1B	1	6417
SNX1	1	6418
PSMD4	1	6419
MGST1	1	6420
MEOX2	1	6421
MEP1A	1	6422
DNAJB2	1	6423
CFC1	1	6424
IDH3G	1	6425
IDDM11	1	6426
SCGB2A2	1	6427
HIVEP2	1	6428
HGFAC	1	6429
ATP6V0D2	1	6430
AOX1	1	6431
BACE1-AS	1	6432
RPTN	1	6433
FRG1	1	6434
HIP1	1	6435
TESK1	1	6436
IMPA2	1	6437
TGFB1I1	1	6438
THBS3	1	6439
THBS4	1	6440
ILF2	1	6441
THOP1	1	6442
TMBIM6	1	6443
TFAP2B	1	6444
RBBP4	1	6445
RARRES1	1	6446
TLE1	1	6447
RAB5B	1	6448
ICAM5	1	6449
GDF1	1	6450
MPP2	1	6451
RBBP6	1	6452
PLAAT4	1	6453
RAD17	1	6454
RABIF	1	6455
MPV17	1	6456
ITPKA	1	6457
REG1A	1	6458
NOTCH3	1	6459
TLE2	1	6460
TLL2	1	6461
RFC2	1	6462
TK2	1	6463
RAD51D	1	6464
TSPAN6	1	6465
RDH5	1	6466
ERBIN	1	6467
KLF10	1	6468
RAD51B	1	6469
RECQL	1	6470
RAD23A	1	6471
PRPH2	1	6472
RCN1	1	6473
TLE4	1	6474
RFC4	1	6475
RCN2	1	6476
TNP1	1	6477
RFX4	1	6478
RGS13	1	6479
TNNT3	1	6480
MYO1B	1	6481
ND4L	1	6482
MT1A	1	6483
TNS1	1	6484
MT1G	1	6485
RFX3	1	6486
RGS12	1	6487
RPL37A	1	6488
RPL34	1	6489
RPS3A	1	6490
NAP1L1	1	6491
RPL31	1	6492
NARS1	1	6493
NDUFS2	1	6494
RPS4Y1	1	6495
NDUFC2	1	6496
RPLP0	1	6497
RPL29	1	6498
RPLP1	1	6499
NDUFB10	1	6500
NDUFS6	1	6501
RPL36AL	1	6502
NUP62	1	6503
NDUFS3	1	6504
RPL39	1	6505
NCF4	1	6506
NDUFB6	1	6507
NDUFA6	1	6508
FGF13	1	6509
ITPA	1	6510
EIF6	1	6511
PTPN14	1	6512
ITGAD	1	6513
HNRNPL	1	6514
PTPN3	1	6515
HOXA5	1	6516
FGF6	1	6517
LRCH4	1	6518
PTPN13	1	6519
FKBP3	1	6520
PTPRB	1	6521
HOXA7	1	6522
ITIH4	1	6523
ITPK1	1	6524
FHL3	1	6525
LMO1	1	6526
BTAF1	1	6527
MPZL1	1	6528
ANGPTL1	1	6529
PRSS16	1	6530
NFS1	1	6531
FSTL3	1	6532
LTBP3	1	6533
LTBP1	1	6534
HIP1R	1	6535
TM4SF5	1	6536
BPY2	1	6537
CLDN12	1	6538
BCAS2	1	6539
PIGQ	1	6540
CYP4F3	1	6541
CDY1	1	6542
SEMA5A	1	6543
F2RL3	1	6544
PKD2L1	1	6545
EFS	1	6546
UBE4B	1	6547
EIF1AY	1	6548
RGS19	1	6549
PIAS2	1	6550
TAF1C	1	6551
SH2D2A	1	6552
CCRL2	1	6553
TNFSF18	1	6554
MAP7	1	6555
TLX1	1	6556
TLX2	1	6557
HOXA4	1	6558
CLGN	1	6559
HNRNPF	1	6560
HNRNPH1	1	6561
HLX	1	6562
HNF4G	1	6563
SLC25A6	1	6564
ONECUT1	1	6565
MYH4	1	6566
MYBPC2	1	6567
MTCP1	1	6568
LMX1B	1	6569
MYH3	1	6570
CRISP2	1	6571
MTM1	1	6572
CTNNBIP1	1	6573
MUC3A	1	6574
MTF1	1	6575
TPD52L2	1	6576
MXI1	1	6577
NDUFV3	1	6578
TRO	1	6579
TRIP6	1	6580
NEO1	1	6581
LETM1	1	6582
SEPTIN2	1	6583
LGALS4	1	6584
NDUFB9	1	6585
ABLIM1	1	6586
LCP1	1	6587
LAMA3	1	6588
LCN1	1	6589
RRAS	1	6590
TNIP1	1	6591
RTN3	1	6592
NME3	1	6593
IRAG1	1	6594
ZNF267	1	6595
RS1	1	6596
RPS26	1	6597
CCNO	1	6598
NME4	1	6599
RPS29	1	6600
RPS11	1	6601
RPS27	1	6602
RREB1	1	6603
NME1	1	6604
CRISP3	1	6605
RPS7	1	6606
RPS27A	1	6607
MAP2K4	1	6608
FRMD4B	1	6609
RMRP	1	6610
CUL9	1	6611
SEMG1	1	6612
HIC2	1	6613
RAB11FIP3	1	6614
NOS1AP	1	6615
CROCC	1	6616
KRT86	1	6617
KRT31	1	6618
SELENOW	1	6619
CEP57	1	6620
TRA2B	1	6621
SEMA3E	1	6622
SPTBN2	1	6623
TULP1	1	6624
PHLDA2	1	6625
SYMPK	1	6626
SOX15	1	6627
SPRR1B	1	6628
AKAP1	1	6629
AKAP5	1	6630
CHST10	1	6631
FHL5	1	6632
SNTB2	1	6633
SNTB1	1	6634
TAF15	1	6635
GTPBP6	1	6636
SLC14A2	1	6637
SOAT1	1	6638
ITGB1BP1	1	6639
SYN3	1	6640
SNRPF	1	6641
ELL	1	6642
ST8SIA2	1	6643
PFDN1	1	6644
PIAS3	1	6645
DNAJA3	1	6646
PFKFB1	1	6647
SART1	1	6648
RXRB	1	6649
SLC16A5	1	6650
PFKFB2	1	6651
KCNC2	1	6652
SEMA3A	1	6653
ANAPC10	1	6654
RTN1	1	6655
ABCC6	1	6656
