# gene	views	view_delta	view_rank	view_rank_delta
NAV1	7	2	2323	-1235
STEAP2	7	1	2324	-719
DOT1L	7	-2	2325	199
SULF2	7	6	2326	-6580
KLF14	7	4	2327	-2935
SOX17	7	-4	2328	548
FBXO32	7	4	2329	-2977
VSX2	7	2	2330	-1253
PRSS57	7	7	2331	-10026
FIGLA	7	3	2332	-2002
RTL1	7	6	2333	-6782
LYPD5	7	7	2334	-10174
MAFA	7	-3	2335	385
MIR21	7	-8	2336	974
SFTPA2	7	3	2337	-2028
GSK3A	7	1	2338	-732
COPD26	7	7	2339	-10496
LILRB2	7	2	2340	-1274
MAP3K20	7	0	2341	-331
ILK	7	-1	2342	-39
CEL	6	-2	2343	200
F2R	6	-4	2344	556
MMP10	6	1	2345	-732
JUN	6	0	2346	-332
ZMPSTE24	6	0	2347	-332
NMB	6	4	2348	-3033
SRY	6	-6	2349	802
DHPS	6	-1	2350	-38
TAT	6	-9	2351	1070
GRM4	6	-4	2352	557
COL4A1	6	-10	2353	1162
PFKL	6	4	2354	-3044
BRIP1	6	-1	2355	-38
DGAT1	6	1	2356	-738
COL5A1	6	-4	2357	561
NCSTN	6	2	2358	-1275
ICAM3	6	2	2359	-1276
SLC23A1	6	4	2360	-3042
CXCL14	6	-4	2361	563
GRM6	6	-7	2362	914
SEC61B	6	6	2363	-6984
MTARC1	6	1	2364	-735
CLPX	6	0	2365	-332
COL4A5	6	3	2366	-2046
VASP	6	0	2367	-333
SPINK9	6	6	2368	-7005
BCO1	6	4	2369	-3048
TRIM5	6	-4	2370	563
DGKB	6	3	2371	-2050
GRM3	6	-8	2372	991
PKHD1	6	-3	2373	403
PRKCZ	6	-19	2374	1557
TRPC1	6	-3	2375	402
CALB1	6	0	2376	-333
BACE2	6	5	2377	-4581
TIRAP	6	-3	2378	402
CALU	6	3	2379	-2053
CACNA1D	6	-7	2380	924
CA4	6	-1	2381	-32
TLR9	6	-8	2382	998
ESRRB	6	3	2383	-2062
CLC	6	5	2384	-4596
CHKA	6	4	2385	-3078
CRHR1	6	-20	2386	1596
CRYGD	6	-1	2387	-33
CCND2	6	2	2388	-1298
ADCYAP1R1	6	-8	2389	1003
TCOF1	6	-9	2390	1089
ADH7	6	5	2391	-4607
SLC24A5	6	-7	2392	930
CLDN4	6	3	2393	-2070
COX4I1	6	-8	2394	1007
ALOX5AP	6	1	2395	-743
AVPR1B	6	-4	2396	571
SLC31A1	6	1	2397	-745
ABCB7	6	1	2398	-749
CDH6	6	1	2399	-749
ADARB1	6	6	2400	-7081
CDH17	6	1	2401	-750
ACO1	6	4	2402	-3085
EIF5A	6	-2	2403	218
EFNB2	6	1	2404	-749
SCN5A	6	6	2405	-7086
BMP10	6	1	2406	-750
HSD11B2	6	-1	2407	-35
ASAH1	6	5	2408	-4636
AMBN	6	1	2409	-750
SLC25A5	6	0	2410	-333
DBP	6	0	2411	-338
SMAD2	6	-7	2412	945
ATP1B3	6	0	2413	-338
ATP1B1	6	5	2414	-4661
GBP1	6	2	2415	-1314
DR1	6	5	2416	-4671
BLK	6	1	2417	-759
HCN2	6	3	2418	-2080
DNM2	6	1	2419	-759
C1QA	6	0	2420	-337
BOK	6	-2	2421	229
BUB1	6	-2	2422	228
GSTM1	6	-1	2423	-35
FHL2	6	-2	2424	229
EFEMP1	6	4	2425	-3132
FGF10	6	-7	2426	954
EZH1	6	3	2427	-2076
FBP1	6	0	2428	-334
MAL	6	-1	2429	-33
MCC	6	5	2430	-4685
BUB1B	6	1	2431	-758
SPEF2	6	2	2432	-1317
ECM1	6	-4	2433	587
EMP1	6	-2	2434	235
S1PR3	6	-1	2435	-32
ANXA3	6	1	2436	-758
HEXB	6	-2	2437	236
DSCAM	6	-6	2438	844
EMP2	6	-2	2439	237
DSC3	6	5	2440	-4695
ACVR1B	6	3	2441	-2080
E2F4	6	3	2442	-2080
H3-3A	6	-4	2443	596
GYG1	6	0	2444	-326
GNAI3	6	5	2445	-4706
GNA11	6	4	2446	-3151
HADHA	6	-6	2447	850
ANKRD2	6	1	2448	-755
GPR6	6	-6	2449	851
ETV4	6	4	2450	-3153
ERBB4	6	-10	2451	1222
LYST	6	-4	2452	603
ETFA	6	-4	2453	602
GPR3	6	-7	2454	977
ADIPOR2	6	4	2455	-3154
FOLR2	6	1	2456	-755
FLNC	6	-3	2457	443
FMOD	6	-1	2458	-24
GMNN	6	-1	2459	-24
MAPK11	6	5	2460	-4717
PSEN2	6	-9	2461	1148
HOXB8	6	0	2462	-319
MAP2K7	6	2	2463	-1305
PTGER1	6	0	2464	-320
PTPRG	6	4	2465	-3173
IGFBP2	6	4	2466	-3174
PURA	6	2	2467	-1306
HSP90AA1	6	5	2468	-4744
PORCN	6	1	2469	-758
GPR35	6	-7	2470	984
ATP6	6	-10	2471	1237
PCDH11Y	6	0	2472	-325
MGAT2	6	0	2473	-325
HSD3B2	6	3	2474	-2108
GRK2	6	3	2475	-2108
IFI16	6	-5	2476	759
BAMBI	6	2	2477	-1325
HPGD	6	3	2478	-2111
CA1	6	-2	2479	251
MNX1	6	-3	2480	459
SORL1	6	0	2481	-322
UGT2B7	6	-1	2482	-25
CCNH	6	5	2483	-4780
IL9R	6	5	2484	-4780
IL13RA1	6	4	2485	-3200
IL12RB1	6	-3	2486	461
TFF1	6	-7	2487	995
JUNB	6	-2	2488	252
TLL1	6	2	2489	-1338
PRPH2	6	4	2490	-3219
BMPR1B	6	3	2491	-2137
ABCC4	6	4	2492	-3223
HADHB	6	4	2493	-3225
MTNR1A	6	-3	2494	462
RPS3	6	3	2495	-2148
LOXL2	6	-5	2496	774
CTSZ	6	3	2497	-2169
ITGB5	6	1	2498	-768
CLDN6	6	-1	2499	-33
CCRL2	6	2	2500	-1360
HMGB2	6	-3	2501	462
FPR1	6	-6	2502	877
EDN2	6	5	2503	-4865
HLA-DRB3	6	-2	2504	250
HMMR	6	-3	2505	464
UNC13D	6	1	2506	-768
CDK9	6	-5	2507	776
CYTB	6	-6	2508	881
NIPBL	6	-2	2509	247
MTF1	6	4	2510	-3277
FADS1	6	-1	2511	-31
PTGDS	6	1	2512	-780
NOVA1	6	0	2513	-337
ABCA7	6	3	2514	-2193
TRAF2	6	-10	2515	1265
NOTCH4	6	0	2516	-335
RPS27	6	3	2517	-2192
SFRP2	6	0	2518	-336
RING1	6	3	2519	-2195
NAPSA	6	5	2520	-4923
SPTAN1	6	0	2521	-336
SPTA1	6	4	2522	-3310
SOX4	6	-12	2523	1411
ROCK2	6	0	2524	-336
SLC16A5	6	6	2525	-7446
S100A6	6	1	2526	-787
TNIK	6	4	2527	-3326
PEG10	6	0	2528	-342
KIR3DL2	6	1	2529	-788
NCOA4	6	-3	2530	471
DCLK1	6	2	2531	-1386
SLC16A7	6	2	2532	-1386
SIGLEC1	6	-2	2533	258
GPR50	6	-1	2534	-21
ITM2A	6	2	2535	-1384
KCNK2	6	-1	2536	-25
BCAR1	6	-2	2537	259
KCNN4	6	1	2538	-794
KIF5A	6	2	2539	-1391
DLG5	6	6	2540	-7557
TAL1	6	0	2541	-338
CACNA2D2	6	-1	2542	-21
NFIC	6	4	2543	-3365
LHB	6	3	2544	-2215
MYO5B	6	4	2545	-3366
SDC4	6	-5	2546	798
SLC22A2	6	3	2547	-2223
MYCBP2	6	5	2548	-5026
S100A12	6	-4	2549	655
CLEC11A	6	1	2550	-791
NPR2	6	2	2551	-1393
NPY1R	6	-1	2552	-16
RPGR	6	2	2553	-1394
DOCK4	6	6	2554	-7629
NUP98	6	1	2555	-792
CEBPZ	6	5	2556	-5051
FLOT1	6	1	2557	-791
UBTF	6	1	2558	-792
AXIN1	6	-10	2559	1304
PKP2	6	0	2560	-334
SLC35A1	6	6	2561	-7660
HEY2	6	6	2562	-7660
GCAT	6	-4	2563	665
PLA2G4A	6	3	2564	-2247
REG3A	6	5	2565	-5073
PRDX1	6	1	2566	-789
PCBP2	6	1	2567	-790
POLD1	6	0	2568	-334
PDE4D	6	-1	2569	-7
TBC1D1	6	-3	2570	500
PODXL	6	0	2571	-332
TNKS	6	-2	2572	271
TSIX	6	-12	2573	1451
KHSRP	6	6	2574	-7781
DGCR2	6	4	2575	-3437
SPOP	6	1	2576	-792
SMCHD1	6	-1	2577	-1
RECK	6	6	2578	-7791
DNAH11	6	4	2579	-3443
VAT1	6	3	2580	-2261
SMG6	6	5	2581	-5170
SLC6A1	6	-6	2582	943
KDM6A	6	-4	2583	677
POU3F2	6	3	2584	-2271
MVP	6	-4	2585	677
POU4F1	6	5	2586	-5216
TRIB1	6	-1	2587	1
NUAK1	6	5	2588	-5228
PPP1CA	6	1	2589	-801
CLEC2D	6	3	2590	-2287
SLC10A2	6	1	2591	-802
SETDB1	6	0	2592	-340
PRKCB	6	0	2593	-340
GRAP	6	1	2594	-803
TOPBP1	6	6	2595	-7942
BVES	6	4	2596	-3532
HUWE1	6	1	2597	-803
EED	6	-2	2598	282
ABCC3	6	0	2599	-340
DMC1	6	0	2600	-340
USO1	6	6	2601	-7988
KCNQ1OT1	6	4	2602	-3540
AKR1C3	6	-2	2603	284
TTF2	6	4	2604	-3556
LILRB3	6	-3	2605	517
KLF11	6	4	2606	-3567
ZYX	6	-10	2607	1347
TMEM251	6	3	2608	-2323
FBXO2	6	4	2609	-3577
CES2	6	4	2610	-3584
ZFY	6	-4	2611	691
PLK4	6	-9	2612	1262
RAB11A	6	2	2613	-1458
TNFSF12	6	0	2614	-343
TRAP1	6	1	2615	-809
TNFRSF14	6	-1	2616	12
NSD3	6	3	2617	-2334
OPN3	6	-4	2618	694
SSTR1	6	-6	2619	967
ENGASE	6	6	2620	-8177
TCF12	6	1	2621	-813
SLC17A3	6	5	2622	-5460
ESM1	6	3	2623	-2345
PANX1	6	2	2624	-1471
IRAK4	6	-14	2625	1614
TCIM	6	6	2626	-8266
CARD14	6	4	2627	-3657
SLC25A37	6	3	2628	-2373
SLC17A6	6	-3	2629	527
PRDM9	6	-10	2630	1362
NAE1	6	-1	2631	13
ALDH1A2	6	2	2632	-1495
PTGDR2	6	-1	2633	11
WWTR1	6	1	2634	-832
RAB3GAP1	6	5	2635	-5611
NINL	6	5	2636	-5615
TIMM22	6	6	2637	-8427
SHANK2	6	-5	2638	867
PILRA	6	-2	2639	308
TNFRSF12A	6	0	2640	-344
POLG2	6	1	2641	-838
PRLH	6	-2	2642	309
PAM16	6	6	2643	-8515
PDCD4	6	-3	2644	537
CDK5RAP2	6	-1	2645	17
SIN3A	6	-4	2646	710
PNKD	6	6	2647	-8600
GAPDHS	6	4	2648	-3753
LGSN	6	6	2649	-8635
BEGAIN	6	3	2650	-2439
VASH1	6	1	2651	-845
CYBRD1	6	1	2652	-845
LRP1B	6	1	2653	-853
JPT1	6	-4	2654	717
EML4	6	2	2655	-1538
EMCN	6	0	2656	-348
SNRK	6	0	2657	-349
SLC12A8	6	3	2658	-2462
CNTNAP2	6	-2	2659	310
DELEC1	6	3	2660	-2463
SOX6	6	0	2661	-348
CHRNA9	6	6	2662	-8887
TIMD4	6	-1	2663	27
PHF10	6	5	2664	-5933
FBXW7	6	0	2665	-351
PHF6	6	3	2666	-2478
DUOX1	6	1	2667	-874
ALG2	6	-4	2668	725
ADTRP	6	4	2669	-3927
MTMR14	6	6	2670	-9290
PPARGC1B	6	4	2671	-3994
TRBC1	6	-2	2672	307
PIR	6	6	2673	-9346
KMO	6	5	2674	-6200
TPSB2	6	1	2675	-900
GAS5	6	5	2676	-6295
NFKBIZ	6	-1	2677	17
OMA1	6	-1	2678	16
NLRP6	6	4	2679	-4091
TUBB	6	-3	2680	548
RFX6	6	0	2681	-384
STAC3	6	4	2682	-4147
NDUFS7	6	6	2683	-10021
IFNL3	6	3	2684	-2666
ABAT	6	4	2685	-4172
NCOR1	6	-6	2686	1020
EPHB2	6	-3	2687	545
SP3	6	-2	2688	308
TIA1	5	-4	2689	735
NLK	5	3	2690	-2683
WASL	5	4	2691	-4183
PTGIS	5	3	2692	-2685
COL6A1	5	3	2693	-2685
DCT	5	-11	2694	1505
COL6A3	5	0	2695	-389
PLP1	5	-6	2696	1022
CORIN	5	-1	2697	7
ISCU	5	0	2698	-390
FABP6	5	4	2699	-4194
MRRF	5	2	2700	-1702
BRD9	5	4	2701	-4199
FADS2	5	-6	2702	1027
SPG11	5	4	2703	-4205
PAK4	5	1	2704	-940
SLC46A1	5	-1	2705	9
CCL27	5	-5	2706	906
RNLS	5	4	2707	-4215
BIRC2	5	-3	2708	551
NCR3	5	-4	2709	744
SLC25A10	5	0	2710	-393
PPOX	5	-2	2711	307
UXS1	5	4	2712	-4223
FHL1	5	3	2713	-2706
SEMA4D	5	-7	2714	1156
MYLK4	5	5	2715	-6678
CCL23	5	3	2716	-2709
LACRT	5	-2	2717	309
FBXO15	5	4	2718	-4229
CBFA2T3	5	3	2719	-2717
MN1	5	0	2720	-391
UMPS	5	-2	2721	310
CA11	5	3	2722	-2715
RUNX3	5	1	2723	-943
SERPINB5	5	-6	2724	1040
PER3	5	-7	2725	1163
CALM2	5	-10	2726	1432
CALM1	5	-4	2727	750
TRPS1	5	2	2728	-1703
CASP7	5	-5	2729	914
SUMO1	5	-7	2730	1165
CCNC	5	3	2731	-2715
MAS1	5	0	2732	-387
KRT20	5	0	2733	-388
DEFA1	5	3	2734	-2719
CLTC	5	4	2735	-4237
ACADVL	5	2	2736	-1708
CHD2	5	3	2737	-2723
CLIC1	5	1	2738	-943
UBA1	5	-12	2739	1593
ATP1A2	5	1	2740	-948
ADH5	5	2	2741	-1712
CXADR	5	-14	2742	1705
CTAG1B	5	0	2743	-390
ATP7A	5	-8	2744	1285
NKX2-5	5	-7	2745	1170
SCD	5	2	2746	-1714
ADH4	5	5	2747	-6712
CST1	5	2	2748	-1713
CRKL	5	-5	2749	923
MAP3K8	5	-1	2750	20
ADARB2	5	4	2751	-4260
ABL2	5	4	2752	-4260
A1BG	5	-1	2753	19
CDS1	5	5	2754	-6722
PHOX2B	5	-3	2755	572
ELAVL1	5	-6	2756	1059
FOXC2	5	-8	2757	1293
ASGR1	5	-2	2758	318
ZFHX3	5	1	2759	-947
AQP9	5	5	2760	-6737
ASS1	5	1	2761	-949
SLC25A4	5	3	2762	-2748
BIN1	5	-4	2763	769
LPCAT1	5	3	2764	-2748
ALPI	5	-4	2765	770
ALDOC	5	-2	2766	322
CYP26A1	5	3	2767	-2755
ATP5PB	5	0	2768	-396
AKR1C1	5	-2	2769	319
DFFA	5	-2	2770	319
CYP2C18	5	2	2771	-1719
CYP3A7	5	3	2772	-2760
GAB1	5	4	2773	-4305
FYB1	5	-1	2774	22
GALR1	5	-1	2775	21
GABRA1	5	0	2776	-394
BACH1	5	-11	2777	1557
BST1	5	1	2778	-953
DSC1	5	1	2779	-954
BAG1	5	1	2780	-958
BTF3	5	5	2781	-6781
ARID3A	5	4	2782	-4322
FHIT	5	-8	2783	1312
PTK2B	5	-8	2784	1311
FCER1A	5	-1	2785	25
EYCL1	5	4	2786	-4322
FBN1	5	4	2787	-4324
FKBP1A	5	-5	2788	945
FABP2	5	1	2789	-954
EN1	5	-8	2790	1315
DUSP4	5	-2	2791	323
EMX2	5	-4	2792	788
ELF1	5	-2	2793	324
HCRTR1	5	-7	2794	1199
IFNL1	5	-4	2795	789
GLRA1	5	0	2796	-403
GNAO1	5	-2	2797	324
GLO1	5	-2	2798	324
ETV1	5	-2	2799	322
ARAF	5	-5	2800	950
MEIS2	5	4	2801	-4364
FLNB	5	4	2802	-4369
ME1	5	-5	2803	951
FNTA	5	2	2804	-1744
SERPINA3	5	-4	2805	790
PRSS2	5	1	2806	-961
HOXD10	5	4	2807	-4372
KLK7	5	2	2808	-1747
PROX1	5	0	2809	-407
PSPH	5	3	2810	-2821
MAPK10	5	-1	2811	28
RANBP2	5	-4	2812	796
PEX19	5	3	2813	-2832
IGFBP4	5	-3	2814	594
IGHE	5	-1	2815	27
RALGDS	5	4	2816	-4391
PDIA3	5	-3	2817	595
FFAR2	5	-5	2818	962
NBR1	5	-3	2819	595
MAFG	5	0	2820	-408
MXD1	5	-1	2821	28
LY75	5	1	2822	-969
MGAT1	5	0	2823	-411
ADORA2B	5	-14	2824	1774
HLA-DOA	5	2	2825	-1772
GSTA1	5	0	2826	-411
HINT1	5	3	2827	-2850
PRDX2	5	-4	2828	805
INHBC	5	4	2829	-4438
TFAP2A	5	1	2830	-982
IRF2	5	-4	2831	807
TGM3	5	2	2832	-1775
ILF2	5	2	2833	-1775
NR2F1	5	1	2834	-984
MNDA	5	1	2835	-986
GDF2	5	-2	2836	324
MRC1	5	-2	2837	324
JARID2	5	1	2838	-985
PZP	5	1	2839	-985
KCNJ11	5	2	2840	-1778
RASA1	5	-7	2841	1228
SERPINH1	5	3	2842	-2862
ARTN	5	-8	2843	1346
ND4	5	-7	2844	1228
CHL1	5	-4	2845	815
TNNC1	5	-2	2846	330
TNS1	5	0	2847	-406
GALNS	5	4	2848	-4469
TOP2A	5	-2	2849	330
SNCB	5	-4	2850	816
CTSW	5	3	2851	-2888
LSP1	5	3	2852	-2892
LPP	5	-1	2853	29
HOXA13	5	3	2854	-2894
EPB42	5	2	2855	-1802
AMELX	5	2	2856	-1802
PTPRA	5	4	2857	-4484
PTPN2	5	-8	2858	1351
SPEG	5	2	2859	-1808
ANGPTL1	5	5	2860	-6963
PKMYT1	5	-2	2861	332
PGLYRP1	5	1	2862	-993
CIDEB	5	-2	2863	330
ADAM2	5	3	2864	-2909
WARS1	5	-1	2865	31
ESD	5	4	2866	-4501
CTBP1	5	0	2867	-403
FUT1	5	1	2868	-999
HNRNPA1	5	-3	2869	614
EDN3	5	-1	2870	34
HOXA2	5	5	2871	-6991
GADD45B	5	3	2872	-2905
MYCL	5	-6	2873	1144
MYBL2	5	0	2874	-405
LAMA5	5	0	2875	-412
CIITA	5	-10	2876	1546
RPSA	5	3	2877	-2918
ABLIM1	5	1	2878	-998
LY96	5	-8	2879	1369
NELL2	5	4	2880	-4519
LAD1	5	4	2881	-4519
MYO7A	5	0	2882	-411
CCN3	5	3	2883	-2918
CER1	5	-1	2884	35
IRAG1	5	3	2885	-2918
RRM1	5	5	2886	-7015
NOS1	5	-6	2887	1150
ROM1	5	1	2888	-1000
RORB	5	4	2889	-4537
NPR1	5	0	2890	-411
LOC654780	5	4	2891	-4537
KRT86	5	4	2892	-4538
RNF5	5	5	2893	-7038
RAPGEF2	5	4	2894	-4541
SRSF1	5	-5	2895	1014
KIF23	5	3	2896	-2922
SPAM1	5	2	2897	-1828
SNRPN	5	-11	2898	1646
PFN1	5	-13	2899	1786
RXRG	5	-2	2900	352
NMI	5	1	2901	-1003
IRF9	5	-1	2902	37
SERPINI1	5	-1	2903	36
KIR2DL1	5	-1	2904	35
PIK3CG	5	-3	2905	635
NMNAT2	5	-2	2906	355
BABAM2	5	2	2907	-1833
SHOC2	5	3	2908	-2952
TCL1A	5	-6	2909	1164
FOSL1	5	-4	2910	850
FXR1	5	3	2911	-2961
NEURL1	5	5	2912	-7117
OGN	5	-1	2913	37
ITM2B	5	0	2914	-414
EIF4A3	5	4	2915	-4608
POLR1C	5	1	2916	-1007
MTA1	5	1	2917	-1007
KCNJ8	5	4	2918	-4618
GABBR2	5	-4	2919	855
KCNMA1	5	0	2920	-414
NFKB2	5	-10	2921	1584
SCNN1A	5	1	2922	-1012
SCN7A	5	-3	2923	641
NCOA1	5	1	2924	-1013
SCN1B	5	-1	2925	41
NR2F6	5	4	2926	-4637
GCC2	5	4	2927	-4642
CELSR1	5	2	2928	-1850
SATB1	5	-1	2929	42
SLC22A1	5	1	2930	-1013
SLPI	5	-2	2931	364
NAA10	5	5	2932	-7256
USP11	5	-3	2933	642
CNIH1	5	1	2934	-1019
ATP6AP2	5	-3	2935	639
RPP30	5	-2	2936	364
P2RY2	5	-5	2937	1038
PASK	5	3	2938	-3026
OLFM4	5	1	2939	-1026
PCSK6	5	0	2940	-414
P2RY1	5	-3	2941	643
PLXNA2	5	5	2942	-7304
SORBS1	5	3	2943	-3032
SMC2	5	2	2944	-1876
PCM1	5	0	2945	-414
IGF2BP1	5	1	2946	-1023
PLCB1	5	4	2947	-4734
POLH	5	-8	2948	1431
CAMKK2	5	-5	2949	1048
STX16	5	5	2950	-7352
GPR75	5	-4	2951	877
RUVBL1	5	2	2952	-1884
NEDD4L	5	-1	2953	42
KRT37	5	3	2954	-3067
SHC1	5	-6	2955	1200
UGT8	5	5	2956	-7445
MAML1	5	2	2957	-1890
SLAMF1	5	-12	2958	1786
UCP2	5	-9	2959	1536
SLC3A2	5	-1	2960	44
ARHGEF11	5	4	2961	-4814
SHOX2	5	1	2962	-1045
POU2AF1	5	0	2963	-415
POU2F1	5	-2	2964	381
ADGRG1	5	-9	2965	1540
NDC80	5	-2	2966	381
WFS1	5	-2	2967	379
TFPT	5	1	2968	-1048
PPP4C	5	3	2969	-3112
GPA33	5	-4	2970	888
ELMO1	5	0	2971	-424
STAG2	5	-10	2972	1624
TAP2	5	3	2973	-3139
APOL2	5	3	2974	-3139
CADM1	5	3	2975	-3145
NR1H3	5	-11	2976	1718
USP7	5	-1	2977	39
IL1R2	5	-5	2978	1065
MED12	5	-7	2979	1333
SLC38A3	5	5	2980	-7621
NPFF	5	-3	2981	663
AOC3	5	-8	2982	1458
SLC22A8	5	2	2983	-1936
HCN4	5	-5	2984	1068
STAT5B	5	-1	2985	40
TAC3	5	3	2986	-3179
WIPI2	5	4	2987	-4973
TACR2	5	-2	2988	390
STAT2	5	-9	2989	1562
RAE1	5	1	2990	-1057
NUDCD3	5	1	2991	-1058
SLC27A2	5	0	2992	-421
IRS4	5	3	2993	-3184
PRKAB2	5	3	2994	-3203
PPP6C	5	4	2995	-5003
PRELP	5	4	2996	-5004
YES1	5	-6	2997	1233
WNT9A	5	5	2998	-7707
ADAM9	5	0	2999	-423
TFPI2	5	1	3000	-1069
ADAM15	5	2	3001	-1944
SRI	5	3	3002	-3227
SSB	5	3	3003	-3228
SSTR4	5	-2	3004	396
G3BP1	5	-13	3005	1878
SSTR5	5	3	3006	-3232
STAR	5	4	3007	-5071
DSTYK	5	-7	3008	1354
TBX6	5	4	3009	-5079
TBX15	5	1	3010	-1083
TCF21	5	0	3011	-425
TBCE	5	-4	3012	913
ELP3	5	5	3013	-7833
FANCL	5	1	3014	-1084
TXN2	5	-1	3015	50
SPDEF	5	2	3016	-1972
INSIG2	5	4	3017	-5108
DUSP22	5	4	3018	-5114
CCR9	5	-4	3019	918
PCDH15	5	3	3020	-3256
FGL2	5	-6	3021	1254
ALDH1L1	5	-8	3022	1490
OTOR	5	4	3023	-5117
NOXA1	5	4	3024	-5123
PRKD2	5	3	3025	-3254
RALY	5	-1	3026	58
ECSIT	5	0	3027	-427
CHRNA10	5	1	3028	-1092
CFLAR	5	-6	3029	1259
UNC13A	5	-1	3030	56
KSR1	5	4	3031	-5163
ACTL6B	5	5	3032	-7988
APIP	5	-2	3033	413
COPS3	5	4	3034	-5185
PELI2	5	1	3035	-1098
RIMS1	5	2	3036	-1996
FANCI	5	1	3037	-1105
PSAT1	5	1	3038	-1105
NGLY1	5	0	3039	-433
MBD2	5	2	3040	-2011
CXXC5	5	3	3041	-3310
TREX2	5	3	3042	-3320
WAC	5	0	3043	-438
FZR1	5	5	3044	-8113
AGK	5	-3	3045	710
CCNA1	5	-3	3046	709
SLC39A1	5	5	3047	-8144
GLS2	5	4	3048	-5299
AS3MT	5	2	3049	-2031
XAF1	5	2	3050	-2035
TAOK1	5	5	3051	-8225
UFM1	5	-1	3052	56
IKZF3	5	-2	3053	421
DLL4	5	-3	3054	714
BNC2	5	0	3055	-444
TM6SF2	5	4	3056	-5353
BCOR	5	-1	3057	55
EHMT1	5	0	3058	-445
ACAD10	5	3	3059	-3388
WWOX	5	-1	3060	57
PADI3	5	2	3061	-2045
APOBEC3C	5	4	3062	-5405
SND1	5	3	3063	-3403
EIF2AK1	5	-4	3064	952
ACSF3	5	-1	3065	57
PCA3	5	-3	3066	718
IL21R	5	-7	3067	1407
CALY	5	2	3068	-2058
TNFRSF19	5	1	3069	-1141
STAB2	5	2	3070	-2058
IL17RB	5	0	3071	-451
CDV3	5	3	3072	-3438
MTDH	5	-2	3073	439
KCNK13	5	1	3074	-1147
MYOF	5	0	3075	-455
NARF	5	3	3076	-3456
NUPR1	5	-4	3077	962
STEAP4	5	3	3078	-3474
NDNF	5	5	3079	-8577
GPAM	5	-3	3080	725
RNF213	5	3	3081	-3473
RNASEH2B	5	4	3082	-5555
NIN	5	1	3083	-1153
NUBPL	5	4	3084	-5586
CDH23	5	-5	3085	1143
ACSS2	5	2	3086	-2093
NFKBID	5	-1	3087	61
PROKR2	5	-2	3088	439
TRIM63	5	-1	3089	61
KDM2B	5	4	3090	-5647
FERMT3	5	-2	3091	441
NAA15	5	-1	3092	61
ULBP1	5	-1	3093	61
FAM178B	5	4	3094	-5686
FNIP1	5	5	3095	-8830
EGLN3	5	3	3096	-3563
SAV1	5	3	3097	-3575
SLC47A1	5	1	3098	-1182
PGAM5	5	3	3099	-3589
MLKL	5	-4	3100	975
CARD11	5	-1	3101	56
PRIMPOL	5	0	3102	-472
MTPN	5	4	3103	-5798
CPEB1	5	-1	3104	58
SLX4	5	2	3105	-2165
STX1B	5	4	3106	-5828
SANBR	5	4	3107	-5835
AZIN2	5	0	3108	-469
ESCO2	5	1	3109	-1200
ADAMTSL1	5	4	3110	-5853
CTCFL	5	0	3111	-468
GPR119	5	-4	3112	984
ARL13B	5	1	3113	-1203
PPM1K	5	4	3114	-5906
TEX19	5	-1	3115	58
ADGRF4	5	-1	3116	58
STRC	5	3	3117	-3652
SPATA5	5	0	3118	-472
RALYL	5	4	3119	-5979
DCP2	5	5	3120	-9344
NEAT1	5	-8	3121	1582
NEIL2	5	2	3122	-2212
LAYN	5	2	3123	-2214
ACER2	5	5	3124	-9486
TAAR6	5	0	3125	-476
MIR34A	5	-5	3126	1174
CDKN2B-AS1	5	0	3127	-478
MIR941-1	5	5	3128	-9642
SFTPA1	5	1	3129	-1239
TARP	5	-2	3130	460
PLEK	5	2	3131	-2229
COIL	5	2	3132	-2230
BCL2A1	5	0	3133	-484
COL8A1	4	2	3134	-2236
NPW	4	-2	3135	459
TIE1	4	2	3136	-2240
PAK2	4	-7	3137	1470
GUCY2C	4	-1	3138	60
CAV2	4	1	3139	-1247
TAC1	4	-1	3140	61
PSG1	4	1	3141	-1249
HBZ	4	0	3142	-482
COL16A1	4	4	3143	-6180
CXCL6	4	-7	3144	1471
SLC25A11	4	-1	3145	59
COL10A1	4	-2	3146	457
FIGNL2	4	4	3147	-6181
EHHADH	4	2	3148	-2247
PLA1A	4	-12	3149	1956
ENPP1	4	0	3150	-481
HBG2	4	-3	3151	755
C19orf44	4	0	3152	-488
TFR2	4	-1	3153	57
ACTR3	4	3	3154	-3759
SLC5A6	4	2	3155	-2250
COL25A1	4	4	3156	-6196
TAF1A	4	-4	3157	1002
HBE1	4	-6	3158	1356
PDGFA	4	1	3159	-1254
SH2D1A	4	-8	3160	1605
KYNU	4	-10	3161	1787
CTSA	4	-4	3162	1004
DHCR24	4	3	3163	-3766
SCG2	4	-5	3164	1198
S100A7	4	-7	3165	1486
COL6A2	4	2	3166	-2247
FGF5	4	-1	3167	63
MYRF	4	-3	3168	766
MYOT	4	-8	3169	1612
CPB2	4	-5	3170	1203
SLC25A13	4	-2	3171	468
UBR1	4	3	3172	-3769
CARM1	4	0	3173	-483
FCGR2A	4	-5	3174	1205
GRM1	4	-12	3175	1972
PLB1	4	0	3176	-486
SERPINF2	4	-27	3177	2500
CAMLG	4	4	3178	-6231
NPPA	4	4	3179	-6231
GARS1	4	2	3180	-2261
CSNK1D	4	2	3181	-2261
CAMK4	4	1	3182	-1251
CNP	4	1	3183	-1251
