# gene	views	view_delta	view_rank	view_rank_delta
ELN	133	1	119	-22
CCL2	132	-24	120	12
CYP2C19	132	-1	121	-17
IAPP	131	19	122	-48
INSR	130	-38	123	26
PECAM1	129	-6	124	-11
CD19	128	-67	125	44
ICAM1	128	2	126	-25
CSF3	125	-15	127	0
MTHFR	125	-8	128	-11
CP	124	4	129	-31
IL4	124	-26	130	15
NR3C1	124	-19	131	9
SRC	122	-47	132	37
ADIPOQ	122	8	133	-35
IL1B	122	-52	134	40
SHH	122	-14	135	3
DPP4	121	-2	136	-18
CDKN1A	120	-58	137	45
KCNH2	117	6	138	-34
HTR2C	117	-27	139	18
HIF1A	117	-51	140	42
CXCL10	116	-7	141	-14
IL26	116	90	142	-663
CSH1	113	18	143	-62
PROC	112	-30	144	21
BTK	111	6	145	-38
CD68	111	-10	146	-12
TTR	110	2	147	-28
RB1	110	-43	148	38
PC	109	13	149	-49
AHR	109	-21	150	5
GCK	109	14	151	-52
NFE2L2	108	-38	152	34
DMD	107	-59	153	52
TNS2	107	21	154	-81
CD40	105	-33	155	25
CYP2C9	105	-34	156	27
GFAP	104	-35	157	29
POMC	104	-15	158	-4
MME	102	-3	159	-22
HTR2B	102	32	160	-124
SLC6A2	102	-61	161	58
PLG	100	-30	162	18
CCL5	99	-15	163	-6
FOXP3	98	-20	164	1
DHFR	98	-19	165	-1
SERPINC1	97	-53	166	52
OR6A2	97	-7	167	-20
CTCF	96	-1	168	-29
F3	95	-40	169	36
VIM	95	-1	170	-29
BRCA2	95	19	171	-85
PTGS2	95	-2	172	-22
ADAMTS13	95	-27	173	17
CPT1A	95	-3	174	-18
CXCR4	94	5	175	-48
APC	93	-15	176	2
F10	93	-18	177	6
CD14	93	-39	178	38
CCL4	92	-3	179	-23
ADA	90	-8	180	-11
APP	90	18	181	-95
CD69	90	-44	182	46
P2RY12	90	3	183	-46
PRNP	89	-17	184	6
LIPE	88	4	185	-54
KISS1	88	3	186	-50
LPL	87	-33	187	28
THPO	87	-3	188	-29
TGFB1	87	-19	189	10
GNAS	86	-13	190	0
DICER1	85	-41	191	39
NLRP3	85	-49	192	55
SERPINA7	84	13	193	-87
PCNA	84	-45	194	45
KCNJ2	84	-20	195	9
FOSB	84	-4	196	-31
CDK2	84	-47	197	54
CST3	83	-26	198	25
CSF2	83	-12	199	-5
FAS	82	14	200	-91
BGLAP	82	-1	201	-40
CHAT	82	13	202	-88
MC1R	81	-7	203	-23
IL18	81	-4	204	-34
NF1	80	17	205	-117
MAOB	80	-17	206	10
HTR4	79	-9	207	-21
SUCLA2	79	77	208	-6020
TAAR1	79	-15	209	-1
SPP1	78	-18	210	10
TXN	78	7	211	-68
PLAU	78	-27	212	30
RET	78	-3	213	-30
SERPINE1	78	-40	214	49
CD27	78	22	215	-165
DNTT	78	-39	216	49
TBP	78	-2	217	-28
FMR1	77	4	218	-55
CHRM3	77	1	219	-39
STAT3	77	-9	220	-14
JAK2	77	1	221	-39
CS	76	-15	222	7
ALDH2	76	11	223	-89
SLC18A2	76	-19	224	17
CHGA	76	3	225	-49
TAS2R38	76	-32	226	50
FLG	75	2	227	-45
SERPING1	75	13	228	-103
VCAM1	75	-21	229	28
PYY	74	-16	230	14
HTT	74	-30	231	47
HBB	74	-30	232	47
ANXA5	74	10	233	-87
HRH2	73	-6	234	-12
CD80	73	-24	235	42
MDM2	73	5	236	-59
FST	72	3	237	-50
GHRH	72	7	238	-75
CHRM1	72	-25	239	44
CASP3	72	-87	240	134
BAX	71	5	241	-64
CXCL1	71	-36	242	65
ADRB3	71	-3	243	-25
SIRT1	71	-24	244	38
TRPA1	71	-21	245	32
COX1	71	-23	246	37
CSF1	70	-7	247	-3
PTHLH	70	-33	248	60
DRD1	70	-16	249	16
CYP2B6	70	14	250	-133
BCR	69	-4	251	-20
FH	69	34	252	-347
TNFRSF11B	69	-8	253	0
LFNG	69	35	254	-378
FCGRT	68	-7	255	-7
MECP2	68	-8	256	-3
ADAR	67	-3	257	-26
LIPF	67	7	258	-85
SELL	67	0	259	-41
PPARGC1A	67	7	260	-86
FTO	67	18	261	-177
ACKR1	66	-24	262	44
FGF23	66	5	263	-74
MMP9	66	-27	264	52
PIEZO1	66	9	265	-111
FGF2	66	-1	266	-38
MET	65	-18	267	27
HFE	65	1	268	-49
SOD1	65	0	269	-45
FURIN	65	-25	270	48
XIST	65	-41	271	91
PPP1R1B	65	-24	272	47
LDLR	64	-64	273	123
PF4	64	6	274	-87
PAH	64	3	275	-59
CD36	64	-37	276	87
CD86	64	-17	277	33
ACTB	64	-22	278	46
CCND1	64	-26	279	59
PPY	63	8	280	-106
PLN	63	8	281	-106
F9	63	-30	282	71
ITGAM	63	-23	283	53
CD47	63	-27	284	65
IRS1	63	16	285	-169
CHRM2	63	-16	286	38
F5	62	-8	287	5
GSR	62	7	288	-100
CYP11A1	62	26	289	-296
HMGB1	62	3	290	-65
HSPA5	62	-10	291	14
C3	61	-34	292	84
PGR	61	6	293	-100
CASP1	61	11	294	-132
SOX9	61	-14	295	30
CD163	61	0	296	-44
Glucose-6-phosphate isomerase	60	4	297	-80
SOX2	60	2	298	-65
IL5	60	-10	299	14
HLA-B	60	4	300	-82
TNFRSF9	60	-6	301	-9
IL2RA	59	-6	302	-9
ABL1	59	-15	303	36
CD40LG	59	-26	304	67
BCL6	59	0	305	-52
CFH	59	-9	306	10
MSH6	59	50	307	-1729
OXTR	59	-16	308	44
PPARA	59	-17	309	48
TREM2	59	16	310	-192
CNR2	58	15	311	-179
MMP2	58	12	312	-145
HLA-A	58	-16	313	44
LGALS3	58	-24	314	72
TGM2	57	12	315	-152
CR2	56	21	316	-285
CXCL12	56	-23	317	70
EZH2	56	-12	318	25
VDR	55	6	319	-112
CD74	55	8	320	-130
AIRE	55	-31	321	90
RBFOX3	55	-22	322	71
POU5F1	55	-11	323	16
IL13	55	-12	324	22
LALBA	55	10	325	-141
AIF1	55	-8	326	1
IL15	55	-22	327	73
TSLP	55	-9	328	7
CANX	54	26	329	-405
A2M	54	-13	330	31
KLRK1	54	-9	331	8
DNASE1	54	-4	332	-33
HTR7	54	12	333	-174
TMPRSS2	54	-3	334	-41
GLP1R	54	14	335	-208
TARDBP	54	-4	336	-31
IL33	54	-7	337	-4
KL	53	-13	338	32
TNFSF13B	53	13	339	-194
MBP	53	-5	340	-22
SYP	53	2	341	-77
CCR7	53	-36	342	118
ELANE	53	-9	343	10
CX3CR1	53	7	344	-116
C9orf72	53	9	345	-140
TIGIT	52	-5	346	-23
CALR	52	-8	347	2
MYOD1	52	0	348	-66
AGTR1	52	-6	349	-15
PRMT5	52	39	350	-1172
CAMP	52	-8	351	-1
THCYTX	52	-23	352	86
TYMS	51	-13	353	37
CCL3	51	-10	354	19
DRD3	51	21	355	-338
MBL2	51	8	356	-135
CREBBP	51	-4	357	-33
COL1A1	51	-9	358	14
IDO1	51	-11	359	29
RPS6KB1	51	14	360	-217
IL1RN	51	-2	361	-50
BRD4	51	14	362	-218
CD55	50	6	363	-115
GBE1	50	10	364	-171
SOD2	50	-21	365	84
GDF15	50	-10	366	17
CD5	50	-17	367	64
HRH3	49	-24	368	98
PARP1	49	-8	369	1
THY1	49	-28	370	118
THBD	49	9	371	-166
CRBN	49	-7	372	-9
RELA	49	-1	373	-50
DRD4	49	-26	374	111
UNG	49	-17	375	66
HGF	48	-12	376	34
MYD88	48	-44	377	163
BMP4	48	14	378	-249
ESR1	48	-15	379	55
KMT2A	48	-7	380	-15
CALB2	48	21	381	-391
CXCR3	47	-9	382	4
ATM	47	-20	383	86
COL3A1	47	6	384	-130
FOXO3	47	6	385	-130
PDE5A	47	5	386	-118
IL7	47	-10	387	14
MSH2	47	4	388	-109
TERT	47	-43	389	168
LIF	46	-13	390	37
UMOD	46	-11	391	21
NFKBIA	46	-18	392	74
ADRA2A	46	-24	393	107
ACTA2	46	-13	394	38
AKT1	46	-8	395	-9
RAN	46	-3	396	-40
HLA-DRB1	46	-13	397	38
PTGS1	45	-6	398	-19
PRKN	45	-31	399	142
RAF1	45	3	400	-105
OCLN	45	15	401	-296
CYP2E1	45	-15	402	55
YAP1	45	-10	403	9
IGF1R	45	-23	404	112
PDE10A	45	17	405	-341
GATA3	45	-8	406	-3
BCAT1	45	40	407	-2767
NES	45	2	408	-87
IL22	45	-5	409	-18
LAMP1	45	-27	410	132
FGFR3	45	9	411	-181
SLC2A5	45	12	412	-241
CD2	44	9	413	-189
HSPD1	44	-13	414	42
CYP2A6	44	20	415	-433
SOST	44	3	416	-106
NR1H4	44	-24	417	123
TFRC	44	9	418	-191
MYB	44	-4	419	-28
TP63	44	-19	420	93
PAX6	44	8	421	-172
F12	43	-15	422	62
BLM	43	23	423	-550
FCGR1A	43	-21	424	109
BCHE	43	-19	425	96
CXCL13	43	-12	426	35
UCP1	43	-26	427	138
VHL	43	2	428	-93
FGF21	43	-36	429	180
FOXO1	43	-5	430	-14
TIMP1	43	-15	431	65
FLT3	43	8	432	-178
CDC42	43	0	433	-65
DES	42	-2	434	-38
CXCL9	42	-12	435	37
PTK2	42	-12	436	35
EIF2AK2	42	-1	437	-57
TNFRSF17	42	-6	438	-5
SQSTM1	42	-11	439	27
APLN	41	-4	440	-22
MTR	41	-8	441	11
NOS3	41	-26	442	144
BACE1	41	8	443	-198
CD22	41	12	444	-273
OPN4	41	-26	445	144
IL3	41	-13	446	46
HRAS	41	5	447	-141
TFPI	41	1	448	-91
HOXD13	41	3	449	-110
LCN2	41	-5	450	-11
RORC	41	2	451	-104
ROS1	41	-19	452	102
RIPK1	41	6	453	-161
CD33	40	-19	454	100
CD52	40	-29	455	167
TPMT	40	3	456	-112
TKTL1	40	28	457	-1095
SELP	40	-1	458	-58
ZBTB7A	40	9	459	-213
ACP3	40	-1	460	-59
CSF1R	40	-10	461	37
ALK	40	-21	462	124
RUNX2	40	2	463	-95
SCN9A	40	-8	464	18
ACP5	40	1	465	-86
CTSB	40	-24	466	147
PDGFRA	40	-3	467	-32
GGCX	39	2	468	-102
RELN	39	1	469	-88
NR3C2	39	-5	470	-10
TRPM8	39	-27	471	163
AGRP	39	-9	472	30
NTRK2	39	-14	473	65
EPAS1	39	-1	474	-66
CHEK2	39	-14	475	65
SIRPA	39	-11	476	47
CXCR5	38	8	477	-212
PNMT	38	10	478	-258
FAAH	38	5	479	-161
IFIH1	38	15	480	-404
IGF2	38	7	481	-197
FANCE	38	28	482	-1360
IBSP	38	22	483	-755
SDC1	38	-2	484	-58
SLC5A2	38	-11	485	46
OCA2	38	-16	486	81
EAPP	38	-103	487	361
ALDOA	37	-39	488	233
CDK1	37	-2	489	-58
FCER2	37	9	490	-247
DDX58	37	-19	491	112
SLC16A1	37	-4	492	-26
HTR1B	37	-20	493	122
CLOCK	37	-26	494	168
GHSR	37	-5	495	-15
TYK2	37	-2	496	-58
PRKDC	37	4	497	-157
SREBF1	37	-11	498	50
TSHR	36	-7	499	11
SERPINA6	36	-2	500	-56
TMSB4X	36	-12	501	61
EPCAM	36	-9	502	38
MC4R	36	-13	503	69
NR1I2	36	12	504	-340
CD209	36	-24	505	157
LCK	36	11	506	-315
MYCN	36	-3	507	-43
HLA-E	36	-5	508	-15
IL17A	36	-13	509	72
KEAP1	36	9	510	-266
HNF1A	36	21	511	-838
GPER1	36	16	512	-502
AGL	35	-6	513	1
CETP	35	2	514	-125
SELE	35	-17	515	102
ACAN	35	-27	516	188
CD70	35	7	517	-218
CYP21A2	35	3	518	-143
TNFRSF1A	35	1	519	-101
CD7	35	4	520	-153
HRH4	35	-11	521	65
RAC1	35	-2	522	-50
SP1	35	-18	523	116
PVR	35	1	524	-105
H2AX	35	-26	525	186
PAX3	35	-5	526	-19
NOG	35	-3	527	-39
LOX	34	-21	528	143
OTC	34	12	529	-381
WAS	34	11	530	-347
DBH	34	-13	531	82
CXCL5	34	-15	532	100
HPX	34	8	533	-252
EGR1	34	-3	534	-39
CLU	34	9	535	-285
UBE3A	34	7	536	-231
BMP2	34	-1	537	-69
MLH1	34	-1	538	-73
TFEB	34	10	539	-329
SLC52A2	34	-2	540	-54
GSDMD	34	-10	541	54
HAVCR2	34	0	542	-94
UOX	34	11	543	-363
RAD51	33	-17	544	125
CR1	33	-14	545	93
VCL	33	-10	546	57
CD24	33	-6	547	-1
VEGFA	33	-15	548	107
LCAT	33	-28	549	213
PVALB	33	-29	550	218
TRPV4	33	20	551	-902
CYBB	33	-1	552	-72
CHRM4	33	5	553	-188
CCNB1	33	15	554	-535
GRB2	33	-13	555	97
NTRK1	33	-2	556	-49
PRDM1	33	-14	557	102
ADORA2A	33	-40	558	283
CYP7A1	33	10	559	-332
TJP1	33	-3	560	-31
CYP3A	33	-2	561	-51
OPRD1	33	-17	562	134
PDGFRB	33	6	563	-212
KITLG	32	-15	564	113
LRRK2	32	-12	565	86
RNASE3	32	13	566	-464
HBA1	32	-4	567	-19
ADORA1	32	-22	568	165
ALAD	32	13	569	-472
GDNF	32	4	570	-186
KMT2D	32	14	571	-546
S100B	32	-13	572	101
PPARD	32	-12	573	87
CDKN1B	32	-4	574	-22
MMP3	31	-23	575	178
FOLH1	31	-18	576	141
PNLIP	31	15	577	-622
PNPLA2	31	5	578	-210
TNFRSF11A	31	7	579	-266
CASR	31	-13	580	99
PTPN11	31	6	581	-241
EP300	31	6	582	-242
LEPR	31	5	583	-221
TNFRSF4	31	-13	584	101
ND1	31	-2	585	-63
IRF4	31	0	586	-97
HNMT	31	14	587	-577
IRF3	31	-10	588	61
HOMER1	31	17	589	-827
CLDN18	31	-3	590	-45
ITGAX	30	-3	591	-47
ATR	30	-10	592	62
MEN1	30	-2	593	-63
GBA	30	-24	594	198
TNFSF10	30	-14	595	121
HBD	30	-4	596	-20
CD63	30	-15	597	134
CD81	30	-20	598	178
MGMT	30	0	599	-92
IL21	30	-7	600	31
LRP1	30	-25	601	212
KCNJ1	30	-3	602	-40
IL3RA	30	-4	603	-20
STK11	30	3	604	-166
IGFBP3	30	0	605	-96
RAG1	30	-3	606	-41
GRN	30	3	607	-164
CD276	30	1	608	-120
PAX7	30	8	609	-325
KLRG1	30	-1	610	-76
MGAM	30	6	611	-259
MALAT1	30	4	612	-198
PSEN1	30	-4	613	-24
LPO	29	-13	614	111
CCR2	29	-15	615	140
CD9	29	-5	616	-2
NANOG	29	-11	617	83
CXCL2	29	-20	618	185
FNDC5	29	2	619	-145
FXN	29	-2	620	-55
AICDA	29	1	621	-118
NT5E	29	-10	622	73
AREG	29	-11	623	85
MFN2	29	13	624	-583
PIK3CA	29	1	625	-120
AXL	29	-15	626	144
FKBP5	29	7	627	-298
GCGR	29	-16	628	160
ZAP70	29	5	629	-221
CHI3L1	29	-3	630	-35
TGFA	29	-13	631	123
IDH1	29	-19	632	187
CFP	29	-27	633	249
PML	29	10	634	-432
NUMB	29	16	635	-890
PINK1	29	-14	636	135
RETN	28	-16	637	161
VTN	28	-3	638	-33
DROSHA	28	-13	639	122
CLPS	28	13	640	-649
CYP27B1	28	-2	641	-54
SLC5A1	28	9	642	-390
RHOA	28	-15	643	150
SLC12A3	28	0	644	-98
DMRT1	28	7	645	-305
MFGE8	28	-12	646	105
ICOS	28	-7	647	39
IL4R	28	8	648	-349
GDF11	28	-6	649	18
CES1	28	-9	650	72
CYP1A1	28	0	651	-101
APOBEC3G	28	-4	652	-17
ISG15	28	8	653	-353
POSTN	28	-10	654	92
PDPK1	28	-13	655	127
SLC7A11	28	3	656	-182
TBX21	28	5	657	-247
SIRT6	28	-6	658	24
SPARC	27	-8	659	59
CPT2	27	0	660	-105
MAP2	27	-14	661	141
IL11	27	-23	662	237
EIF4EBP1	27	-2	663	-60
NGFR	27	-2	664	-60
TCN1	27	1	665	-130
IL1RAP	27	9	666	-433
CX3CL1	27	3	667	-189
INSL3	27	-14	668	144
CASP8	27	-4	669	-13
ANXA1	27	-15	670	161
CD200	27	9	671	-436
MIF	27	-1	672	-81
RN7SL1	27	3	673	-189
GATA1	27	-6	674	24
SMN1	27	-3	675	-30
SIRT3	27	10	676	-499
NOX4	27	19	677	-1673
MAP1LC3B	27	-11	678	114
LGR5	27	-14	679	150
CFB	27	-1	680	-78
IL6ST	26	-9	681	84
C5	26	-14	682	150
PLIN1	26	-6	683	25
NF2	26	4	684	-228
BIRC5	26	-8	685	66
HEPH	26	-21	686	233
SELPLG	26	10	687	-517
WRN	26	-8	688	63
ADRA1A	26	-20	689	230
DMPK	26	10	690	-532
CTSD	26	-19	691	222
FADD	26	-11	692	118
HEXA	26	-19	693	223
GPC3	26	8	694	-401
TNC	26	-4	695	-7
MCPH1	26	8	696	-405
GIPR	26	-5	697	16
STAT1	26	-18	698	214
APOC3	26	14	699	-922
CDK4	26	-2	700	-50
IRF7	26	11	701	-627
P2RX7	26	3	702	-195
PKM	26	-34	703	352
POLG	26	-11	704	123
SPINK5	26	17	705	-1384
PALB2	26	-4	706	-3
NOTCH1	26	-12	707	142
AGER	26	-1	708	-73
CPS1	25	4	709	-229
DLG4	25	2	710	-168
GPX4	25	-25	711	290
NPC1L1	25	9	712	-478
AGRN	25	-1	713	-71
ALDOB	25	7	714	-366
HSPG2	25	4	715	-230
SLC4A1	25	-1	716	-71
RUNX1	25	-20	717	252
ABO	25	-10	718	115
ASCL1	25	11	719	-670
ACVR1	25	-4	720	-5
HTR6	25	0	721	-110
HTR1D	25	1	722	-131
DNMT1	25	-18	723	227
ARNTL	25	1	724	-131
CASP9	25	-5	725	21
TCF7L2	25	11	726	-678
NR5A1	25	7	727	-381
LGALS9	25	4	728	-233
APOC2	25	6	729	-332
XBP1	25	-34	730	372
APOL1	25	-4	731	-1
STING1	25	-27	732	316
DCN	25	-11	733	138
ASL	24	4	734	-236
TYRP1	24	4	735	-239
FAP	24	-20	736	259
TSPO	24	-5	737	23
CD46	24	-12	738	154
CD59	24	-17	739	226
SYK	24	-6	740	50
ERBB2	24	8	741	-453
FCGR2B	24	4	742	-234
TNFSF9	24	-8	743	81
PAX8	24	-4	744	6
CCL20	24	0	745	-97
NOD2	24	-16	746	210
CCR4	24	0	747	-96
JAK3	24	1	748	-134
TNFRSF8	24	-29	749	343
DDR1	24	7	750	-391
KRT1	24	9	751	-545
CEBPB	24	-10	752	126
CDC20	24	-1	753	-73
HLA-C	24	2	754	-173
GP1BA	24	-1	755	-75
THBS1	24	-5	756	30
NCL	24	0	757	-101
PROM1	24	4	758	-244
IKBKG	24	12	759	-860
NPC1	24	1	760	-134
NRG1	24	-8	761	94
JAK1	24	-9	762	113
NPM1	24	-1	763	-73
VCP	24	-9	764	112
DKK1	24	-3	765	-13
ERAP2	24	8	766	-504
CFAP299	24	24	767	-11280
CFI	24	6	768	-366
GC	23	3	769	-200
HSPA1A	23	-4	770	9
LIPC	23	-11	771	156
MOG	23	-14	772	205
NPHS1	23	11	773	-780
CCL17	23	-11	774	153
CD79A	23	-11	775	153
ITGB1	23	-32	776	384
ABCC2	23	-4	777	11
ALPP	23	-6	778	58
IL2RG	23	-12	779	175
PMCH	23	-3	780	-19
RARA	23	6	781	-371
TACSTD2	23	2	782	-170
IL6R	23	-1	783	-74
TERC	23	-9	784	118
OPRL1	23	-14	785	209
LTA	23	-18	786	260
PTH1R	23	4	787	-268
LRP5	23	-17	788	244
IKBKB	23	-1	789	-70
FBL	23	1	790	-142
SARM1	23	-8	791	107
P2RX4	23	18	792	-2534
PMS2	23	8	793	-547
ULK1	23	-7	794	87
PPIA	23	0	795	-106
SLC1A2	23	15	796	-1509
NRP1	23	-15	797	234
NAMPT	23	-20	798	298
PNPLA3	23	4	799	-273
SLC5A7	23	7	800	-472
REST	23	15	801	-1575
HMGA2	23	5	802	-331
IL1RL1	22	-18	803	272
CCL21	22	-7	804	89
ATP7B	22	-8	805	113
GRM5	22	3	806	-217
ENO2	22	0	807	-109
PROS1	22	-32	808	409
NID1	22	-1	809	-74
GAS6	22	-15	810	239
KRT19	22	13	811	-1168
CD247	22	7	812	-485
SNAP25	22	-6	813	70
AVPR1A	22	-4	814	21
AVPR2	22	-10	815	152
GATA2	22	-13	816	209
ACSL1	22	10	817	-773
EEF2	22	-4	818	22
FLT1	22	-9	819	140
JCHAIN	22	5	820	-331
PRMT1	22	1	821	-133
IL25	22	-3	822	-11
MAPK1	22	6	823	-420
FGFR2	22	-6	824	73
MYBPC3	22	11	825	-903
RYR2	22	13	826	-1229
PIM1	22	6	827	-426
KDM1A	22	-20	828	317
PGF	22	-16	829	269
PAX5	22	-1	830	-69
PMP22	22	4	831	-290
SGK1	22	2	832	-176
SLC9A3	22	2	833	-177
ANO1	22	8	834	-595
ERVW-1	22	-10	835	165
MRAS	22	8	836	-595
ZBP1	22	-7	837	104
ADAM22	22	5	838	-343
ENG	22	-18	839	293
ASNS	21	11	840	-945
ENTPD1	21	-11	841	184
POR	21	-6	842	82
MITF	21	-1	843	-66
HLA-G	21	2	844	-174
ASIP	21	2	845	-177
MX1	21	12	846	-1118
ATF4	21	0	847	-97
HMOX1	21	-2	848	-32
PMEL	21	-8	849	131
TSC1	21	5	850	-351
ESR2	21	-33	851	449
SLC26A5	21	-8	852	131
GLI1	21	-3	853	4
VCAN	21	2	854	-186
ACSL4	21	2	855	-188
EPOR	21	-4	856	28
S1PR1	21	-4	857	28
IL31	21	4	858	-291
NEB	21	-6	859	90
IFNAR1	21	17	860	-2939
HSF1	21	-9	861	158
MTAP	21	2	862	-196
ENO1	21	5	863	-386
CYP2C8	21	3	864	-250
SCN10A	21	10	865	-881
SMARCA4	21	-16	866	287
SYNGAP1	21	-4	867	28
MALT1	21	8	868	-666
HCAR2	21	6	869	-492
PIGR	21	-2	870	-37
F11	20	-7	871	112
BSG	20	-6	872	89
CD83	20	10	873	-917
ITGB2	20	-9	874	161
EMD	20	11	875	-1082
HDC	20	-5	876	63
C5AR1	20	5	877	-407
CD48	20	-2	878	-36
PIEZO2	20	-11	879	203
CD8A	20	8	880	-687
EIF4E	20	-16	881	294
CCR8	20	4	882	-326
STMN1	20	-6	883	91
EIF2S1	20	-6	884	90
BMP7	20	7	885	-581
ATP5F1A	20	10	886	-948
IL16	20	-3	887	-2
GYPA	20	-6	888	88
PRLR	20	-10	889	189
ERG	20	-12	890	226
CCN2	20	-37	891	517
LBP	20	1	892	-160
SNAI1	20	-11	893	213
PALLD	20	2	894	-208
NEFL	20	-1	895	-62
TRADD	20	5	896	-436
AIM2	20	4	897	-357
SDHB	20	-1	898	-64
ROR1	20	-13	899	248
EDAR	20	0	900	-107
TBX5	20	13	901	-1699
H19	20	3	902	-281
XIAP	20	-17	903	321
CCL7	19	-25	904	431
MUC16	19	7	905	-639
SCARB1	19	0	906	-115
IFNGR1	19	-6	907	93
PRG2	19	-11	908	214
PTX3	19	8	909	-771
CCL19	19	-3	910	-7
SV2A	19	-6	911	95
MUTYH	19	-1	912	-73
ANG	19	7	913	-663
MIR155	19	-3	914	-9
CALCR	19	8	915	-783
GAA	19	-14	916	271
ATRX	19	-4	917	30
DDX3X	19	6	918	-550
NTF3	19	-7	919	122
HES1	19	4	920	-395
MMP12	19	4	921	-395
FTH1	19	9	922	-936
INHBB	19	15	923	-2891
IHH	19	-4	924	31
MPL	19	-1	925	-73
DCX	19	-20	926	374
CDH13	19	-22	927	402
TLR4	19	-5	928	67
HDAC1	19	-4	929	34
TNXB	19	8	930	-808
NPPC	19	-4	931	35
SERPINF1	19	4	932	-402
SMO	19	-16	933	320
STAT6	19	-19	934	373
NRF1	19	1	935	-185
ARC	19	-5	936	71
SLC10A1	19	2	937	-237
SLC22A6	19	-4	938	36
DNM1L	19	-5	939	70
ANGPTL4	19	-2	940	-27
GABARAP	19	13	941	-2041
CD244	19	6	942	-596
TMEM97	19	-12	943	256
ORAI1	19	1	944	-187
ABCA1	18	-17	945	347
ESPL1	18	4	946	-419
IDE	18	-3	947	7
PCSK1	18	8	948	-841
OSM	18	7	949	-722
ADM	18	-1	950	-67
L1CAM	18	10	951	-1200
PDPN	18	-13	952	278
GALT	18	2	953	-247
MMUT	18	-25	954	462
CA9	18	-10	955	215
POLR2A	18	7	956	-735
CCKBR	18	6	957	-615
FGF1	18	0	958	-132
APOA4	18	2	959	-254
DIO2	18	11	960	-1489
CYP51A1	18	4	961	-429
MBNL1	18	7	962	-745
ERBB3	18	-8	963	162
GAP43	18	6	964	-637
MCL1	18	-16	965	335
MMP13	18	6	966	-643
ADAM17	18	-3	967	14
CA2	18	-5	968	76
CDA	18	-1	969	-80
