# gene	views	view_delta	view_rank	view_rank_delta
ALKBH5	2	2	6755	-4090
CALCOCO1	2	1	6756	-327
KCNMB4	2	1	6757	-343
VPS29	2	1	6758	-344
ZMYM1	2	2	6759	-4115
TMBIM4	2	2	6760	-4116
EXOSC1	2	2	6761	-4121
PRPF19	2	2	6762	-4125
UPB1	2	1	6763	-345
HEBP1	2	2	6764	-4130
TPPP3	2	2	6765	-4135
ALG9	2	2	6766	-4158
WBP1L	2	-1	6767	3157
SNRK	2	0	6768	1864
CACNG4	2	2	6769	-4163
ARMC5	2	2	6770	-4167
DHDDS	2	-3	6771	4402
SIDT1	2	2	6772	-4167
JADE1	2	2	6773	-4167
ZNF408	2	1	6774	-351
GEMIN7	2	2	6775	-4178
FBXO31	2	0	6776	1870
WWC2	2	1	6777	-358
SPHK2	2	1	6778	-358
NRSN2	2	2	6779	-4192
CELF4	2	1	6780	-358
SLAMF8	2	1	6781	-359
CRB3	2	1	6782	-362
NT5C1A	2	1	6783	-364
FRMD7	2	2	6784	-4210
ALG14	2	2	6785	-4214
APPL1	2	-1	6786	3171
TIMM13	2	2	6787	-4222
LTN1	2	0	6788	1870
SENP6	2	2	6789	-4234
PCOLCE2	2	1	6790	-371
CHD5	2	0	6791	1867
RGS17	2	2	6792	-4250
AATF	2	1	6793	-371
OSTF1	2	1	6794	-373
HEMGN	2	-2	6795	3935
PLCXD1	2	2	6796	-4259
TAS2R8	2	0	6797	1866
MIOX	2	2	6798	-4263
TAS2R4	2	-1	6799	3177
PARD6A	2	-2	6800	3939
ITLN1	2	0	6801	1867
SMPD4	2	2	6802	-4272
TAS2R1	2	2	6803	-4275
IL17RB	2	2	6804	-4277
KIF16B	2	-1	6805	3182
KIF21A	2	0	6806	1870
CAMK2N1	2	0	6807	1870
P2RY10	2	-2	6808	3945
TAS2R14	2	-1	6809	3184
TAS2R13	2	1	6810	-368
PCDH11X	2	-1	6811	3185
HES6	2	1	6812	-376
CHRNA9	2	2	6813	-4297
ZNF638	2	2	6814	-4298
DNAJC12	2	2	6815	-4306
ADAMTS10	2	2	6816	-4306
NUAK2	2	0	6817	1874
JPH1	2	1	6818	-380
PARD3	2	-2	6819	3955
POLE4	2	2	6820	-4325
KCNK13	2	1	6821	-382
HIGD1A	2	2	6822	-4337
OR51E2	2	1	6823	-387
ADAMTSL4	2	2	6824	-4341
LHX6	2	0	6825	1876
WDR44	2	2	6826	-4344
BABAM1	2	1	6827	-388
USP53	2	2	6828	-4350
LRP10	2	2	6829	-4351
TMEM98	2	0	6830	1880
CNOT6	2	2	6831	-4352
ROBO4	2	2	6832	-4352
GNL3	2	2	6833	-4362
LIN7C	2	1	6834	-388
ODAD4	2	2	6835	-4386
FAM110A	2	2	6836	-4387
GPR101	2	1	6837	-391
POLDIP3	2	2	6838	-4389
EFCAB2	2	2	6839	-4393
MYLK3	2	2	6840	-4393
TXNDC5	2	2	6841	-4398
SF3B5	2	2	6842	-4401
SLC25A31	2	2	6843	-4401
C9orf64	2	0	6844	1884
NUF2	2	2	6845	-4407
ATPAF2	2	1	6846	-397
YTHDC1	2	-1	6847	3212
MTFR1L	2	1	6848	-402
SNX27	2	1	6849	-402
GOLM1	2	1	6850	-403
PLEKHF2	2	2	6851	-4419
STEAP4	2	1	6852	-406
PRX	2	1	6853	-406
ZFP91	2	2	6854	-4428
OCEL1	2	2	6855	-4428
GAL3ST4	2	-1	6856	3217
GBA3	2	2	6857	-4440
GPR63	2	0	6858	1878
HERC5	2	0	6859	1877
PTOV1	2	2	6860	-4450
HSD17B14	2	2	6861	-4460
DCSTAMP	2	2	6862	-4463
RSPH6A	2	0	6863	1876
EDEM3	2	2	6864	-4470
TEDC2	2	2	6865	-4472
HKDC1	2	1	6866	-413
DUSP13	2	2	6867	-4484
ARMC9	2	2	6868	-4488
NUSAP1	2	2	6869	-4490
XYLT2	2	2	6870	-4490
PRSS22	2	2	6871	-4490
LACC1	2	-1	6872	3227
FN3K	2	1	6873	-414
ANO3	2	0	6874	1880
MIPOL1	2	1	6875	-414
RDH12	2	1	6876	-414
POPDC2	2	1	6877	-421
CDAN1	2	0	6878	1881
LIN7B	2	2	6879	-4499
CDH23	2	-1	6880	3230
TSPYL2	2	2	6881	-4499
XIRP2	2	2	6882	-4499
NCAPG	2	2	6883	-4505
SENP2	2	2	6884	-4509
STARD13	2	1	6885	-433
IL22RA1	2	0	6886	1880
MYLK2	2	0	6887	1880
PIGU	2	1	6888	-437
KIRREL3	2	1	6889	-440
MPV17L2	2	2	6890	-4543
PECR	2	1	6891	-439
CAND1	2	2	6892	-4555
TSPAN10	2	2	6893	-4559
TRIM55	2	2	6894	-4560
WFDC1	2	1	6895	-445
ATP5MK	2	1	6896	-446
PSENEN	2	-5	6897	5144
LONP2	2	2	6898	-4572
PTPN5	2	2	6899	-4573
AGBL4	2	2	6900	-4580
VPS11	2	0	6901	1880
MYO18B	2	2	6902	-4581
PSRC1	2	2	6903	-4586
LRP11	2	2	6904	-4586
ALG10	2	1	6905	-450
BEX1	2	2	6906	-4590
GPT2	2	-1	6907	3245
COX4I2	2	1	6908	-452
H2BU1	2	2	6909	-4608
OR10Z1	2	2	6910	-4611
ZC3H12A	2	1	6911	-451
IFT20	2	0	6912	1883
TEKT1	2	0	6913	1883
FAM167A	2	1	6914	-450
MBD5	2	2	6915	-4614
TLN2	2	2	6916	-4614
MBNL3	2	2	6917	-4614
CRISPLD2	2	2	6918	-4617
TRAPPC9	2	1	6919	-454
A2ML1	2	1	6920	-458
KLF17	2	1	6921	-461
OR6K6	2	0	6922	1887
RIOK1	2	0	6923	1887
ABI3	2	1	6924	-465
LOXL4	2	2	6925	-4650
SPRY4	2	2	6926	-4654
KCNIP4	2	2	6927	-4654
POLR1B	2	2	6928	-4658
PHF20	2	2	6929	-4661
CHRAC1	2	1	6930	-476
SOCS4	2	1	6931	-484
RSPH1	2	-3	6932	4546
NOTUM	2	-4	6933	4888
SCIN	2	-6	6934	5374
MTFMT	2	2	6935	-4687
LEO1	2	0	6936	1880
SFXN1	2	1	6937	-482
TMC8	2	0	6938	1878
FAM104B	2	2	6939	-4698
PLA2G4E	2	2	6940	-4703
TMEM219	2	2	6941	-4710
MRAP2	2	1	6942	-484
PPP1R14A	2	0	6943	1877
STK40	2	0	6944	1876
MASTL	2	0	6945	1875
SPSB3	2	-1	6946	3269
KREMEN1	2	2	6947	-4714
CGNL1	2	2	6948	-4715
C1orf94	2	2	6949	-4731
TSSK1B	2	1	6950	-488
NIPA1	2	2	6951	-4731
NAV1	2	-1	6952	3273
EGLN3	2	-3	6953	4563
ZNRF1	2	1	6954	-486
SLC9B2	2	2	6955	-4738
IKZF4	2	2	6956	-4751
THADA	2	0	6957	1881
SUDS3	2	2	6958	-4755
PPARGC1B	2	-5	6959	5203
GZF1	2	2	6960	-4755
AASDHPPT	2	2	6961	-4771
PCGF6	2	2	6962	-4773
ANKRD27	2	2	6963	-4777
RERG	2	0	6964	1880
HPSE2	2	2	6965	-4785
SLC25A19	2	1	6966	-500
DEPDC1B	2	2	6967	-4786
RHCG	2	1	6968	-500
AMOTL2	2	2	6969	-4794
TMEM47	2	2	6970	-4794
SEC16B	2	2	6971	-4794
UBE2J1	2	2	6972	-4795
SLC15A4	2	2	6973	-4796
PPP1R12C	2	2	6974	-4796
LIMA1	2	1	6975	-497
NUDT12	2	2	6976	-4797
HIKESHI	2	0	6977	1889
KRT78	2	2	6978	-4808
IRX1	2	0	6979	1889
PIR	2	0	6980	1889
RHOT2	2	-3	6981	4590
SNX9	2	0	6982	1889
TSHZ3	2	0	6983	1889
YY1AP1	2	2	6984	-4817
PRRX2	2	1	6985	-496
BHLHE40	2	-1	6986	3299
OR5H6	2	2	6987	-4831
TAS2R45	2	2	6988	-4835
HPS3	2	-1	6989	3300
CTHRC1	2	0	6990	1887
ANTXR2	2	2	6991	-4840
LYSMD3	2	2	6992	-4843
CLDN19	2	1	6993	-500
ANKK1	2	-12	6994	6047
MAGI3	2	2	6995	-4850
NPHP4	2	2	6996	-4857
TSR3	2	-1	6997	3305
DHRS1	2	2	6998	-4859
CCDC17	2	1	6999	-501
RFFL	2	1	7000	-501
BATF2	2	1	7001	-505
MFSD14A	2	2	7002	-4877
NOBOX	2	1	7003	-509
PDGFC	2	0	7004	1884
TMPRSS3	2	0	7005	1884
NDUFA12	2	2	7006	-4903
STARD4	2	0	7007	1885
PDIA2	2	1	7008	-512
VPS25	2	2	7009	-4905
ATPAF1	2	1	7010	-518
ACBD3	2	2	7011	-4913
NLRP4	2	1	7012	-517
CHST14	2	1	7013	-522
TMEM106A	2	2	7014	-4930
MOB1B	2	0	7015	1886
PLCD3	2	2	7016	-4934
NACC1	2	1	7017	-522
RBM33	2	1	7018	-528
MAL2	2	0	7019	1886
GCNA	2	2	7020	-4956
SYCE1	2	2	7021	-4959
AZIN2	2	1	7022	-533
DTX2	2	1	7023	-534
SLC38A5	2	0	7024	1886
SLC2A7	2	0	7025	1886
BUD23	2	2	7026	-4985
SLC2A12	2	0	7027	1884
RBP7	2	1	7028	-536
LACTB	2	2	7029	-4992
IMP4	2	-3	7030	4634
BRCA3	2	2	7031	-4994
MROH8	2	2	7032	-4997
GAS5	2	1	7033	-537
CHODL	2	2	7034	-5011
SLC51A	2	-1	7035	3331
TET3	2	0	7036	1890
RIC8A	2	1	7037	-539
FAM43A	2	2	7038	-5014
CELA2A	2	1	7039	-541
USH1G	2	2	7040	-5028
TMEM26	2	2	7041	-5032
OSBPL9	2	2	7042	-5035
NDUFA11	2	2	7043	-5040
CATSPER4	2	-1	7044	3336
SLC39A12	2	2	7045	-5047
GNRHR2	2	0	7046	1885
OSCAR	2	0	7047	1885
TMIGD2	2	0	7048	1885
PGLYRP2	2	0	7049	1885
ENKUR	2	2	7050	-5060
ALDH16A1	2	2	7051	-5061
SERPINA9	2	2	7052	-5062
H3C15	2	2	7053	-5065
CCNY	2	2	7054	-5065
GIPC3	2	1	7055	-547
FAM241B	2	2	7056	-5064
TPCN2	2	-1	7057	3347
OMA1	2	-2	7058	4157
OR1S2	2	0	7059	1893
CGAS	2	1	7060	-548
BPIFB4	2	2	7061	-5070
CREBRF	2	2	7062	-5072
HORMAD2	2	1	7063	-551
TTC39C	2	2	7064	-5078
TAS2R39	2	-1	7065	3350
DAB2IP	2	2	7066	-5095
ANKS4B	2	2	7067	-5095
CNTN4	2	2	7068	-5102
CATSPER2	2	2	7069	-5109
ZNF880	2	2	7070	-5122
ADGRG5	2	1	7071	-567
DNAAF4	2	2	7072	-5126
TEX19	2	0	7073	1897
C1QTNF1	2	1	7074	-571
HTR3E	2	2	7075	-5140
SSBP4	2	2	7076	-5143
ANKRD24	2	2	7077	-5146
PPP1R18	2	2	7078	-5156
C6orf89	2	2	7079	-5171
PTPMT1	2	2	7080	-5172
OR7D2	2	1	7081	-577
ATG9B	2	0	7082	1902
SPATS1	2	1	7083	-579
PI16	2	1	7084	-579
PTCHD4	2	2	7085	-5175
SLC13A5	2	1	7086	-578
COA6	2	2	7087	-5190
OR52N2	2	2	7088	-5208
CCDC57	2	2	7089	-5211
LRIT3	2	1	7090	-590
TGM6	2	2	7091	-5229
PLA2G4D	2	2	7092	-5235
OR9G1	2	2	7093	-5236
MYO18A	2	1	7094	-594
RASEF	2	0	7095	1906
C7orf31	2	2	7096	-5246
PRECSIT	2	2	7097	-5263
GPAT4	2	2	7098	-5265
SGCZ	2	1	7099	-603
APOBEC3H	2	2	7100	-5282
OXER1	2	0	7101	1905
DPY19L2	2	1	7102	-606
NWD1	2	2	7103	-5288
FAM200A	2	2	7104	-5295
CCDC9B	2	2	7105	-5295
ADGRD1	2	2	7106	-5299
SLC22A24	2	2	7107	-5304
WDR62	2	2	7108	-5305
SIGLEC15	2	2	7109	-5314
RPL10L	2	2	7110	-5320
ZNF875	2	2	7111	-5320
DDIT4L	2	2	7112	-5320
FCRL3	2	1	7113	-619
BRINP3	2	0	7114	1910
CCDC190	2	2	7115	-5327
C11orf53	2	2	7116	-5354
LIN28B	2	-1	7117	3379
HFM1	2	2	7118	-5367
SOX2-OT	2	1	7119	-639
NIPAL4	2	2	7120	-5388
LAYN	2	0	7121	1914
TREML1	2	2	7122	-5407
HES3	2	1	7123	-646
OR2T2	2	2	7124	-5425
CACUL1	2	-1	7125	3383
OR6C75	2	2	7126	-5449
NKX2-3	2	2	7127	-5452
MACC1	2	1	7128	-658
SLC35B2	2	1	7129	-658
EEF1B2P3	2	1	7130	-659
ZACN	2	1	7131	-660
TICAM2	2	1	7132	-662
DHRSX	2	2	7133	-5476
PI4KAP2	2	2	7134	-5478
TNFSF12-TNFSF13	2	2	7135	-5483
PEF1	2	2	7136	-5484
NRK	2	1	7137	-660
SLC27A1	2	2	7138	-5486
HES5	2	-1	7139	3392
NLRP11	2	2	7140	-5490
ANO5	2	0	7141	1914
APOBEC4	2	1	7142	-659
TBPL2	2	1	7143	-661
NDUFS7	2	2	7144	-5502
THEMIS	2	-4	7145	5093
PRR9	2	2	7146	-5520
GSTK1	2	1	7147	-666
OR2M2	2	2	7148	-5529
GPR153	2	0	7149	1917
GOLGA8B	2	2	7150	-5534
CDNF	2	2	7151	-5546
GFY	2	0	7152	1917
MIR561	2	2	7153	-5554
MSMP	2	2	7154	-5555
ASTL	2	2	7155	-5557
ZBED6	2	1	7156	-668
MXRA7	2	2	7157	-5569
MTHFD2L	2	2	7158	-5578
CCAT1	2	2	7159	-5587
MIAT	2	2	7160	-5590
OR1L6	2	2	7161	-5598
HOTAIRM1	2	2	7162	-5609
FAM47E-STBD1	2	2	7163	-5614
CCDC88C	2	2	7164	-5623
IBD22	2	-1	7165	3412
HMNJ	2	2	7166	-5626
IFNL4	2	1	7167	-670
HRM2	2	-2	7168	4245
KIF17	2	-2	7169	4245
DNAJB6	2	0	7170	1925
CIP2A	2	2	7171	-5667
FASTK	2	2	7172	-5669
HIVEP3	2	1	7173	-672
FANCC	2	2	7174	-5683
CCNL2	2	0	7175	1927
ALL1	2	2	7176	-5702
SFPQ	2	1	7177	-680
SP4	2	1	7178	-680
FOXC2-AS1	2	2	7179	-5705
ATP8B1	2	2	7180	-5713
EPHA5	2	1	7181	-686
EEF1B2P1	2	1	7182	-686
LOC105375355	2	2	7183	-5717
PCLAF	2	1	7184	-689
EVL	2	2	7185	-5729
HTD2	2	1	7186	-689
CD1B	1	0	7187	1928
AK1	1	-1	7188	3422
GRM8	1	0	7189	1923
RPS4Y2	1	0	7190	1923
NPVF	1	1	7191	-690
OFD1	1	-4	7192	5131
UPK1B	1	1	7193	-692
ADAMTS17	1	-1	7194	3421
BAAT	1	-3	7195	4772
CTDP1	1	0	7196	1924
SLIT1	1	1	7197	-690
GPAT3	1	1	7198	-692
TGM5	1	-4	7199	5137
ERICH4	1	1	7200	-695
USP26	1	1	7201	-698
CAV2	1	-1	7202	3424
MEST	1	-1	7203	3424
TRIM38	1	1	7204	-699
BSX	1	1	7205	-700
NCALD	1	1	7206	-701
EBP	1	-4	7207	5141
FDX1	1	0	7208	1926
COL4A6	1	-2	7209	4265
COL9A3	1	1	7210	-701
PGLYRP3	1	0	7211	1925
SAG	1	-2	7212	4267
COL16A1	1	1	7213	-701
PIN4	1	1	7214	-701
COL9A2	1	0	7215	1924
GART	1	1	7216	-705
COL19A1	1	1	7217	-707
ZFP92	1	1	7218	-711
DSPP	1	0	7219	1924
EHHADH	1	-1	7220	3431
PJVK	1	-1	7221	3430
POFUT2	1	-3	7222	4782
SMIM15	1	1	7223	-709
PFKL	1	-5	7224	5435
SPINK6	1	1	7225	-713
RANBP3L	1	1	7226	-713
TPR	1	-5	7227	5435
UTS2B	1	1	7228	-714
GOLGA8H	1	1	7229	-715
HERC2	1	1	7230	-715
DIRAS3	1	0	7231	1931
STARD3	1	0	7232	1929
WASF1	1	1	7233	-715
TOX2	1	-2	7234	4269
TVP23A	1	1	7235	-714
TFAP2D	1	1	7236	-714
TMEM217	1	1	7237	-714
SLC23A1	1	-3	7238	4794
GSTO1	1	0	7239	1933
C19orf44	1	1	7240	-714
TFR2	1	-3	7241	4795
SEC61A1	1	0	7242	1933
MTUS1	1	1	7243	-719
OTOA	1	1	7244	-719
COL9A1	1	-2	7245	4273
DSCAML1	1	0	7246	1935
GADL1	1	0	7247	1934
SOHLH2	1	1	7248	-717
MMP20	1	1	7249	-719
KIF1B	1	1	7250	-719
CMTM7	1	1	7251	-723
CCDC166	1	1	7252	-723
WASF3	1	1	7253	-725
TRIM50	1	1	7254	-725
SMURF2	1	0	7255	1933
SERPINA12	1	1	7256	-724
NMNAT3	1	1	7257	-725
CTRB2	1	0	7258	1935
COL22A1	1	1	7259	-725
PGM2	1	-1	7260	3442
RHOXF2	1	1	7261	-725
SPINK9	1	1	7262	-728
COL6A2	1	1	7263	-730
CEACAM3	1	1	7264	-732
ARHGEF2	1	0	7265	1929
HSP90AA2P	1	1	7266	-732
FITM2	1	1	7267	-732
RAI1	1	-4	7268	5177
TMEM150B	1	1	7269	-736
KANSL1	1	0	7270	1927
TMEM254	1	1	7271	-737
C17orf78	1	1	7272	-739
SEC61G	1	0	7273	1925
COL27A1	1	1	7274	-745
TRIM14	1	1	7275	-748
H1-0	1	-1	7276	3444
COL5A3	1	1	7277	-748
ST6GAL1	1	-1	7278	3444
ZNF749	1	1	7279	-750
UBE3B	1	0	7280	1918
CAPZA2	1	1	7281	-760
CAMLG	1	0	7282	1911
NPPA	1	1	7283	-760
CA7	1	0	7284	1911
MYO5A	1	1	7285	-764
CACNG1	1	1	7286	-764
FMNL1	1	1	7287	-764
CACNB3	1	-1	7288	3447
CAMK2G	1	-2	7289	4285
CAPG	1	1	7290	-765
TRPC4AP	1	1	7291	-765
FBXL3	1	0	7292	1910
CALM3	1	0	7293	1910
TBX19	1	1	7294	-767
CCT6A	1	-1	7295	3449
TLR6	1	0	7296	1910
KRT2	1	-1	7297	3450
KYAT1	1	0	7298	1911
CCNG2	1	0	7299	1909
KRT3	1	1	7300	-768
ATN1	1	1	7301	-768
ACKR2	1	1	7302	-768
AP1S1	1	-3	7303	4821
FZD9	1	1	7304	-776
CHRNG	1	0	7305	1910
CLCN2	1	-1	7306	3453
CNGA2	1	1	7307	-774
Nucleoporin 210kDa	1	1	7308	-774
AKIP1	1	1	7309	-774
ATXN7L2	1	1	7310	-778
CKMT2	1	0	7311	1912
SLC25A38	1	0	7312	1912
CMTX3	1	1	7313	-779
CHRND	1	0	7314	1913
DGUOK	1	1	7315	-780
ARV1	1	-1	7316	3456
DSTN	1	1	7317	-797
SLC1A6	1	-1	7318	3449
COQ7	1	0	7319	1906
CSTF1	1	0	7320	1902
CSNK2B	1	-1	7321	3445
PARP4	1	1	7322	-802
ADH1C	1	1	7323	-803
CTRL	1	1	7324	-803
CSRP1	1	1	7325	-804
CCNT2	1	1	7326	-805
CSNK2A2	1	-1	7327	3444
CPN1	1	-1	7328	3442
CNN2	1	0	7329	1899
CNN1	1	1	7330	-805
CLDN7	1	0	7331	1898
CPN2	1	1	7332	-806
CRYBB2	1	1	7333	-808
CRYGC	1	1	7334	-816
SLC31A1	1	-2	7335	4298
CDK11B	1	-2	7336	4297
CDR2	1	-1	7337	3440
CDC34	1	0	7338	1897
CETN3	1	1	7339	-819
AAMP	1	1	7340	-821
ABCF1	1	0	7341	1893
CDS1	1	0	7342	1893
CDX4	1	-3	7343	4836
CETN1	1	1	7344	-824
ABR	1	1	7345	-828
ASIC1	1	0	7346	1888
EIF4G1	1	-2	7347	4296
CELSR3	1	-2	7348	4291
EFNA3	1	1	7349	-831
EGR3	1	-4	7350	5219
ARF3	1	1	7351	-832
BMP8B	1	1	7352	-835
ARL4D	1	-2	7353	4290
APBB2	1	1	7354	-834
ANXA7	1	0	7355	1889
APBA2	1	1	7356	-834
ARL2	1	1	7357	-835
AQP9	1	0	7358	1888
ANXA13	1	1	7359	-836
TRIM23	1	1	7360	-840
NUDT2	1	0	7361	1888
APLP1	1	1	7362	-844
SHROOM2	1	1	7363	-846
RHOH	1	0	7364	1885
FPR3	1	-3	7365	4851
AMBN	1	-1	7366	3443
AEBP1	1	0	7367	1887
AP2A1	1	-1	7368	3441
IQSEC3	1	0	7369	1881
NEBL	1	0	7370	1880
ADGRA2	1	1	7371	-852
BMP5	1	-1	7372	3434
ATP2A1	1	-3	7373	4853
ATP12A	1	1	7374	-855
DAPK1	1	-1	7375	3436
BMP8A	1	-1	7376	3436
CYB5R3	1	1	7377	-854
ATP6V1E1	1	1	7378	-856
DIAPH2	1	0	7379	1878
CYP4B1	1	0	7380	1878
CYP26A1	1	-1	7381	3439
ATP5PO	1	1	7382	-855
FXYD2	1	-2	7383	4300
ATP6V1C1	1	0	7384	1874
ATP1A4	1	0	7385	1872
SMAD5	1	-1	7386	3438
DARS1	1	-1	7387	3437
CYB5A	1	-1	7388	3437
GABRP	1	-1	7389	3437
GABPB1	1	0	7390	1869
GANC	1	1	7391	-861
GAS1	1	0	7392	1869
GABRG1	1	-4	7393	5245
GABRG3	1	-2	7394	4303
FZD2	1	-1	7395	3434
FUT7	1	-1	7396	3433
DNA2	1	1	7397	-860
DLG3	1	-1	7398	3430
DOK1	1	-1	7399	3430
DDX5	1	-8	7400	6074
BCYRN1	1	0	7401	1866
BNIP2	1	1	7402	-872
DXO	1	1	7403	-873
BOK	1	1	7404	-875
DMWD	1	1	7405	-876
ARID3A	1	-1	7406	3424
BPTF	1	-1	7407	3421
GTF2H1	1	1	7408	-881
FHIT	1	0	7409	1865
MAP4	1	-3	7410	4876
GSTM3	1	-1	7411	3424
FKBP1B	1	0	7412	1862
MATK	1	-1	7413	3424
FCN2	1	0	7414	1862
GTF2A1	1	1	7415	-888
MATN1	1	-1	7416	3425
GSTT2	1	0	7417	1863
ARHGAP35	1	-2	7418	4309
MATN2	1	-1	7419	3422
MCC	1	1	7420	-888
EEF1A2	1	0	7421	1860
DVL3	1	-1	7422	3423
EPB41L2	1	1	7423	-890
GCKR	1	0	7424	1862
ZFYVE9	1	0	7425	1859
ELF3	1	1	7426	-891
EML1	1	-1	7427	3423
DUSP5	1	-1	7428	3422
EEF1D	1	1	7429	-897
PHC1	1	-4	7430	5271
DTYMK	1	-1	7431	3422
DUSP8	1	0	7432	1853
ECM2	1	1	7433	-901
EMP2	1	0	7434	1849
ELF4	1	1	7435	-903
DTX1	1	0	7436	1845
HBAP1	1	1	7437	-906
HCLS1	1	1	7438	-918
H1-3	1	1	7439	-920
GUK1	1	0	7440	1840
GNAT2	1	-1	7441	3407
OR10H1	1	1	7442	-926
GLRB	1	0	7443	1833
OR4A16	1	1	7444	-928
FBXL5	1	-3	7445	4896
EPHA7	1	-1	7446	3405
GPD1	1	1	7447	-929
EVC	1	-2	7448	4316
GPM6B	1	1	7449	-933
GNG7	1	0	7450	1833
ETFB	1	1	7451	-936
GP2	1	1	7452	-940
GNRH2	1	1	7453	-943
GNGT2	1	0	7454	1828
EYA4	1	0	7455	1828
FRA1J	1	1	7456	-945
BORCS8-MEF2B	1	1	7457	-950
FLT3LG	1	1	7458	-953
PSMB4	1	0	7459	1816
PSMD10	1	-1	7460	3397
PSG5	1	0	7461	1816
KLK10	1	1	7462	-960
PRKX	1	1	7463	-962
PSMA2	1	1	7464	-962
PSME2	1	0	7465	1812
PSMA6	1	1	7466	-962
PSG9	1	1	7467	-962
HOXC5	1	0	7468	1813
PRM2	1	0	7469	1812
PSG6	1	0	7470	1812
PSG2	1	1	7471	-960
PSMC5	1	1	7472	-960
MAPK6	1	-2	7473	4322
PSMD3	1	0	7474	1812
PSMA7	1	0	7475	1811
PSMC3	1	1	7476	-962
PSG3	1	1	7477	-963
HOXC4	1	-2	7478	4324
PSMB2	1	0	7479	1810
PSMC2	1	0	7480	1810
PTPRG	1	-2	7481	4326
PYGB	1	0	7482	1805
PTPRF	1	-1	7483	3404
ALDH18A1	1	-2	7484	4323
RAD1	1	0	7485	1804
RAP1GDS1	1	1	7486	-968
ICA1	1	-1	7487	3403
PTPRN2	1	1	7488	-972
IGFBP6	1	-2	7489	4324
IGHG3	1	1	7490	-972
RAP1B	1	1	7491	-974
DYNLT3	1	1	7492	-974
ABCD4	1	1	7493	-974
RANBP1	1	0	7494	1802
DNAJA1	1	0	7495	1800
HSP90AB1	1	-2	7496	4326
HSPB2	1	1	7497	-975
MLLT3	1	0	7498	1801
AFDN	1	0	7499	1795
MMP16	1	1	7500	-975
MMP17	1	-3	7501	4926
MLLT1	1	-1	7502	3409
PRPF3	1	1	7503	-977
GPR25	1	-2	7504	4332
MAGEB2	1	1	7505	-977
GPR33	1	-1	7506	3410
MAGEA10	1	0	7507	1800
MAGEA5P	1	1	7508	-978
ARHGEF5	1	1	7509	-980
GPR12	1	1	7510	-980
MXD1	1	1	7511	-983
GRK4	1	-1	7512	3410
GPR22	1	-1	7513	3410
GPR20	1	-1	7514	3410
GRIK3	1	1	7515	-987
LPAR4	1	0	7516	1800
MAGEA2	1	1	7517	-987
GPS1	1	0	7518	1798
GRIK5	1	0	7519	1798
MDFI	1	1	7520	-985
ASAH2C	1	1	7521	-987
MAGEA8	1	1	7522	-988
GPR39	1	1	7523	-988
DNAJB2	1	1	7524	-994
CTAGE5	1	1	7525	-1002
IDH3A	1	-3	7526	4942
IFI35	1	-1	7527	3416
IFNA10	1	1	7528	-1003
HPCAL1	1	0	7529	1798
MGAT1	1	-5	7530	5639
HSD17B3	1	1	7531	-1001
IFNA17	1	-2	7532	4345
ABCB5	1	-4	7533	5339
MFAP2	1	0	7534	1801
MELTF	1	0	7535	1801
CHGB	1	0	7536	1801
METTL1	1	1	7537	-997
IFNA8	1	1	7538	-998
SP110	1	0	7539	1801
IDDM11	1	-4	7540	5344
MFNG	1	1	7541	-1000
ZBTB48	1	1	7542	-1003
HIVEP2	1	-2	7543	4353
HGFAC	1	-1	7544	3426
ALDH9A1	1	1	7545	-1004
RPTN	1	1	7546	-1008
GSTA3	1	1	7547	-1011
HIP1	1	-1	7548	3421
FTH1P3	1	1	7549	-1010
CENPI	1	-2	7550	4351
ADGRB2	1	-1	7551	3423
CCNH	1	-2	7552	4352
INPP5A	1	-1	7553	3423
TERF2	1	1	7554	-1009
TESK1	1	1	7555	-1009
INSL4	1	-1	7556	3422
THBS3	1	1	7557	-1013
THBS4	1	1	7558	-1014
TFDP1	1	-1	7559	3422
TGM4	1	-1	7560	3420
TFCP2	1	1	7561	-1016
ING1	1	-1	7562	3421
ITIH2	1	1	7563	-1016
TEF	1	-2	7564	4357
TFAP2B	1	1	7565	-1018
MNT	1	1	7566	-1018
ANOS1	1	-2	7567	4357
RAB5B	1	1	7568	-1019
MNAT1	1	1	7569	-1021
RAB6A	1	1	7570	-1021
TLE3	1	0	7571	1800
MOV10	1	1	7572	-1022
MPP2	1	1	7573	-1025
MOCS1	1	1	7574	-1025
QARS1	1	0	7575	1795
RBMS1	1	1	7576	-1027
RAB5C	1	-1	7577	3420
ITPKA	1	1	7578	-1032
TLE2	1	1	7579	-1033
RFC3	1	0	7580	1789
TK2	1	0	7581	1789
TIAM1	1	0	7582	1789
TLL1	1	-5	7583	5680
DPF2	1	1	7584	-1033
TMOD1	1	0	7585	1788
KLF10	1	0	7586	1788
TMF1	1	1	7587	-1031
TLE4	1	-1	7588	3421
RCN2	1	1	7589	-1031
RGS7	1	0	7590	1784
TNNT3	1	-1	7591	3421
LTC4S	1	1	7592	-1037
CLEC3B	1	-1	7593	3417
MT1E	1	1	7594	-1047
RGS12	1	1	7595	-1047
MTX1	1	1	7596	-1050
NDUFB7	1	0	7597	1780
SNCB	1	-5	7598	5685
RPN2	1	-1	7599	3417
NDUFA2	1	0	7600	1782
NCF2	1	-1	7601	3418
NARS1	1	0	7602	1781
RPS4Y1	1	-1	7603	3418
DRG1	1	0	7604	1781
