# gene	views	view_delta	view_rank	view_rank_delta
PCMT1	1	0	6869	8
NUP205	1	1	6870	-2723
FAM120A	1	0	6871	7
USP16	1	0	6872	7
PCDHGC3	1	1	6873	-2721
TBL3	1	1	6874	-2722
CCT4	1	0	6875	8
PCSK5	1	1	6876	-2722
PDE7A	1	-1	6877	1618
FAM20B	1	1	6878	-2721
SYNE2	1	-2	6879	2670
EXOC5	1	1	6880	-2723
POLR2D	1	1	6881	-2725
IQSEC1	1	1	6882	-2725
COBL	1	-6	6883	4566
CLEC16A	1	-1	6884	1616
PNN	1	-6	6885	4567
PDE6A	1	0	6886	7
PDE8A	1	0	6887	7
BOP1	1	1	6888	-2731
IGF2BP2	1	-5	6889	4252
ADGRL2	1	-4	6890	3845
CHMP1A	1	1	6891	-2736
VAMP8	1	1	6892	-2744
H3C4	1	-2	6893	2676
H2BC17	1	0	6894	7
H3C11	1	1	6895	-2745
VAMP4	1	0	6896	8
STX16	1	-1	6897	1624
EIF3G	1	1	6898	-2744
H3C1	1	1	6899	-2745
CLUH	1	0	6900	7
OR1E2	1	1	6901	-2750
H4C8	1	0	6902	6
JMJD7-PLA2G4B	1	1	6903	-2752
H3C6	1	0	6904	6
H4C6	1	0	6905	5
H4C11	1	1	6906	-2753
H2BC4	1	-2	6907	2686
H4C7	1	1	6908	-2755
H2BC10	1	-1	6909	1633
HIST1H3C	1	0	6910	6
H2BC21	1	-2	6911	2689
DYNLL1	1	-2	6912	2688
H4C1	1	0	6913	7
ADAP1	1	1	6914	-2758
COG5	1	1	6915	-2762
HMGN4	1	-1	6916	1634
SRSF11	1	1	6917	-2762
PLPP2	1	1	6918	-2762
RRP1	1	1	6919	-2772
PFDN6	1	1	6920	-2774
PLA2G4C	1	1	6921	-2774
KCNB2	1	0	6922	2
CNOT8	1	1	6923	-2777
TMED2	1	1	6924	-2778
PPP4R1	1	0	6925	1
KHSRP	1	0	6926	1
FGFBP1	1	0	6927	0
GNPDA1	1	1	6928	-2779
GTF3C5	1	1	6929	-2779
BAIAP2	1	-2	6930	2700
RCE1	1	1	6931	-2782
PPEF1	1	1	6932	-2784
IPO8	1	-1	6933	1636
SEC23B	1	1	6934	-2783
RECK	1	-2	6935	2700
SASH1	1	1	6936	-2791
UTF1	1	0	6937	3
DNAH11	1	-4	6938	3885
PPM1G	1	1	6939	-2789
SOAT2	1	1	6940	-2789
TAGLN2	1	0	6941	5
UNC13B	1	1	6942	-2791
KRT38	1	1	6943	-2793
FHOD1	1	1	6944	-2798
SOX14	1	0	6945	6
PIP5K1B	1	0	6946	6
SZT2	1	1	6947	-2806
STX7	1	-2	6948	2707
ESYT1	1	1	6949	-2808
EIF3M	1	0	6950	6
PPL	1	-2	6951	2709
USP22	1	0	6952	6
SCG5	1	-2	6953	2710
DLGAP5	1	1	6954	-2806
SIX1	1	0	6955	5
UQCRC1	1	0	6956	5
MTSS1	1	-2	6957	2713
SLC1A1	1	0	6958	4
SLC4A3	1	0	6959	4
PHYHIP	1	1	6960	-2811
FZD4	1	0	6961	5
DHX38	1	0	6962	5
SH3BGR	1	1	6963	-2811
MELK	1	-3	6964	3448
BRAP	1	1	6965	-2810
NR1H2	1	-5	6966	4317
CKAP5	1	-3	6967	3450
SLC6A6	1	-3	6968	3450
SIPA1	1	1	6969	-2810
SNX17	1	-1	6970	1658
ST3GAL3	1	-4	6971	3915
UQCRFS1	1	1	6972	-2812
UFD1	1	0	6973	5
PON2	1	1	6974	-2812
COPB2	1	1	6975	-2812
MTREX	1	1	6976	-2812
ANP32D	1	-5	6977	4326
GPR37L1	1	0	6978	4
P2RY14	1	1	6979	-2814
RBM8A	1	-2	6980	2725
CAMTA1	1	-3	6981	3456
PDK3	1	1	6982	-2815
PDHB	1	-2	6983	2727
MAGED2	1	0	6984	1
SCFD1	1	-7	6985	4880
COPS8	1	1	6986	-2812
WDR46	1	1	6987	-2813
POU3F1	1	-3	6988	3462
ZNF281	1	1	6989	-2818
TNPO3	1	1	6990	-2820
HS3ST2	1	0	6991	3
DLEC1	1	1	6992	-2820
POU4F3	1	1	6993	-2821
PAN2	1	1	6994	-2823
GOSR1	1	-2	6995	2733
GAL3ST1	1	-2	6996	2733
SPON2	1	0	6997	5
STAMBP	1	-3	6998	3469
SEC24B	1	1	6999	-2824
POLR3C	1	0	7000	2
OLFM1	1	0	7001	1
RPH3AL	1	1	7002	-2826
VRK2	1	-1	7003	1683
ZAN	1	1	7004	-2827
TIMM17A	1	0	7005	1
MCRS1	1	0	7006	-5
SV2B	1	-1	7007	1682
LAT2	1	0	7008	-5
TESK2	1	0	7009	-7
PSME3	1	-1	7010	1684
RHOBTB1	1	1	7011	-2825
NELFA	1	1	7012	-2825
PGRMC2	1	-2	7013	2744
ERLIN1	1	1	7014	-2830
IPO7	1	0	7015	-4
UBAC1	1	1	7016	-2829
HEXIM1	1	-1	7017	1689
TOX4	1	1	7018	-2838
P3H3	1	1	7019	-2842
PPP2R5C	1	1	7020	-2842
CGREF1	1	1	7021	-2846
FNBP4	1	1	7022	-2846
PTPA	1	1	7023	-2846
CELF2	1	-1	7024	1693
ARHGEF12	1	0	7025	-3
ZDHHC8	1	1	7026	-2844
ANKRD11	1	1	7027	-2844
WNT7B	1	0	7028	-6
TAGLN3	1	1	7029	-2844
CARD10	1	1	7030	-2844
TSBP1	1	1	7031	-2844
PPP2R3A	1	1	7032	-2846
FARS2	1	-1	7033	1699
PPP1R8	1	1	7034	-2846
PPP1R3C	1	0	7035	-5
ZNF629	1	0	7036	-5
PACSIN3	1	0	7037	-6
PPP4C	1	-4	7038	3972
PUM2	1	0	7039	-9
USP25	1	-2	7040	2763
DHX16	1	0	7041	-10
CRTC1	1	0	7042	-11
PPP1R10	1	1	7043	-2846
PSD3	1	-1	7044	1705
PPP3CB	1	0	7045	-10
SMG5	1	-3	7046	3508
LARP1	1	-6	7047	4715
KCNH3	1	-1	7048	1708
SLC17A1	1	-1	7049	1707
GLYAT	1	1	7050	-2843
SLC7A2	1	1	7051	-2846
CUL7	1	1	7052	-2847
RIDA	1	1	7053	-2847
SLC14A1	1	-1	7054	1707
SF3B3	1	0	7055	-6
TPSD1	1	-1	7056	1707
PKLR	1	1	7057	-2851
GPR161	1	1	7058	-2851
RYBP	1	0	7059	-3
GRIP1	1	-1	7060	1708
CEP170	1	1	7061	-2851
KCNH4	1	1	7062	-2852
SLCO2A1	1	0	7063	-4
GINS1	1	-1	7064	1708
RASGRP2	1	1	7065	-2862
ZFPM2	1	-1	7066	1709
MAGI2	1	-1	7067	1708
STX6	1	0	7068	-6
KDM5B	1	-2	7069	2787
NUP50	1	1	7070	-2864
B4GAT1	1	1	7071	-2864
ZFAND5	1	1	7072	-2864
MAP3K2	1	0	7073	-5
TRIM31	1	-1	7074	1712
TRAF3IP2	1	-2	7075	2792
PKN2	1	1	7076	-2864
PRKCB	1	-2	7077	2791
PLAC1	1	-5	7078	4417
GSPT2	1	0	7079	-7
APOL2	1	1	7080	-2871
AHCYL1	1	-3	7081	3538
FLRT2	1	1	7082	-2870
ADRM1	1	0	7083	-6
NUDT21	1	0	7084	-12
AIPL1	1	1	7085	-2878
TAF6	1	-1	7086	1720
KIF4A	1	-1	7087	1719
TARS1	1	-2	7088	2798
PRKCG	1	-2	7089	2797
PIM2	1	-1	7090	1721
ABCF2	1	1	7091	-2879
QPCT	1	-3	7092	3546
MALL	1	0	7093	-11
PDCD7	1	1	7094	-2883
KAT7	1	-2	7095	2800
ST8SIA4	1	-3	7096	3547
KCNAB1	1	0	7097	-10
REEP5	1	-1	7098	1724
GCA	1	0	7099	-10
OR2H1	1	1	7100	-2887
SERPINB7	1	0	7101	-9
B4GALT2	1	0	7102	-11
PWP1	1	1	7103	-2891
PTPRU	1	0	7104	-11
B3GALT4	1	1	7105	-2890
RWDD2B	1	1	7106	-2892
ARPC3	1	1	7107	-2893
SCAMP3	1	-2	7108	2811
SNUPN	1	0	7109	-13
NELFE	1	0	7110	-14
CPNE6	1	1	7111	-2899
USO1	1	0	7112	-14
MED6	1	1	7113	-2899
RAB9A	1	0	7114	-14
H2AC13	1	0	7115	-14
PPT2	1	0	7116	-14
CCNI	1	0	7117	-16
THOC1	1	1	7118	-2900
PLAA	1	0	7119	-20
SNAP29	1	-1	7120	1732
UBE4A	1	1	7121	-2901
NDST3	1	1	7122	-2903
SRA1	1	0	7123	-20
GFI1B	1	-1	7124	1731
SLC9A3R2	1	1	7125	-2904
H2AC20	1	1	7126	-2904
H2BC8	1	-2	7127	2820
CASP8AP2	1	1	7128	-2906
TAOK2	1	1	7129	-2906
THRAP3	1	1	7130	-2907
UQCR11	1	-1	7131	1735
STXBP2	1	-1	7132	1735
PXDN	1	-3	7133	3577
WSB1	1	1	7134	-2908
TDRKH	1	-2	7135	2822
RAB35	1	-6	7136	4796
SLC27A4	1	-2	7137	2822
TTLL3	1	1	7138	-2912
STK4	1	-3	7139	3582
PTP4A1	1	-3	7140	3581
MOGS	1	1	7141	-2914
VAX1	1	1	7142	-2914
KDELR2	1	0	7143	-11
TACC1	1	0	7144	-11
TAC3	1	-1	7145	1738
WBP1	1	-1	7146	1736
ZBTB33	1	-2	7147	2826
ATRN	1	-1	7148	1736
PYGO1	1	1	7149	-2917
STX4	1	1	7150	-2919
SLC30A1	1	0	7151	-11
LILRA1	1	0	7152	-12
SLC30A4	1	0	7153	-12
HIRIP3	1	1	7154	-2925
ATF7	1	-2	7155	2830
GLIPR1	1	0	7156	-10
ELOVL4	1	-1	7157	1739
MAP4K3	1	1	7158	-2923
SORBS2	1	-2	7159	2833
KIF2C	1	-2	7160	2833
STXBP3	1	0	7161	-6
TUBA1A	1	-1	7162	1742
ZBTB20	1	0	7163	-7
YTHDC2	1	0	7164	-10
TRIM29	1	1	7165	-2922
ZKSCAN5	1	1	7166	-2922
KLC2	1	0	7167	-9
MARCHF7	1	-2	7168	2839
LDOC1	1	-1	7169	1746
FGF17	1	-3	7170	3603
PLEKHG2	1	1	7171	-2925
SNHG1	1	0	7172	-9
TMEFF2	1	1	7173	-2924
PRKD3	1	1	7174	-2927
SSBP2	1	1	7175	-2933
METTL4	1	1	7176	-2938
PCDH20	1	1	7177	-2939
NUDT3	1	1	7178	-2939
SSR4	1	0	7179	-10
HOOK2	1	1	7180	-2948
YWHAG	1	1	7181	-2948
PPP6C	1	1	7182	-2957
ZIC3	1	1	7183	-2959
NCAPH	1	-2	7184	2853
STAG3	1	-1	7185	1753
PRB1	1	0	7186	-10
PRKACG	1	-2	7187	2854
FUT9	1	1	7188	-2963
CERS1	1	1	7189	-2964
PPP3R2	1	1	7190	-2964
B3GNT2	1	-1	7191	1756
PRKAA2	1	0	7192	-9
GPR171	1	1	7193	-2963
PPP3CC	1	0	7194	-9
RASD2	1	1	7195	-2966
ADAM18	1	1	7196	-2973
TSFM	1	1	7197	-2975
PIGN	1	0	7198	-14
TSPAN12	1	1	7199	-2976
ARL4A	1	0	7200	-13
OR2W1	1	-1	7201	1761
TSPAN3	1	-1	7202	1761
MPDZ	1	-4	7203	4115
ST7	1	1	7204	-2978
BRD3	1	-1	7205	1763
WBP2	1	0	7206	-14
TRAP1	1	-1	7207	1763
SEM1	1	-3	7208	3627
STAM	1	0	7209	-12
NAPG	1	0	7210	-12
ERG28	1	1	7211	-2977
GLRA3	1	0	7212	-11
CDC42EP4	1	0	7213	-11
SGK2	1	-3	7214	3631
KIF20A	1	0	7215	-11
ENOX1	1	1	7216	-2984
MRPL41	1	1	7217	-2984
TASOR2	1	1	7218	-2985
MRPS9	1	1	7219	-2987
NSD3	1	-2	7220	2875
BAZ1A	1	1	7221	-2987
BLOC1S6	1	-2	7222	2876
KCNG2	1	0	7223	-16
OPTC	1	-1	7224	1769
SARS2	1	1	7225	-3006
PKP3	1	1	7226	-3007
BPNT2	1	0	7227	-17
FAM107A	1	-2	7228	2881
ZNF277	1	1	7229	-3006
PLA2G2D	1	0	7230	-16
FBXO4	1	0	7231	-18
MAP4K5	1	-1	7232	1773
CCDC40	1	0	7233	-18
ACOT9	1	0	7234	-20
SRI	1	-1	7235	1773
PDSS1	1	0	7236	-23
C11orf1	1	1	7237	-3012
SUCLG2	1	1	7238	-3014
DAPK2	1	0	7239	-22
IL18RAP	1	-2	7240	2888
ZMYND8	1	0	7241	-22
ORC6	1	1	7242	-3015
SSR1	1	-2	7243	2889
TMEM50A	1	1	7244	-3024
RGS9	1	-4	7245	4153
RO60	1	1	7246	-3023
MBNL2	1	-1	7247	1779
PATZ1	1	0	7248	-18
CELA3A	1	0	7249	-18
CREG1	1	-1	7250	1781
SMUG1	1	1	7251	-3022
CLEC5A	1	-3	7252	3663
CEP85	1	1	7253	-3023
EFCAB6	1	1	7254	-3023
PARP12	1	-1	7255	1785
CORO1C	1	-1	7256	1784
CCNDBP1	1	1	7257	-3023
RGS11	1	1	7258	-3023
ABCC5	1	1	7259	-3024
DSTYK	1	1	7260	-3024
RCAN3	1	-1	7261	1787
VAMP5	1	1	7262	-3026
TAF13	1	-1	7263	1788
PRSS23	1	0	7264	-12
KIAA1549L	1	1	7265	-3024
MED16	1	-1	7266	1790
C22orf31	1	0	7267	-10
GCFC2	1	1	7268	-3023
SLC17A3	1	-3	7269	3676
PARP3	1	1	7270	-3022
TAF4B	1	-1	7271	1790
FSCN2	1	0	7272	-9
NUP42	1	1	7273	-3026
TAL2	1	1	7274	-3028
ZNF274	1	1	7275	-3028
TALDO1	1	1	7276	-3029
ELOB	1	-6	7277	4925
RASGRP3	1	1	7278	-3030
TPPP	1	-1	7279	1792
CHAF1A	1	-1	7280	1792
NAA80	1	1	7281	-3031
NCKAP1	1	0	7282	-4
VAMP7	1	1	7283	-3039
SYCP1	1	-1	7284	1793
TIPIN	1	-1	7285	1791
C1orf109	1	1	7286	-3043
TMEM70	1	1	7287	-3047
INTS11	1	1	7288	-3047
ODAM	1	1	7289	-3047
THG1L	1	1	7290	-3047
SULT2A1	1	-5	7291	4607
SYPL1	1	1	7292	-3052
SULT1C2	1	1	7293	-3052
TRIM68	1	0	7294	0
VAMP1	1	-3	7295	3697
SLC41A3	1	1	7296	-3058
SLC35F6	1	1	7297	-3058
SAR1B	1	0	7298	2
NOCT	1	1	7299	-3060
RLIM	1	-5	7300	4615
MRPS2	1	1	7301	-3061
ZNF706	1	1	7302	-3061
TXN2	1	1	7303	-3062
ASPSCR1	1	0	7304	-1
ATG9A	1	-4	7305	4205
COPS4	1	-2	7306	2936
ASB3	1	1	7307	-3067
SLC39A10	1	1	7308	-3069
SBDS	1	-5	7309	4623
SLCO2B1	1	0	7310	4
VPS45	1	0	7311	4
ZMIZ1	1	0	7312	3
PNKP	1	-4	7313	4212
USP20	1	-2	7314	2940
STARD7	1	1	7315	-3074
AGPAT3	1	-2	7316	2941
POLR1G	1	-1	7317	1815
NPFFR2	1	-4	7318	4216
DUSP22	1	0	7319	5
CPLANE1	1	1	7320	-3075
STARD10	1	0	7321	5
CPLX1	1	0	7322	5
TUBGCP2	1	0	7323	3
FAM114A2	1	0	7324	3
PPP2R3C	1	0	7325	2
ADAM28	1	-3	7326	3723
PCDH15	1	-1	7327	1818
CYP46A1	1	0	7328	3
NBEAL1	1	0	7329	3
PPP1R13L	1	1	7330	-3090
PMEPA1	1	-1	7331	1820
PINX1	1	0	7332	3
MARCKSL1	1	0	7333	0
CLN6	1	-2	7334	2951
SDCCAG8	1	0	7335	1
WDR47	1	-1	7336	1823
MRNIP	1	1	7337	-3091
TRAK1	1	0	7338	1
WHRN	1	-2	7339	2953
FAN1	1	-3	7340	3735
LY6G6E	1	0	7341	0
DYNC1LI1	1	1	7342	-3100
BBLN	1	1	7343	-3100
RAB26	1	1	7344	-3101
CARD8	1	-2	7345	2956
COG4	1	0	7346	-1
ZNF365	1	0	7347	-1
TAF1D	1	1	7348	-3107
DAZ3	1	1	7349	-3109
MAN1A2	1	-1	7350	1832
GPR83	1	0	7351	1
AKR1B10	1	1	7352	-3111
MTMR9	1	1	7353	-3112
TOMM22	1	-1	7354	1834
LYNX1	1	0	7355	1
CYP4F12	1	0	7356	1
LHX9	1	0	7357	1
FUNDC2	1	-6	7358	5000
NT5M	1	-1	7359	1837
CYP39A1	1	1	7360	-3121
CCNL1	1	0	7361	1
SLC12A9	1	1	7362	-3120
CIAPIN1	1	1	7363	-3121
PLSCR2	1	-1	7364	1840
CD320	1	0	7365	2
HROB	1	-1	7366	1839
CCDC47	1	1	7367	-3123
COQ9	1	-1	7368	1840
TRAK2	1	0	7369	2
VNN2	1	-4	7370	4264
YJU2	1	1	7371	-3133
SMC1B	1	1	7372	-3135
DLEU2	1	1	7373	-3136
KLK14	1	-2	7374	2975
STK19	1	0	7375	4
PRPF40A	1	1	7376	-3139
SNRNP200	1	0	7377	4
RABL6	1	1	7378	-3140
CDK5R1	1	-1	7379	1846
SGPL1	1	1	7380	-3141
FUBP1	1	-1	7381	1845
FCGBP	1	-3	7382	3768
TAX1BP3	1	0	7383	4
ST3GAL5	1	1	7384	-3143
LMBR1L	1	1	7385	-3143
NBPF1	1	-2	7386	2984
RUFY2	1	-1	7387	1846
PEX26	1	-1	7388	1846
ARHGEF7	1	-1	7389	1845
CCN5	1	1	7390	-3145
SYNJ2	1	0	7391	7
SDCBP2	1	0	7392	7
LMO4	1	-2	7393	2990
CDC14B	1	1	7394	-3146
MRPL4	1	1	7395	-3146
YBX2	1	1	7396	-3147
GJC2	1	1	7397	-3148
SLURP1	1	-2	7398	2994
PIAS1	1	-1	7399	1852
APIP	1	-1	7400	1852
BLZF1	1	0	7401	8
DDX19B	1	1	7402	-3145
SP140	1	1	7403	-3145
AP3B1	1	-2	7404	2997
GAS7	1	-1	7405	1854
UTP18	1	1	7406	-3149
CHMP1B	1	0	7407	10
ATP6V1D	1	1	7408	-3152
DUSP12	1	1	7409	-3152
CUTC	1	1	7410	-3153
TRAPPC4	1	-1	7411	1858
UCHL5	1	1	7412	-3152
ANGPT4	1	0	7413	14
NXPH3	1	-1	7414	1860
TNNI3K	1	0	7415	10
DENR	1	1	7416	-3167
EIF3L	1	1	7417	-3167
OLFML2B	1	0	7418	11
C1orf35	1	0	7419	10
ZNF521	1	1	7420	-3173
MMP28	1	0	7421	9
SOSTDC1	1	-1	7422	1862
PTPN23	1	1	7423	-3185
KIFAP3	1	1	7424	-3187
EFHD2	1	1	7425	-3187
PLEKHG4	1	1	7426	-3191
TTC39A	1	0	7427	7
ALG6	1	1	7428	-3190
RAB18	1	-1	7429	1865
POLR1A	1	1	7430	-3189
GEMIN5	1	1	7431	-3190
TNIP2	1	-1	7432	1866
TMEM43	1	-1	7433	1865
PAXIP1	1	-2	7434	3021
FA2H	1	-5	7435	4743
CENPO	1	1	7436	-3194
ACIN1	1	0	7437	14
RCBTB1	1	1	7438	-3197
MACO1	1	0	7439	13
PRMT6	1	0	7440	9
EHD3	1	1	7441	-3201
KCNIP1	1	1	7442	-3202
APPL2	1	1	7443	-3202
RMDN3	1	0	7444	6
CERS2	1	-1	7445	1868
RNF220	1	0	7446	6
SOCS7	1	0	7447	6
STRN3	1	1	7448	-3209
VSX1	1	-2	7449	3031
MRPS18A	1	1	7450	-3211
RHOD	1	1	7451	-3213
PDAP1	1	1	7452	-3214
TOP3B	1	1	7453	-3218
MTA3	1	-1	7454	1869
SERINC1	1	1	7455	-3220
GPR158	1	-4	7456	4340
EXOC3	1	1	7457	-3224
BAIAP3	1	1	7458	-3224
ETV7	1	1	7459	-3228
VSIG4	1	-5	7460	4762
TWF2	1	1	7461	-3227
PPHLN1	1	0	7462	9
UFC1	1	0	7463	7
NCKIPSD	1	1	7464	-3231
SCRG1	1	1	7465	-3235
SIRT7	1	-7	7466	5329
ATP6V0E1	1	0	7467	5
LAMB4	1	1	7468	-3242
HOOK1	1	1	7469	-3243
PI15	1	1	7470	-3244
GOPC	1	-2	7471	3045
ZBTB7B	1	1	7472	-3243
SPTBN5	1	-1	7473	1878
RASSF8	1	1	7474	-3242
CAMK1D	1	0	7475	9
RAB25	1	1	7476	-3242
ARFGAP3	1	1	7477	-3242
ENC1	1	0	7478	10
POLG2	1	-1	7479	1883
ITGA8	1	-3	7480	3856
ZNF695	1	1	7481	-3241
ENTPD7	1	0	7482	6
NME8	1	0	7483	6
NUP107	1	0	7484	4
PAM16	1	-1	7485	1882
ZHX1	1	0	7486	2
RPS27L	1	0	7487	1
PLSCR4	1	0	7488	1
RNF139	1	0	7489	-1
ZNF593	1	1	7490	-3252
PMF1	1	1	7491	-3252
CCAR1	1	0	7492	-6
NAAA	1	1	7493	-3252
NSUN5	1	0	7494	-9
PARVA	1	1	7495	-3257
SIT1	1	0	7496	-10
POLR3E	1	1	7497	-3257
SULT1C4	1	1	7498	-3257
CPNE3	1	1	7499	-3259
MMADHC	1	0	7500	-10
TAX1BP1	1	-1	7501	1891
TUBGCP4	1	1	7502	-3267
SGCE	1	-1	7503	1892
EIF2B3	1	1	7504	-3267
ZFP64	1	1	7505	-3267
CACNA1I	1	-2	7506	3066
TENM3	1	-1	7507	1893
AP1G2	1	1	7508	-3270
AP1M1	1	-2	7509	3067
LSM3	1	1	7510	-3271
SNURF	1	0	7511	-5
GPR78	1	-2	7512	3069
SNTG1	1	0	7513	-7
OTUD6B	1	0	7514	-7
DCUN1D1	1	-1	7515	1899
SEC31A	1	-2	7516	3070
FNDC3A	1	1	7517	-3281
LRRN3	1	0	7518	-10
MRS2	1	1	7519	-3280
TAS2R5	1	1	7520	-3282
CBX8	1	0	7521	-10
DPH5	1	1	7522	-3283
NDFIP2	1	1	7523	-3283
UNC93A	1	0	7524	-9
C21orf91	1	1	7525	-3282
FASTKD2	1	-1	7526	1909
MXRA8	1	1	7527	-3282
RAB22A	1	0	7528	-7
PPP4R3B	1	1	7529	-3284
PLEKHA6	1	1	7530	-3284
P4HTM	1	0	7531	-8
DPM3	1	1	7532	-3286
CILK1	1	-1	7533	1910
CEMIP	1	-2	7534	3084
PARP14	1	1	7535	-3286
LMTK2	1	-1	7536	1910
PCSK4	1	0	7537	-9
FBXW5	1	0	7538	-10
MIF4GD	1	-1	7539	1912
GAR1	1	0	7540	-12
MIEF1	1	1	7541	-3284
KRT23	1	-2	7542	3090
WDR37	1	0	7543	-11
BZW2	1	-1	7544	1915
TSKU	1	-1	7545	1913
IL17RD	1	1	7546	-3282
DHRS7B	1	1	7547	-3283
DNAJC10	1	1	7548	-3286
PNISR	1	0	7549	-13
OTUD4	1	1	7550	-3289
RNF216	1	0	7551	-13
RWDD3	1	1	7552	-3301
CC2D2A	1	1	7553	-3302
PHLDA1	1	0	7554	-16
TAOK1	1	0	7555	-16
DIP2B	1	1	7556	-3301
SEMA6A	1	0	7557	-15
ARMCX3	1	1	7558	-3308
PDZD4	1	1	7559	-3311
ZBED2	1	1	7560	-3311
HSPA4L	1	0	7561	-20
ZNF471	1	1	7562	-3315
DOCK6	1	0	7563	-19
RAB6B	1	0	7564	-19
MTMR12	1	0	7565	-19
SYT13	1	0	7566	-19
ULBP3	1	1	7567	-3312
LRRC7	1	0	7568	-18
RAB14	1	1	7569	-3314
ESF1	1	1	7570	-3314
MIB1	1	1	7571	-3323
ST6GALNAC4	1	1	7572	-3328
SH3D21	1	-1	7573	1930
CBLL1	1	-1	7574	1930
MYOZ2	1	1	7575	-3328
AKAP8L	1	1	7576	-3329
ADA2	1	0	7577	-19
AHI1	1	0	7578	-23
COLGALT1	1	0	7579	-23
SEC22A	1	0	7580	-24
UBASH3A	1	1	7581	-3331
MED18	1	1	7582	-3334
MORN1	1	-1	7583	1936
PRR5L	1	-1	7584	1935
RAB8B	1	0	7585	-22
SIX4	1	-1	7586	1936
KDM3B	1	0	7587	-21
SETD6	1	1	7588	-3338
DNAI1	1	-5	7589	4883
PLBD1	1	0	7590	-22
GPR160	1	0	7591	-22
KCTD9	1	1	7592	-3337
NDE1	1	1	7593	-3340
ZNF586	1	1	7594	-3342
MBTD1	1	1	7595	-3342
TUBA8	1	0	7596	-21
TNKS2	1	-1	7597	1941
PANK1	1	1	7598	-3350
CERS4	1	1	7599	-3356
SHC3	1	1	7600	-3356
HCN3	1	0	7601	-25
PGBD5	1	0	7602	-25
LRP1B	1	-4	7603	4470
MPIG6B	1	0	7604	-25
KDM7A	1	1	7605	-3362
TUBB1	1	-1	7606	1946
TTC21B	1	0	7607	-27
CASZ1	1	-2	7608	3133
STIM2	1	-1	7609	1948
AKNA	1	0	7610	-33
HPS6	1	1	7611	-3369
LRRN1	1	1	7612	-3374
CPSF3	1	-1	7613	1949
NTM	1	-3	7614	3961
CAB39	1	1	7615	-3377
ZFR	1	1	7616	-3379
FKBP7	1	-1	7617	1951
KCNMB4	1	0	7618	-34
GLRX2	1	-3	7619	3965
ASB1	1	1	7620	-3380
DERL2	1	1	7621	-3384
PADI3	1	-1	7622	1954
LSM8	1	1	7623	-3385
PRPF19	1	-1	7624	1954
TASP1	1	0	7625	-39
NUB1	1	1	7626	-3394
CYB5R1	1	-3	7627	3972
PPP2R3B	1	-2	7628	3151
EMC9	1	1	7629	-3399
DNAJB11	1	1	7630	-3400
SLCO1B3	1	1	7631	-3401
LUC7L3	1	1	7632	-3403
SLCO4A1	1	0	7633	-35
KDM8	1	1	7634	-3403
MRM1	1	1	7635	-3404
GHITM	1	1	7636	-3408
ALG9	1	1	7637	-3410
ACAD8	1	-2	7638	3160
SHCBP1	1	-1	7639	1967
WBP1L	1	1	7640	-3411
CC2D1A	1	1	7641	-3411
CACNG4	1	1	7642	-3413
PGPEP1	1	-3	7643	3982
DHDDS	1	-1	7644	1970
SIDT1	1	-2	7645	3164
DAPP1	1	1	7646	-3421
LYPD3	1	0	7647	-32
STAU2	1	0	7648	-32
ATP2C1	1	-1	7649	1970
GEMIN7	1	1	7650	-3422
POLR2M	1	1	7651	-3422
ZBTB32	1	-1	7652	1972
WWC2	1	1	7653	-3425
DGLUCY	1	1	7654	-3425
OR2T11	1	1	7655	-3426
UNC5A	1	1	7656	-3428
PRR29	1	0	7657	-29
NRSN2	1	1	7658	-3431
GREB1L	1	1	7659	-3434
CELF4	1	-5	7660	4948
KCNH7	1	1	7661	-3433
H3C14	1	0	7662	-28
STRADA	1	1	7663	-3440
GPR157	1	0	7664	-27
AADACL3	1	1	7665	-3447
NT5C1A	1	-2	7666	3181
CEACAM21	1	0	7667	-26
FRMD7	1	0	7668	-26
PHC3	1	0	7669	-28
NLRC3	1	1	7670	-3454
NXPE2	1	0	7671	-29
LSG1	1	1	7672	-3459
ITSN2	1	1	7673	-3461
HJURP	1	0	7674	-27
SS18L1	1	1	7675	-3460
LAPTM4B	1	0	7676	-28
TOR1AIP1	1	-2	7677	3189
UEVLD	1	1	7678	-3464
SENP6	1	-1	7679	1992
DCAF8	1	1	7680	-3466
GEMIN4	1	1	7681	-3466
TIMM9	1	-1	7682	1994
POLDIP2	1	1	7683	-3481
WDR33	1	-2	7684	3192
DEF6	1	1	7685	-3484
NOX3	1	-1	7686	1993
ATP6V0A4	1	0	7687	-29
ARHGEF4	1	1	7688	-3482
PODXL2	1	1	7689	-3486
CDCA7L	1	1	7690	-3486
RPS6KA6	1	0	7691	-28
SYBU	1	1	7692	-3485
MIOX	1	0	7693	-28
FLVCR2	1	1	7694	-3485
DNAJA4	1	1	7695	-3488
ASIC4	1	-2	7696	3201
BTBD2	1	1	7697	-3489
NSDHL	1	-2	7698	3202
FERMT1	1	1	7699	-3490
PPP1R9A	1	1	7700	-3490
MOCS3	1	1	7701	-3490
KIF16B	1	1	7702	-3490
CNOT11	1	1	7703	-3492
LRRC40	1	-1	7704	2003
TAS2R14	1	0	7705	-25
TAS2R9	1	1	7706	-3494
NHP2	1	1	7707	-3496
VPS50	1	-1	7708	2004
HTATSF1	1	1	7709	-3495
TRAT1	1	-3	7710	4036
