# gene	views	view_delta	view_rank	view_rank_delta
LY75	2	2	2856	-4075
ATG16L1	2	2	2857	-4076
MDFI	2	-1	2858	753
TM4SF1	2	2	2859	-4082
GRID1	2	0	2860	14
HSD3B2	2	0	2861	13
IFNAR1	2	2	2862	-4087
MEOX2	2	0	2863	14
IFNA1	2	1	2864	-1279
MGAT5	2	1	2865	-1281
NTF4	2	-4	2866	1683
IFIT2	2	2	2867	-4096
SLC30A8	2	-1	2868	756
HSD3B1	2	2	2869	-4095
HPR	2	1	2870	-1281
SERPINA5	2	1	2871	-1281
MGAT1	2	1	2872	-1281
MLNR	2	-4	2873	1689
SP110	2	2	2874	-4106
CFC1B	2	-2	2875	1201
IFIT1	2	2	2876	-4108
SRL	2	2	2877	-4110
AZU1	2	2	2878	-4112
BDKRB2	2	-1	2879	764
ZBTB48	2	1	2880	-1282
IL24	2	-1	2881	765
TRIO	2	2	2882	-4111
ATF2	2	-4	2883	1698
BBC3	2	1	2884	-1282
ADGRB3	2	1	2885	-1283
HHEX	2	-1	2886	766
ADGRB1	2	0	2887	30
AFM	2	-1	2888	763
IL26	2	0	2889	28
HIP1	2	2	2890	-4123
PMAIP1	2	1	2891	-1283
ADGRB2	2	1	2892	-1284
IL12B	2	-4	2893	1704
INSIG1	2	-1	2894	767
NR2F2	2	-2	2895	1212
INCENP	2	1	2896	-1288
INSL3	2	2	2897	-4138
TFDP1	2	1	2898	-1287
ITGB6	2	1	2899	-1287
TECTA	2	0	2900	32
INHBA	2	-2	2901	1215
TEAD3	2	1	2902	-1290
INSRR	2	2	2903	-4139
IL13RA1	2	0	2904	35
IL17A	2	-3	2905	1520
ITIH3	2	2	2906	-4146
NR2F1	2	-3	2907	1521
MNT	2	0	2908	28
RGL2	2	2	2909	-4146
TLE1	2	2	2910	-4147
RAB5B	2	2	2911	-4147
GDF3	2	2	2912	-4162
JARID2	2	1	2913	-1303
MPP2	2	2	2914	-4164
KDM5A	2	1	2915	-1302
GDF10	2	2	2916	-4163
MAP4K2	2	2	2917	-4164
RBBP6	2	2	2918	-4165
QARS1	2	1	2919	-1300
ITPR1	2	0	2920	36
RARS1	2	0	2921	35
REG1A	2	2	2922	-4172
ANGPT1	2	0	2923	34
TLL1	2	-2	2924	1226
ERBIN	2	2	2925	-4187
ND4	2	-2	2926	1225
TNNI3	2	0	2927	31
PHEX	2	-1	2928	786
RFX1	2	-2	2929	1226
MTNR1B	2	-1	2930	787
TNR	2	1	2931	-1312
ACAT1	2	0	2932	31
TNNC1	2	-1	2933	788
RGS1	2	1	2934	-1316
MSH3	2	2	2935	-4199
CLDN5	2	2	2936	-4210
HLA-DRB5	2	2	2937	-4217
KCNN3	2	-3	2938	1548
NDP	2	2	2939	-4235
RPS6KA3	2	0	2940	30
GNRHR	2	1	2941	-1327
SNCG	2	0	2942	30
NDUFA1	2	2	2943	-4243
RPL38	2	2	2944	-4248
NAGA	2	-1	2945	790
RPS6KA2	2	2	2946	-4264
PTPN6	2	-5	2947	1915
ISL1	2	0	2948	31
IGF2R	2	-6	2949	2031
EEA1	2	0	2950	28
FGF9	2	-5	2951	1916
OCRL	2	2	2952	-4294
CX3CR1	2	2	2953	-4294
PRC1	2	2	2954	-4305
NFS1	2	1	2955	-1353
SYT7	2	2	2956	-4308
BPY2	2	1	2957	-1357
BCKDK	2	2	2958	-4314
DLEU1	2	2	2959	-4316
AIP	2	1	2960	-1355
DNAJA2	2	2	2961	-4320
PKMYT1	2	-1	2962	794
CDY1	2	2	2963	-4322
GPRC5A	2	2	2964	-4322
SF3A1	2	2	2965	-4324
PSTPIP1	2	1	2966	-1353
LY6E	2	0	2967	34
BAZ1B	2	-1	2968	798
SPAG9	2	1	2969	-1354
CLDN6	2	0	2970	34
HMGB2	2	0	2971	33
TLX1	2	0	2972	33
TPP1	2	-4	2973	1772
HLF	2	1	2974	-1360
ADAM2	2	2	2975	-4342
HMGA1	2	1	2976	-1364
HLX	2	1	2977	-1365
HNRNPA1	2	1	2978	-1370
HOXB1	2	0	2979	29
EDN3	2	1	2980	-1370
HNRNPK	2	-2	2981	1261
MUC7	2	1	2982	-1372
CD151	2	-4	2983	1779
TPTE	2	0	2984	26
DNMT3B	2	-2	2985	1263
MYBPC2	2	1	2986	-1370
RNASE2	2	0	2987	25
LMX1B	2	-1	2988	803
CHD7	2	-2	2989	1264
NR2C1	2	0	2990	27
COX3	2	-1	2991	802
NR5A2	2	0	2992	26
CDK9	2	0	2993	25
TRAF1	2	1	2994	-1369
MUC4	2	0	2995	24
NR2C2	2	0	2996	24
NR2E1	2	0	2997	24
LDHA	2	-8	2998	2257
LAIR2	2	2	2999	-4374
TRPC2	2	2	3000	-4381
RPSA	2	0	3001	23
NELL1	2	1	3002	-1375
LGALS8	2	1	3003	-1377
LCP1	2	-2	3004	1277
MCOLN1	2	2	3005	-4385
NDUFV1	2	1	3006	-1378
LIG1	2	2	3007	-4385
CCT3	2	2	3008	-4387
SCN11A	2	-3	3009	1605
SRR	2	2	3010	-4388
PTGDS	2	-2	3011	1281
NELL2	2	1	3012	-1376
SLC3A1	2	1	3013	-1379
CER1	2	1	3014	-1381
NFYB	2	1	3015	-1383
GAB2	2	-1	3016	816
NOVA1	2	0	3017	34
FBL	2	0	3018	34
B3GALT5	2	2	3019	-4409
NKG7	2	2	3020	-4415
NOTCH4	2	1	3021	-1384
ACVRL1	2	-3	3022	1616
TRIM22	2	-1	3023	822
SMC5	2	1	3024	-1389
SELENOP	2	2	3025	-4431
RORB	2	1	3026	-1396
SSPOP	2	2	3027	-4451
RAB11FIP3	2	2	3028	-4451
NPR1	2	-6	3029	2101
RING1	2	-1	3030	825
TAB2	2	1	3031	-1400
PLXND1	2	1	3032	-1403
POGZ	2	0	3033	37
SRSF1	2	-3	3034	1626
KIF23	2	2	3035	-4484
SNTA1	2	0	3036	39
CLPP	2	2	3037	-4495
SPTAN1	2	1	3038	-1407
SOX12	2	1	3039	-1408
MIA	2	1	3040	-1408
SPAG1	2	2	3041	-4503
TUBA4A	2	1	3042	-1410
SOX4	2	-1	3043	832
TST	2	0	3044	41
ROCK2	2	1	3045	-1413
KCNA4	2	-1	3046	834
USP6	2	-3	3047	1637
CACNG2	2	-2	3048	1311
PEX1	2	1	3049	-1418
PFKFB4	2	0	3050	43
PEPD	2	2	3051	-4532
KARS1	2	1	3052	-1428
ABCC6	2	2	3053	-4544
IRF9	2	0	3054	42
NDRG1	2	2	3055	-4546
KPNB1	2	1	3056	-1430
KIR2DL1	2	0	3057	41
PIK3C2B	2	2	3058	-4558
PITX1	2	0	3059	42
RBM39	2	2	3060	-4567
AKAP12	2	2	3061	-4573
PI4KB	2	0	3062	39
SMG1	2	1	3063	-1434
NCOA4	2	-2	3064	1318
GRAP2	2	2	3065	-4599
FIBP	2	1	3066	-1450
GPR68	2	1	3067	-1451
AP3B2	2	2	3068	-4610
HTR3B	2	1	3069	-1451
P2RX1	2	1	3070	-1451
AAAS	2	2	3071	-4614
DYRK1B	2	2	3072	-4615
P2RX4	2	1	3073	-1459
GPR50	2	1	3074	-1466
SMS	2	1	3075	-1466
DEDD	2	-3	3076	1658
LARGE1	2	2	3077	-4667
CYP7B1	2	-1	3078	849
HAND1	2	-3	3079	1660
ATG13	2	1	3080	-1471
MAPKAPK2	2	0	3081	45
TJP2	2	0	3082	44
ZBTB17	2	1	3083	-1474
POLR1C	2	0	3084	44
USP10	2	2	3085	-4681
PHKG2	2	0	3086	45
KCNK2	2	0	3087	45
UNC119	2	2	3088	-4692
MACROH2A1	2	1	3089	-1476
GABBR2	2	1	3090	-1477
PHF1	2	1	3091	-1481
TP53I3	2	2	3092	-4708
PTGES	2	2	3093	-4711
KCNJ13	2	2	3094	-4711
TAL1	2	1	3095	-1483
SCNN1A	2	1	3096	-1485
NFATC3	2	0	3097	44
NFATC2	2	0	3098	44
MYO10	2	-1	3099	862
TRPC6	2	-1	3100	862
CCL3L1	2	1	3101	-1484
SMARCA2	2	2	3102	-4721
NFYA	2	-2	3103	1347
TRPM6	2	1	3104	-1484
MYL3	2	0	3105	46
NFIL3	2	1	3106	-1487
SDC4	2	0	3107	44
MYLK	2	-1	3108	865
MYO1A	2	1	3109	-1488
SLC22A4	2	0	3110	46
NFE2L1	2	0	3111	46
PTTG1	2	2	3112	-4727
SDCBP	2	0	3113	47
NAB2	2	2	3114	-4733
NFKBIB	2	2	3115	-4734
NR2F6	2	1	3116	-1489
ZNF182	2	1	3117	-1493
MSMO1	2	0	3118	46
MDC1	2	1	3119	-1497
ZNF43	2	0	3120	47
MZF1	2	1	3121	-1496
IQSEC2	2	0	3122	47
CELSR1	2	1	3123	-1495
SLC22A1	2	2	3124	-4795
NPY6R	2	-1	3125	871
RPL18	2	2	3126	-4797
MKRN3	2	2	3127	-4799
ROBO2	2	0	3128	47
RNH1	2	2	3129	-4803
NPTX2	2	-2	3130	1369
NPY1R	2	-2	3131	1369
RPL7A	2	2	3132	-4806
RPL22	2	2	3133	-4811
ZNF536	2	2	3134	-4811
DDR2	2	1	3135	-1513
USP11	2	2	3136	-4825
RASA4	2	2	3137	-4831
UBE2A	2	1	3138	-1514
UBB	2	-1	3139	878
ALYREF	2	-2	3140	1374
PUDP	2	2	3141	-4838
SLC10A3	2	2	3142	-4838
FLOT1	2	-1	3143	880
TUBA3C	2	2	3144	-4841
EIF1	2	2	3145	-4843
PSMD14	2	2	3146	-4843
UBE2D3	2	2	3147	-4843
NUTF2	2	0	3148	62
KDM5D	2	0	3149	61
UBA7	2	2	3150	-4853
TSPY1	2	1	3151	-1507
TRIM28	2	-3	3152	1727
TNK2	2	2	3153	-4858
AXIN2	2	-3	3154	1728
TUBG1	2	1	3155	-1505
UBTF	2	2	3156	-4863
CBX5	2	-2	3157	1388
VARS1	2	2	3158	-4881
PLAG1	2	2	3159	-4884
PKNOX1	2	0	3160	66
ABCB9	2	1	3161	-1515
PA2G4	2	1	3162	-1515
MPRIP	2	2	3163	-4894
REG3A	2	-18	3164	2798
LPIN1	2	1	3165	-1521
PLCB2	2	0	3166	66
AGPAT2	2	2	3167	-4905
P2RY1	2	0	3168	67
DCTN2	2	1	3169	-1521
IFITM2	2	2	3170	-4922
SLCO1B1	2	-1	3171	901
PCBD1	2	2	3172	-4925
ARID3B	2	1	3173	-1528
MXD4	2	1	3174	-1529
PCDH1	2	2	3175	-4927
RGS14	2	2	3176	-4947
PBX1	2	-2	3177	1404
PDE4B	2	0	3178	73
POLD1	2	-1	3179	905
PDE4A	2	-2	3180	1405
SRGAP3	2	2	3181	-4984
SULF1	2	1	3182	-1550
ARHGEF9	2	2	3183	-4986
POLD2	2	2	3184	-4988
RNF10	2	2	3185	-5003
VAMP8	2	1	3186	-1549
H2BC4	2	2	3187	-5045
EIF3F	2	1	3188	-1559
DYNLL1	2	-1	3189	907
FAM3C	2	2	3190	-5073
RBX1	2	-1	3191	906
KLF7	2	1	3192	-1574
TAB1	2	2	3193	-5084
UGT2A1	2	2	3194	-5086
OS9	2	-10	3195	2568
SUB1	2	0	3196	73
DDX17	2	2	3197	-5111
RECK	2	-1	3198	910
SASH1	2	2	3199	-5129
SIX3	2	0	3200	64
KDM6A	2	1	3201	-1596
SCG5	2	2	3202	-5166
DLGAP5	2	0	3203	66
SH3GL2	2	1	3204	-1594
CDC7	2	1	3205	-1594
UCK2	2	1	3206	-1594
SKP2	2	2	3207	-5175
SLC1A2	2	-2	3208	1423
SLC4A3	2	1	3209	-1596
PHYHIP	2	2	3210	-5174
MAML1	2	2	3211	-5174
SLC3A2	2	2	3212	-5176
DNAJC6	2	2	3213	-5189
SIPA1	2	2	3214	-5189
SKP1	2	1	3215	-1600
USH2A	2	-1	3216	922
POU2AF1	2	0	3217	70
KAT6B	2	0	3218	66
POU2F1	2	0	3219	62
FGF19	2	-5	3220	2163
ZBTB40	2	1	3221	-1609
PAN2	2	2	3222	-5242
IFITM3	2	0	3223	59
POU3F4	2	1	3224	-1611
PRMT5	2	-1	3225	925
CD2BP2	2	2	3226	-5247
TRIB1	2	0	3227	58
WNT1	2	-1	3228	926
WFS1	2	-4	3229	1998
SPTLC2	2	0	3230	57
ADAMTS1	2	2	3231	-5303
PPP3CA	2	0	3232	50
XRCC2	2	2	3233	-5327
PPP1R3C	2	2	3234	-5339
PPP2R1A	2	2	3235	-5347
UHRF1	2	-1	3236	930
PPP2CA	2	1	3237	-1641
CRTC1	2	1	3238	-1643
LARP1	2	2	3239	-5362
SLC10A2	2	-4	3240	2006
PLEKHM1	2	2	3241	-5367
SLC15A2	2	2	3242	-5378
POP7	2	2	3243	-5384
ATG7	2	-1	3244	934
NOMO1	2	2	3245	-5406
SLC6A8	2	0	3246	54
SPRY1	2	2	3247	-5416
PKIB	2	2	3248	-5420
PRKCQ	2	-3	3249	1807
RAPGEF4	2	1	3250	-1653
TBCA	2	2	3251	-5433
STAG2	2	-1	3252	937
TAF4	2	1	3253	-1660
BVES	2	1	3254	-1668
NR1H3	2	-3	3255	1812
USP7	2	0	3256	52
ABCC3	2	1	3257	-1681
SCO2	2	1	3258	-1682
NRXN3	2	1	3259	-1683
REC8	2	-3	3260	1815
KCNQ1OT1	2	-1	3261	937
SH2B3	2	1	3262	-1684
DCHS1	2	0	3263	44
NDST3	2	-3	3264	1818
AKT3	2	0	3265	44
ABI1	2	1	3266	-1682
SLC22A8	2	0	3267	44
GAPVD1	2	2	3268	-5578
CUL1	2	2	3269	-5595
TCF20	2	2	3270	-5595
GALR3	2	2	3271	-5595
SIRT5	2	2	3272	-5599
CILP	2	2	3273	-5600
VAX1	2	1	3274	-1692
TAC3	2	2	3275	-5614
STAT5A	2	2	3276	-5615
OGT	2	-4	3277	2037
SYT5	2	2	3278	-5626
TACR2	2	1	3279	-1696
SPINK5	2	-6	3280	2334
ZP2	2	0	3281	51
ADNP	2	-3	3282	1831
ZBTB20	2	1	3283	-1701
PRND	2	0	3284	51
IQGAP1	2	1	3285	-1703
NRP2	2	1	3286	-1708
FBXL4	2	1	3287	-1709
BCL11B	2	0	3288	52
SSBP2	2	1	3289	-1710
PHGDH	2	-5	3290	2228
ST5	2	2	3291	-5687
XPA	2	-5	3292	2229
LARS2	2	1	3293	-1718
YWHAE	2	1	3294	-1718
ZFP36	2	0	3295	54
XRCC4	2	-4	3296	2052
PRELP	2	1	3297	-1725
EEF2K	2	2	3298	-5710
WNT7A	2	0	3299	50
ZNF10	2	1	3300	-1734
GPR171	2	2	3301	-5718
MYOM1	2	1	3302	-1736
TSFM	2	1	3303	-1741
OR2J2	2	2	3304	-5736
TSPAN12	2	1	3305	-1742
PPIF	2	1	3306	-1742
CDS2	2	1	3307	-1749
CASP14	2	1	3308	-1749
ACTR1A	2	1	3309	-1750
NAPA	2	1	3310	-1752
SLC2A6	2	2	3311	-5766
FOCAD	2	2	3312	-5776
ACD	2	-5	3313	2248
OPTC	2	1	3314	-1763
VPS33B	2	2	3315	-5804
CMTM6	2	1	3316	-1763
MOCOS	2	0	3317	56
FBXO5	2	2	3318	-5823
ADGRG2	2	2	3319	-5832
OPN3	2	-2	3320	1508
NTSR2	2	1	3321	-1763
ELP5	2	2	3322	-5852
LEMD3	2	0	3323	53
EFCAB6	2	1	3324	-1780
STAR	2	-2	3325	1509
KERA	2	1	3326	-1780
TCF12	2	-1	3327	979
TAGLN	2	-1	3328	979
PRPF6	2	1	3329	-1788
TAL2	2	1	3330	-1794
TBX15	2	-2	3331	1512
BTN3A1	2	0	3332	58
PANX1	2	2	3333	-5921
MLX	2	-3	3334	1869
VAMP2	2	1	3335	-1798
SVIL	2	1	3336	-1804
SYT1	2	0	3337	57
FANCL	2	-2	3338	1515
SDHAF2	2	2	3339	-5954
THOC2	2	1	3340	-1806
TXN2	2	2	3341	-5968
RDH11	2	2	3342	-5985
NPFFR2	2	1	3343	-1814
MTHFD2	2	2	3344	-6025
LILRB1	2	0	3345	58
CYP46A1	2	2	3346	-6043
HCST	2	2	3347	-6044
PNO1	2	2	3348	-6050
CLN6	2	1	3349	-1826
FAN1	2	-3	3350	1882
DSCC1	2	2	3351	-6076
SULT4A1	2	2	3352	-6090
TMUB2	2	2	3353	-6097
PROKR1	2	1	3354	-1834
CUL3	2	2	3355	-6123
EMSY	2	2	3356	-6134
MIS12	2	0	3357	65
CIAPIN1	2	2	3358	-6140
CFLAR	2	-2	3359	1527
SCAPER	2	1	3360	-1847
CPNE7	2	2	3361	-6204
HCAR3	2	-3	3362	1890
G0S2	2	0	3363	67
PACS1	2	0	3364	67
PDE7B	2	2	3365	-6211
KLF8	2	1	3366	-1857
CPZ	2	2	3367	-6241
PARG	2	0	3368	66
ABHD5	2	1	3369	-1864
NXPH3	2	1	3370	-1864
KLF12	2	1	3371	-1869
IL19	2	1	3372	-1874
P2RX2	2	1	3373	-1874
GPR132	2	1	3374	-1877
RCHY1	2	1	3375	-1877
PADI1	2	0	3376	64
SEPHS1	2	2	3377	-6305
MTHFD1L	2	2	3378	-6305
RIMS1	2	0	3379	63
DAAM1	2	0	3380	61
APPL2	2	2	3381	-6352
NRBP1	2	2	3382	-6355
PILRA	2	2	3383	-6356
PBRM1	2	1	3384	-1889
RAX	2	0	3385	61
RAB29	2	2	3386	-6386
VSIG4	2	2	3387	-6407
USP13	2	1	3388	-1902
LARS1	2	-1	3389	1012
U2AF2	2	1	3390	-1907
SIRT7	2	-2	3391	1555
ACKR4	2	1	3392	-1908
ZBTB7B	2	0	3393	61
CNTNAP1	2	-8	3394	2638
SEC63	2	2	3395	-6468
PHF21A	2	1	3396	-1924
GPR176	2	0	3397	58
RPGRIP1	2	-1	3398	1019
TUBG2	2	2	3399	-6490
CCAR1	2	2	3400	-6492
GPR162	2	2	3401	-6496
AGK	2	1	3402	-1924
FOXH1	2	0	3403	63
GNMT	2	-5	3404	2333
PDCD4	2	0	3405	63
GPR82	2	2	3406	-6515
CACNA1G	2	-2	3407	1570
SESN1	2	-1	3408	1028
TENM3	2	1	3409	-1931
VPS4A	2	1	3410	-1931
CDK5RAP2	2	0	3411	67
HERC1	2	-1	3412	1030
HCAR1	2	-1	3413	1030
IL37	2	-3	3414	1938
NTNG1	2	2	3415	-6540
SLC12A5	2	-3	3416	1939
GNG2	2	0	3417	67
HES2	2	1	3418	-1935
ADGRL1	2	2	3419	-6556
SOX18	2	1	3420	-1935
TMEM106B	2	2	3421	-6557
NLGN3	2	-1	3422	1036
TREM1	2	-2	3423	1583
TTC7A	2	-3	3424	1946
GPR85	2	2	3425	-6560
EQTN	2	1	3426	-1934
P4HTM	2	2	3427	-6568
JPH3	2	2	3428	-6572
SIN3A	2	-1	3429	1040
SSH1	2	0	3430	74
NDRG2	2	2	3431	-6608
ABHD6	2	2	3432	-6625
EHF	2	1	3433	-1941
UFM1	2	1	3434	-1950
PIGT	2	2	3435	-6673
DDIT4	2	0	3436	73
CGN	2	2	3437	-6675
IKZF3	2	-2	3438	1593
UGT1A8	2	1	3439	-1961
ERCC6L	2	2	3440	-6696
TBL1XR1	2	2	3441	-6696
ADA2	2	-3	3442	1961
RPAP2	2	2	3443	-6718
RSF1	2	2	3444	-6726
STEAP1	2	1	3445	-1965
TRIT1	2	1	3446	-1966
PDCD1LG2	2	-3	3447	1965
OR5AC2	2	2	3448	-6751
NSUN2	2	1	3449	-1967
CDC73	2	-3	3450	1966
RNF128	2	2	3451	-6766
HCN3	2	1	3452	-1970
CNTLN	2	2	3453	-6812
TOR2A	2	2	3454	-6817
POLM	2	0	3455	74
CD244	2	1	3456	-1979
NHEJ1	2	1	3457	-1979
STYXL1	2	2	3458	-6837
GPRC5B	2	1	3459	-1990
ZBTB11	2	0	3460	71
ASPN	2	0	3461	71
SIDT1	2	2	3462	-6899
B3GAT1	2	1	3463	-1999
MAP1LC3A	2	-1	3464	1061
DBX1	2	0	3465	71
PARD6B	2	2	3466	-6952
ZC3HAV1	2	1	3467	-2014
RHOT1	2	2	3468	-6977
PCA3	2	-2	3469	1619
RAB11FIP5	2	0	3470	69
IL21R	2	2	3471	-6998
HEMGN	2	2	3472	-7029
PARL	2	-1	3473	1065
ITLN1	2	-1	3474	1065
TAS2R1	2	1	3475	-2027
SOX6	2	1	3476	-2027
TAS2R14	2	-4	3477	2221
TAS2R13	2	2	3478	-7074
PCDH11X	2	0	3479	71
CPXM1	2	2	3480	-7105
PLVAP	2	0	3481	70
CYP26B1	2	0	3482	70
DSN1	2	1	3483	-2032
MTDH	2	0	3484	70
OR5K1	2	2	3485	-7156
HEYL	2	1	3486	-2034
VPS53	2	1	3487	-2037
SMOX	2	2	3488	-7172
GNL3	2	2	3489	-7187
SLC17A5	2	0	3490	72
OR8G2P	2	2	3491	-7193
RNF167	2	2	3492	-7194
ZZZ3	2	-3	3493	2001
PLA2G12A	2	2	3494	-7217
LBH	2	1	3495	-2048
PLXNA4	2	2	3496	-7235
CDCA3	2	2	3497	-7245
TCF7L1	2	2	3498	-7252
NLRP12	2	-1	3499	1082
RILP	2	2	3500	-7266
LMOD3	2	1	3501	-2052
NDNF	2	-3	3502	2008
RHBDF2	2	-2	3503	1649
FAT4	2	1	3504	-2051
DYNC2H1	2	2	3505	-7283
FN3KRP	2	2	3506	-7285
S1PR5	2	-2	3507	1652
GPR63	2	2	3508	-7319
CLDN18	2	2	3509	-7322
NIN	2	1	3510	-2062
ITPKC	2	2	3511	-7346
MUS81	2	2	3512	-7350
TUBE1	2	0	3513	75
ELL3	2	2	3514	-7363
FN3K	2	2	3515	-7379
CRLF2	2	-1	3516	1092
VSIR	2	0	3517	71
CACTIN	2	1	3518	-2082
IRF2BPL	2	0	3519	70
LRSAM1	2	0	3520	70
RXFP1	2	1	3521	-2083
ZFHX2	2	2	3522	-7457
CARD9	2	0	3523	71
PIGU	2	0	3524	71
UBAP2	2	2	3525	-7487
KDM3A	2	1	3526	-2096
HES7	2	-4	3527	2267
CENPN	2	2	3528	-7520
SELENOS	2	2	3529	-7523
ACOT13	2	2	3530	-7539
ECHDC1	2	2	3531	-7544
HDAC8	2	0	3532	70
GABRQ	2	2	3533	-7549
ATOH8	2	2	3534	-7551
PRRC2B	2	2	3535	-7566
FERMT3	2	1	3536	-2108
ABHD18	2	2	3537	-7583
KLF17	2	1	3538	-2114
YPEL3	2	2	3539	-7634
SLITRK6	2	-2	3540	1679
ZNF644	2	1	3541	-2119
ADAM33	2	0	3542	69
PIGP	2	2	3543	-7671
PHF20	2	1	3544	-2120
MZB1	2	-2	3545	1683
TC2N	2	2	3546	-7702
TTC8	2	1	3547	-2130
ATP5IF1	2	2	3548	-7719
TNKS1BP1	2	2	3549	-7725
ABCC12	2	2	3550	-7740
OBSCN	2	1	3551	-2131
NOXO1	2	2	3552	-7742
GPR139	2	2	3553	-7751
PRRT2	2	1	3554	-2137
UBASH3B	2	2	3555	-7779
XPNPEP3	2	2	3556	-7790
PALS1	2	1	3557	-2151
PAPLN	2	2	3558	-7870
STEAP3	2	0	3559	62
TPH2	2	1	3560	-2166
PIR	2	1	3561	-2167
POLK	2	0	3562	59
PRKAG2	2	0	3563	59
YARS1	2	1	3564	-2167
PAOX	2	2	3565	-7925
PRRX2	2	1	3566	-2167
DDX41	2	2	3567	-7944
ARID2	2	1	3568	-2168
TAS2R31	2	2	3569	-7949
EPGN	2	-1	3570	1134
RAB11FIP4	2	2	3571	-7963
HHIPL1	2	1	3572	-2173
GLIS1	2	0	3573	61
CD109	2	0	3574	57
TAAR9	2	1	3575	-2188
ACRBP	2	2	3576	-8111
MFSD8	2	2	3577	-8111
HOPX	2	-1	3578	1134
JPH4	2	1	3579	-2192
MED8	2	2	3580	-8114
MCHR2	2	-1	3581	1136
SNAP47	2	2	3582	-8144
DNER	2	-1	3583	1136
MRGPRD	2	2	3584	-8187
BRCA3	2	2	3585	-8192
OSR1	2	1	3586	-2210
PKNOX2	2	1	3587	-2210
HIF3A	2	1	3588	-2212
PISRT1	2	1	3589	-2213
LMBR1	2	0	3590	49
LIPH	2	2	3591	-8234
SLC39A12	2	1	3592	-2217
SEPTIN10	2	2	3593	-8291
ENKUR	2	2	3594	-8303
GPBAR1	2	-5	3595	2518
MALAT1	2	-3	3596	2093
TPCN2	2	2	3597	-8316
HYLS1	2	2	3598	-8321
SCGB3A2	2	2	3599	-8335
PCDHA2	2	2	3600	-8346
OR7D4	2	2	3601	-8353
SGMS1	2	2	3602	-8383
GPRASP2	2	2	3603	-8401
FBXO32	2	0	3604	53
ASXL1	2	1	3605	-2227
C1QTNF1	2	2	3606	-8421
OR2J3	2	2	3607	-8429
OR4M1	2	2	3608	-8452
OPN5	2	1	3609	-2234
DHX36	2	2	3610	-8459
BARHL2	2	-1	3611	1158
HSD17B13	2	2	3612	-8540
GATC	2	2	3613	-8565
TMPRSS6	2	2	3614	-8570
OR8K5	2	2	3615	-8575
ASZ1	2	0	3616	58
FREM1	2	1	3617	-2249
GPR150	2	2	3618	-8604
DCP2	2	0	3619	56
GPIHBP1	2	2	3620	-8637
KLK9	2	2	3621	-8641
TAS2R60	2	0	3622	50
LINC00900	2	1	3623	-2260
GPATCH11	2	0	3624	46
NOTCH2NLA	2	1	3625	-2267
FIRRE	2	0	3626	47
TMC3	2	1	3627	-2268
HFM1	2	1	3628	-2272
ADGRG3	2	1	3629	-2272
SOX2-OT	2	1	3630	-2273
CLEC12A	2	0	3631	49
CXorf38	2	2	3632	-8833
OR52B4	2	2	3633	-8853
MOSPD2	2	2	3634	-8859
ACOT1	2	2	3635	-8892
GPX8	2	2	3636	-8932
TBPL2	2	2	3637	-8951
POLN	2	0	3638	51
NPSR1	2	0	3639	51
GPR141	2	2	3640	-8979
MKX	2	0	3641	51
PGA3	2	-1	3642	1178
PPP1R3G	2	2	3643	-9056
NCF1	2	1	3644	-2307
F11R	2	1	3645	-2308
PET100	2	2	3646	-9130
ABAT	2	1	3647	-2310
GAK	2	2	3648	-9137
SP2	2	0	3649	50
PSEN1	2	-1	3650	1180
PAWR	2	0	3651	51
KIAA0895	2	2	3652	-9176
EPHA2	2	-1	3653	1181
PLEK	2	2	3654	-9205
TES	2	1	3655	-2318
U2AF1	2	1	3656	-2318
STK26	2	2	3657	-9215
PIK3R1	2	-2	3658	1777
ILK	2	0	3659	44
CTPS1	2	-8	3660	2901
BCL2A1	2	0	3661	45
TXNIP	1	1	3662	-2321
CCL7	1	-4	3663	2392
COL2A1	1	-2	3664	1779
CD1B	1	0	3665	47
TWNK	1	-4	3666	2393
CD101	1	1	3667	-2323
DLX6	1	0	3668	47
TIA1	1	-1	3669	1191
NPW	1	1	3670	-2329
TFAP2E	1	0	3671	46
WASL	1	1	3672	-2329
ADAMTS17	1	-1	3673	1192
SLIT1	1	1	3674	-2330
TIE1	1	-1	3675	1191
TGM5	1	1	3676	-2334
MATR3	1	1	3677	-2337
USP26	1	1	3678	-2338
PAK2	1	0	3679	49
NCR2	1	0	3680	49
UROD	1	-2	3681	1784
ASPM	1	-6	3682	2719
CAV2	1	1	3683	-2338
COL6A1	1	1	3684	-2338
BSX	1	-2	3685	1779
DCT	1	1	3686	-2343
NCALD	1	1	3687	-2344
NMB	1	-1	3688	1198
COL4A6	1	-5	3689	2597
PRTN3	1	-3	3690	2167
PNMA2	1	0	3691	50
CXCL11	1	-2	3692	1780
PIGZ	1	1	3693	-2348
DBT	1	0	3694	52
USH1C	1	1	3695	-2349
SYNPO	1	1	3696	-2351
ATIC	1	-2	3697	1781
PI3	1	-3	3698	2167
ITGAV	1	-3	3699	2167
COL6A3	1	0	3700	55
GALC	1	-5	3701	2605
FANCM	1	0	3702	55
GM2A	1	-3	3703	2165
GART	1	1	3704	-2346
ISCU	1	1	3705	-2356
PJVK	1	1	3706	-2359
SLC25A3	1	1	3707	-2363
PFKL	1	0	3708	51
SGCD	1	0	3709	48
BRIP1	1	-1	3710	1194
