# gene	views	view_delta	view_rank	view_rank_delta
IL2	93	8	76	-2
BCL2	92	17	77	-18
HKDC1	92	92	78	-10788
KRAS	91	13	79	-10
FOXP2	90	2	80	7
SLC6A3	90	8	81	-3
FOSB	88	11	82	-9
CDKN2A	87	-17	83	16
ACE	86	-1	84	9
CYCS	85	32	85	-53
B2M	82	33	86	-62
PYY	82	41	87	-86
SIGMAR1	82	-8	88	17
CD274	82	3	89	3
CYP1A2	82	-18	90	22
CFTR	81	33	91	-61
TF	80	-4	92	12
MKI67	80	16	93	-17
AFP	79	3	94	0
POMC	77	1	95	2
ABCB1	76	-7	96	13
RB1	75	8	97	-6
EGFLAM	75	24	98	-45
TG	74	0	99	3
MS4A1	73	8	100	-9
SLC6A2	73	-11	101	19
PPP1R1B	73	-21	102	32
DRD4	72	-6	103	15
BRAF	72	17	104	-28
PROC	71	5	105	-1
ADRB1	71	15	106	-24
ELN	70	13	107	-18
PDCD1	70	21	108	-41
MPO	69	-7	109	17
CSF3	67	4	110	-2
ADIPOQ	67	-1	111	11
SLC18A2	67	24	112	-58
ADAM22	67	26	113	-64
PPARG	67	15	114	-27
NPY	66	1	115	7
CSF2	66	-1	116	14
IL1B	66	23	117	-52
SHH	66	-15	118	33
ACVR1B	64	0	119	8
TAAR1	63	16	120	-38
INSR	62	-15	121	31
EGF	61	1	122	1
CP	61	-1	123	6
ACE2	60	-28	124	50
CD19	59	11	125	-29
SERPINA1	58	-31	126	54
MME	57	-2	127	5
TMSB4X	57	5	128	-11
PTEN	57	-6	129	14
DMD	56	6	130	-14
G6PD	55	-4	131	8
FN1	54	0	132	-1
BRCA2	54	13	133	-42
IAPP	54	4	134	-11
KEL	54	-8	135	16
PLG	53	-12	136	29
ADORA1	53	22	137	-95
NFE2L2	53	7	138	-25
CYP2C19	52	-16	139	38
ACKR1	52	-3	140	9
MAOB	52	12	141	-40
FURIN	52	20	142	-85
CDKN1A	51	-21	143	46
AHR	51	3	144	-7
KISS1	51	15	145	-54
IL10	51	-3	146	12
ADAMTS13	51	-12	147	31
KCNH2	50	15	148	-55
SERPINC1	50	-17	149	45
ADRB3	50	23	150	-118
HTR2B	50	12	151	-40
DYRK1A	50	3	152	-4
CPT1A	50	21	153	-97
UHMK1	50	0	154	7
GCK	49	7	155	-17
CYP2C9	49	-14	156	42
PRNP	49	3	157	-5
DRD1	49	2	158	1
LPL	48	-8	159	32
HTT	48	19	160	-83
KIT	47	9	161	-25
DHFR	47	8	162	-21
CHRM1	47	7	163	-17
PC	46	17	164	-77
HOXD13	46	2	165	0
AGL	45	32	166	-365
TNFSF11	45	-17	167	49
CXCL8	45	15	168	-66
C3	45	21	169	-134
GLP1R	45	-12	170	44
F5	44	1	171	5
CNR1	44	20	172	-120
GNAS	44	-10	173	38
PCNA	44	3	174	-2
TRPA1	44	13	175	-55
IL4	44	-14	176	52
NR3C1	44	-7	177	35
TGFB1	44	6	178	-15
TH	43	-18	179	59
CD34	43	10	180	-36
GHRH	43	-13	181	52
FASLG	43	15	182	-72
AKT1	43	4	183	-2
DPP4	42	4	184	-4
SERPINE1	42	14	185	-68
CSH1	42	8	186	-24
MALL	42	4	187	-7
CST3	41	-12	188	51
LYN	41	38	189	-1698
HBB	41	9	190	-34
HIF1A	41	8	191	-30
Glucose-6-phosphate isomerase	40	22	192	-188
F3	40	-23	193	80
LDLR	40	-6	194	35
FLG	40	1	195	13
THPO	40	14	196	-77
TTR	40	-3	197	30
BCHE	40	1	198	14
HTR1B	40	18	199	-127
SRC	39	18	200	-139
BTK	39	5	201	-8
OPN4	39	-17	202	74
OXTR	39	16	203	-114
DNTT	38	-10	204	49
AGTR1	38	22	205	-250
PGR	38	-8	206	45
CD38	38	5	207	-10
TCN1	38	21	208	-220
P2RY12	38	3	209	1
SPOP	38	13	210	-80
ADA	37	2	211	10
FAS	37	12	212	-72
PDE5A	37	-6	213	45
SLC52A2	37	4	214	-6
LIPE	36	-1	215	20
HRH2	36	-10	216	56
HFE	36	-14	217	71
SERPING1	36	-4	218	39
STAT3	36	1	219	14
F12	35	3	220	-2
VIM	35	7	221	-31
UMOD	35	5	222	-13
SIRT1	35	-2	223	26
SPP1	34	13	224	-117
HGF	34	1	225	10
HEPH	34	26	226	-641
NLRP3	34	0	227	14
CYP3A	34	10	228	-79
CASP3	34	-1	229	22
COL3A1	33	-4	230	34
FOXO3	33	12	231	-111
TAS2R38	33	15	232	-173
APC	32	10	233	-91
CCL2	32	-10	234	63
PLAU	32	5	235	-24
PF4	32	9	236	-73
CYP2E1	32	-4	237	37
EPAS1	32	11	238	-109
MECP2	32	9	239	-76
CLOCK	32	10	240	-92
OPRD1	32	4	241	-17
PPARA	32	-1	242	23
CAMP	32	-2	243	29
ICAM1	31	-7	244	55
PAH	31	11	245	-109
FNDC5	31	-1	246	21
LCAT	31	13	247	-145
COX1	31	8	248	-63
TRPM8	31	7	249	-52
SOD1	31	7	250	-52
TBP	31	9	251	-77
HTR4	31	1	252	15
JAK2	31	3	253	-4
RET	30	-11	254	80
CHRM3	30	14	255	-201
TARDBP	30	7	256	-65
FGF2	30	7	257	-66
APP	29	-2	258	30
GAPDH	29	-19	259	106
GSR	29	12	260	-154
ABCA12	29	-38	261	156
NTRK2	29	7	262	-67
OPRL1	29	8	263	-87
PAX3	29	7	264	-69
GGH	29	-1	265	25
CXCR4	28	-10	266	79
CETP	28	1	267	7
VDR	28	4	268	-25
DBH	28	1	269	8
ESR1	28	-3	270	37
RAN	28	1	271	1
MLH1	28	2	272	-10
EDAR	28	6	273	-61
LIPF	27	11	274	-175
ABL1	27	13	275	-223
ZBTB7A	27	19	276	-595
TNFRSF11B	27	0	277	12
PTHLH	27	3	278	-19
BGLAP	27	-7	279	68
EPOR	27	8	280	-93
LFNG	27	2	281	-8
STXBP1	27	17	282	-470
CTCF	27	10	283	-156
HRH3	26	0	284	12
CD40	26	-2	285	34
KL	26	-6	286	63
ATM	26	-3	287	43
CD68	26	8	288	-97
NOS3	26	11	289	-181
NF1	26	-1	290	28
CYP17A1	26	8	291	-99
HRH4	26	0	292	16
PPARGC1A	26	-23	293	143
PRKN	26	2	294	-4
ADRA2A	26	-11	295	97
HTR7	26	-9	296	92
TMEM63A	26	26	297	-7193
XBP1	26	20	298	-935
BCR	25	15	299	-392
PLN	25	4	300	-40
GFAP	25	-4	301	59
CD14	25	6	302	-66
TYMS	25	1	303	8
FMR1	25	-4	304	58
COL1A1	25	7	305	-86
DICER1	25	-15	306	128
THBD	25	15	307	-396
PVALB	25	8	308	-112
IL13	25	-7	309	83
FGF23	25	-13	310	118
SLC5A2	25	0	311	23
CSF2RA	25	-5	312	73
PPY	24	-7	313	84
F9	24	-11	314	112
MTR	24	6	315	-67
CD28	24	4	316	-36
NR4A1	24	17	317	-650
MOG	24	11	318	-223
PNMT	24	6	319	-69
MBP	24	10	320	-175
DRD3	24	1	321	11
SERPINA7	24	-20	322	158
SLC12A3	24	12	323	-285
ALK	24	8	324	-136
NR1H4	24	6	325	-76
FTO	24	-1	326	39
CSF3R	24	1	327	9
C9orf72	24	10	328	-184
FGFR3	24	9	329	-159
PGF	24	6	330	-74
DHDDS	24	1	331	9
LIF	23	1	332	7
ABCA1	23	15	333	-512
CREBBP	23	7	334	-118
CHAT	23	9	335	-165
IGF2	23	-8	336	105
ACTB	23	13	337	-377
TERT	23	-5	338	82
PML	23	11	339	-287
PIEZO1	23	8	340	-149
PPARD	23	5	341	-66
UOX	23	-3	342	59
NOG	23	1	343	6
GAL	22	9	344	-185
LOX	22	5	345	-64
CD80	22	5	346	-71
UCP1	22	-7	347	100
NR3C2	22	-7	348	100
CHGA	22	-2	349	50
SYP	22	10	350	-252
CCR7	22	12	351	-359
SOST	22	8	352	-152
VCAM1	22	-1	353	40
HLA-A	22	-1	354	40
HARS1	22	12	355	-368
STAT1	22	7	356	-129
GHSR	22	8	357	-159
TFEB	22	9	358	-213
HCAR2	22	12	359	-399
CCR6	21	11	360	-338
HMGB1	21	5	361	-89
AIRE	21	-6	362	99
CXCL13	21	9	363	-232
POU5F1	21	-4	364	79
PECAM1	21	-5	365	88
CASR	21	3	366	-29
RUNX1	21	2	367	-4
CHRM2	21	1	368	10
ADORA2A	21	2	369	-6
MDM2	21	-3	370	66
MMP9	21	1	371	10
CFH	21	-5	372	92
CTSB	21	15	373	-821
MPZ	21	11	374	-361
CYP2B6	21	2	375	-1
CES1	21	11	376	-363
HLA-DQB1	21	9	377	-245
PAX6	21	4	378	-58
OCA2	21	1	379	15
PLCG1	21	17	380	-1388
LIPC	20	8	381	-198
FOXP3	20	3	382	-31
MGMT	20	12	383	-475
MMP3	20	12	384	-475
CXCL12	20	-4	385	89
CD79A	20	7	386	-161
NFKBIA	20	3	387	-34
MYD88	20	-7	388	119
ELANE	20	4	389	-69
TGM2	20	-5	390	104
NTF3	20	13	391	-618
IL18	20	5	392	-90
OPN1LW	20	13	393	-635
RPS6KB1	20	8	394	-227
LGALS3	20	2	395	-8
LHCGR	20	8	396	-228
RORC	20	16	397	-1338
QKI	20	13	398	-647
SIRT6	20	6	399	-121
TET1	20	14	400	-858
CYP4F2	20	14	401	-862
CD52	19	7	402	-182
SELP	19	7	403	-186
RELN	19	7	404	-186
CNR2	19	11	405	-461
MBL2	19	-8	406	142
PNPLA2	19	7	407	-191
SOX2	19	4	408	-65
SLC5A1	19	0	409	39
ESR2	19	-2	410	65
IGH	19	-5	411	105
HLA-B	19	-7	412	133
CDK2	19	-7	413	132
MUC5AC	19	17	414	-2560
TXN	18	0	415	34
TNFSF13B	18	5	416	-121
GPX4	18	9	417	-351
CD44	18	-11	418	173
CR2	18	7	419	-223
CD36	18	-2	420	65
GBE1	18	7	421	-224
MC4R	18	0	422	33
ABO	18	0	423	26
CHRM4	18	0	424	26
CCKBR	18	9	425	-360
LCK	18	14	426	-1171
BMP4	18	8	427	-289
MMP13	18	-2	428	68
GIPR	18	6	429	-191
TMPRSS2	18	4	430	-81
NEFL	18	10	431	-485
MSH2	18	1	432	-2
TP63	18	1	433	-2
FGFR1	18	-5	434	114
LAMP1	18	14	435	-1293
TYK2	18	7	436	-241
APOC2	18	5	437	-125
USF1	18	14	438	-1348
NAMPT	18	8	439	-314
SLC39A4	18	18	440	-10128
F11	17	5	441	-134
GC	17	2	442	-26
VGF	17	-7	443	152
KITLG	17	1	444	-4
CXCL10	17	-9	445	171
A2M	17	-4	446	103
CD47	17	0	447	29
CD2	17	7	448	-252
CALR	17	-3	449	93
PNLIP	17	-10	450	184
CCL5	17	-5	451	124
TNFRSF8	17	2	452	-23
RELA	17	-17	453	241
IL5	17	-9	454	176
NTRK1	17	5	455	-154
IGF1R	17	-11	456	201
GCGR	17	0	457	28
AKT2	17	0	458	28
PROP1	17	-12	459	210
HTR6	17	6	460	-207
GDF11	17	-6	461	145
IRF3	17	5	462	-161
SLC6A1	17	-5	463	128
MAP1LC3B	17	12	464	-1025
CFB	17	3	465	-62
PARP1	16	-3	466	99
HBD	16	7	467	-298
FYN	16	-8	468	174
SQLE	16	3	469	-70
TPMT	16	0	470	25
PLP1	16	2	471	-21
BIRC5	16	8	472	-391
GRM5	16	9	473	-500
CD7	16	9	474	-504
NR1I2	16	-2	475	81
RHOA	16	6	476	-232
CYP2A6	16	4	477	-130
ADH1B	16	-7	478	166
TFPI	16	7	479	-309
EP300	16	3	480	-71
ACTA2	16	-1	481	54
CD40LG	16	2	482	-23
PTPN22	16	7	483	-316
RUNX2	16	7	484	-317
HEXA	16	1	485	2
STK11	16	7	486	-318
CALB2	16	-14	487	249
IDH1	16	-4	488	126
ABCC1	16	12	489	-1204
CD5	16	5	490	-180
FMO3	16	4	491	-134
GDNF	16	3	492	-71
GATA1	16	6	493	-255
DIABLO	16	10	494	-763
SP7	16	4	495	-140
HLA-DRB1	16	7	496	-346
TSHR	15	8	497	-463
CS	15	0	498	29
C5	15	12	499	-1397
TNFSF10	15	2	500	-36
MUC16	15	-1	501	59
ADAR	15	-3	502	119
CXCL1	15	-5	503	150
CYP21A2	15	-23	504	314
NPHS1	15	4	505	-141
LRRK2	15	2	506	-39
VEGFA	15	-1	507	54
KCNJ1	15	-5	508	151
CALCRL	15	8	509	-477
RAF1	15	2	510	-38
TNFRSF11A	15	3	511	-88
ADGRE1	15	4	512	-143
TRHR	15	-1	513	56
ADRA1A	15	-5	514	155
BNIP3	15	7	515	-383
TNFRSF17	15	4	516	-147
EEF2	15	6	517	-283
IL31	15	6	518	-284
IL15	15	-4	519	145
MYCN	15	1	520	12
MCPH1	15	10	521	-851
MGP	15	3	522	-95
CCND1	15	-8	523	204
SOX9	15	-5	524	161
SLC2A5	15	-3	525	119
XIST	15	-12	526	255
RIPK1	15	11	527	-1284
SREBF1	15	3	528	-102
CROT	15	3	529	-102
TSLP	15	1	530	5
ARHGAP11B	15	8	531	-544
CDKN1B	15	3	532	-104
POR	14	4	533	-157
ACAN	14	2	534	-49
CTLA4	14	4	535	-162
SUOX	14	8	536	-571
SELL	14	-3	537	121
CD22	14	4	538	-163
VHL	14	0	539	40
DISC1	14	11	540	-1423
MMP2	14	8	541	-588
CRHR1	14	6	542	-344
CSF1R	14	0	543	42
PTPN11	14	5	544	-242
FGF1	14	1	545	-7
ADAM10	14	10	546	-1059
EIF2AK2	14	2	547	-66
DNASE1	14	-2	548	89
BCL6	14	-1	549	69
FKBP5	14	3	550	-115
GNAO1	14	11	551	-1517
GJB2	14	6	552	-349
HTR1D	14	-7	553	204
SNAI1	14	8	554	-633
TFRC	14	-3	555	122
NBN	14	11	556	-1575
FLT3	14	6	557	-354
IKBKG	14	11	558	-1599
APOC3	14	3	559	-115
HNMT	14	-10	560	252
MYB	14	-5	561	183
SSPN	14	-19	562	344
KIF5A	14	12	563	-2484
ROS1	14	6	564	-369
NPY5R	14	6	565	-369
POLB	14	6	566	-375
CD163	14	6	567	-375
TACR3	14	10	568	-1233
TBX21	14	0	569	50
TMEM97	14	-8	570	234
TBK1	14	5	571	-270
GBA	13	0	572	37
LIPA	13	10	573	-1329
TAS1R3	13	11	574	-1913
RETN	13	-3	575	132
NANOG	13	-3	576	130
HDC	13	7	577	-518
TKTL1	13	7	578	-522
ERBB2	13	3	579	-117
ATP7B	13	7	580	-521
HPX	13	9	581	-973
FAAH	13	6	582	-393
CSN1S1	13	6	583	-393
BACE1	13	5	584	-288
TSC2	13	2	585	-66
PTPRC	13	-14	586	319
SLC5A5	13	10	587	-1371
UBE3A	13	-17	588	352
SLC24A5	13	0	589	39
CSN2	13	-4	590	166
YAP1	13	-4	591	165
CACNA1C	13	10	592	-1425
UGT1A1	13	7	593	-555
ALAD	13	3	594	-124
CYP3A5	13	0	595	42
GATA3	13	-8	596	250
GABRA1	13	8	597	-746
FGG	13	6	598	-410
PTMA	13	0	599	44
FOXO1	13	-11	600	295
IL22	13	8	601	-780
CASP8	13	-3	602	141
CDK4	13	-8	603	252
CYP1A1	13	-1	604	91
HDAC1	13	4	605	-213
SOX10	13	2	606	-72
PYCARD	13	11	607	-2518
ABCC8	13	10	608	-1745
DKK1	13	-5	609	201
LEF1	13	8	610	-885
NOTCH1	13	7	611	-656
CCL4	12	1	612	-25
GIP	12	0	613	35
FH	12	4	614	-236
OTC	12	-5	615	203
CD69	12	1	616	-24
PLAT	12	-6	617	233
CD74	12	-1	618	80
CYP11A1	12	-4	619	172
CSF1	12	1	620	-23
HK2	12	5	621	-351
DDX58	12	0	622	31
SCP2	12	6	623	-490
FXN	12	-14	624	349
CLPS	12	8	625	-938
PROS1	12	-3	626	154
MMUT	12	6	627	-496
ERCC3	12	9	628	-1332
CRBN	12	-5	629	210
SRD5A2	12	0	630	27
SOD2	12	0	631	25
IL2RG	12	-2	632	129
SLC26A5	12	2	633	-78
PIK3CA	12	-5	634	209
CYP11B2	12	-3	635	154
FSHR	12	7	636	-717
ETS2	12	4	637	-265
CNTF	12	4	638	-266
KMT2A	12	-5	639	207
CDKL5	12	5	640	-381
PALLD	12	-10	641	310
TERC	12	8	642	-1047
MTRR	12	-7	643	266
LRP5	12	6	644	-556
MIF	12	-2	645	131
TRAF6	12	6	646	-560
NPC1	12	4	647	-277
CFP	12	-4	648	184
SMARCA4	12	5	649	-399
PKM	12	7	650	-778
SRGAP2	12	7	651	-790
YY1	12	3	652	-180
XPC	12	11	653	-4365
TREM2	12	4	654	-300
PALB2	12	0	655	23
ZBP1	12	9	656	-1740
PNPLA3	12	1	657	-30
MLKL	12	2	658	-99
OXER1	12	12	659	-11586
ENG	12	-1	660	87
DCN	12	-1	661	87
CFI	12	10	662	-2949
APRT	11	7	663	-850
RAD51	11	-1	664	88
IL2RA	11	4	665	-297
CBS	11	-6	666	256
TYRP1	11	-1	667	87
OSM	11	8	668	-1240
FGF18	11	5	669	-425
TSPO	11	1	670	-24
VTN	11	7	671	-858
GHR	11	-2	672	132
DLG4	11	1	673	-22
CXCR5	11	-1	674	88
VCL	11	-3	675	179
EPCAM	11	6	676	-612
ENPP1	11	8	677	-1250
CCL3	11	0	678	30
CD27	11	6	679	-613
RBFOX3	11	8	680	-1255
PRG2	11	1	681	-21
PIEZO2	11	-1	682	82
SV2A	11	0	683	29
IL3	11	-4	684	208
EGR1	11	0	685	28
PTK2	11	3	686	-194
PER1	11	10	687	-3081
MFN2	11	8	688	-1287
EIF4E	11	7	689	-905
MEFV	11	6	690	-635
SNAP25	11	0	691	32
TRPV6	11	4	692	-307
KLRK1	11	-1	693	81
CDC20	11	5	694	-449
EZH2	11	1	695	-25
UNG	11	6	696	-654
NES	11	4	697	-314
GYPA	11	8	698	-1364
THBS1	11	-1	699	84
RARA	11	1	700	-27
IGFBP7	11	8	701	-1395
CA2	11	8	702	-1415
CHEK2	11	-24	703	497
RHEB	11	7	704	-998
TACR1	11	6	705	-684
GHRHR	11	0	706	34
ANXA5	11	0	707	34
NR0B1	11	-3	708	193
ENO1	11	3	709	-216
JAK1	11	-2	710	150
IKZF1	11	3	711	-216
RN7SL1	11	1	712	-32
SMARCB1	11	3	713	-222
TNFRSF13B	11	10	714	-3952
SLC4A4	11	7	715	-1064
SATB2	11	7	716	-1066
GPR55	11	-2	717	148
PINK1	11	2	718	-116
DNM1L	11	6	719	-743
BHLHE41	11	9	720	-2641
KLF15	11	6	721	-769
SHANK3	11	4	722	-354
MIR21	11	4	723	-357
NCOR1	11	10	724	-5248
LPO	10	-4	725	234
ATR	10	1	726	-34
ALDOA	10	-5	727	260
RNR2	10	-6	728	287
FAH	10	4	729	-361
IL1RL1	10	-2	730	153
SERPINA6	10	-7	731	320
FCGR1A	10	1	732	-35
SELE	10	0	733	40
ITGAM	10	-6	734	290
WAS	10	3	735	-229
PRAME	10	-1	736	95
CD46	10	-9	737	368
HBA2	10	-8	738	352
CR1	10	-3	739	196
SCARB1	10	-8	740	353
CD55	10	1	741	-29
SLC15A1	10	8	742	-1778
TAS1R1	10	3	743	-227
PLK1	10	1	744	-27
CCL20	10	1	745	-30
HSPG2	10	4	746	-371
CCR4	10	5	747	-549
RNASE3	10	5	748	-552
IFIH1	10	-14	749	449
CHRM5	10	2	750	-131
ABCC2	10	2	751	-132
CD209	10	4	752	-383
FGF21	10	2	753	-132
DCDC2	10	9	754	-3061
GLI1	10	1	755	-35
BMP2	10	0	756	39
NGFR	10	-5	757	278
ATRX	10	2	758	-137
SMAD3	10	5	759	-578
FUT2	10	1	760	-37
GRIN2B	10	-1	761	95
S1PR1	10	4	762	-403
ERCC1	10	3	763	-250
FOXM1	10	6	764	-889
PTCH1	10	-7	765	334
IGFBP3	10	-3	766	210
LEPR	10	-1	767	99
DNMT1	10	4	768	-414
HSF1	10	3	769	-253
CDA	10	3	770	-253
CCN2	10	4	771	-415
SCN9A	10	0	772	41
TNFRSF4	10	0	773	39
TEK	10	6	774	-913
PDX1	10	4	775	-417
TIMP1	10	7	776	-1361
TOP1	10	-6	777	315
PTGER4	10	5	778	-613
LTA	10	2	779	-140
IRF7	10	8	780	-2148
CD276	10	5	781	-616
CD200	10	8	782	-2167
NRG1	10	1	783	-34
P2RX7	10	2	784	-145
VEGFB	10	1	785	-41
FOXN1	10	5	786	-663
RPTOR	10	0	787	32
BCL11A	10	-4	788	267
ANGPTL3	10	5	789	-699
FBXO11	10	9	790	-4778
H19	10	3	791	-287
GPER1	10	5	792	-716
AGER	10	-4	793	265
ACR	9	2	794	-165
APLN	9	1	795	-49
CPS1	9	-4	796	263
PLIN1	9	6	797	-1102
CXCR3	9	5	798	-722
TAS1R2	9	-1	799	107
SRY	9	1	800	-54
FECH	9	6	801	-1109
CD33	9	3	802	-291
NF2	9	2	803	-162
CORT	9	7	804	-1693
CDK1	9	1	805	-51
SMAD4	9	-4	806	264
CCL21	9	7	807	-1698
CD70	9	-2	808	164
PLA1A	9	8	809	-2844
FCER2	9	-4	810	266
NKX2-1	9	1	811	-53
ALDOB	9	1	812	-53
CXCL2	9	3	813	-293
FADS2	9	5	814	-734
GRM2	9	6	815	-1113
IDUA	9	4	816	-475
MX1	9	3	817	-295
ACP3	9	-7	818	367
PTGS2	9	-2	819	169
CPT2	9	5	820	-738
MC2R	9	-3	821	225
CYP27B1	9	-1	822	117
CCL24	9	-2	823	170
OCLN	9	5	824	-744
PAK1	9	-1	825	119
DDR1	9	0	826	46
UMPS	9	6	827	-1139
STIM1	9	0	828	46
CYBB	9	1	829	-55
CHEK1	9	2	830	-166
AKR1C4	9	6	831	-1155
CCKAR	9	5	832	-763
ATP7A	9	2	833	-165
GRB2	9	-9	834	435
TAFAZZIN	9	1	835	-53
IL7	9	-1	836	124
AVPR2	9	-3	837	226
CEBPA	9	-1	838	123
IL11	9	-6	839	362
CASP1	9	-6	840	362
FOXL2	9	0	841	47
AIF1	9	2	842	-159
KIF1A	9	0	843	48
SMAD2	9	0	844	48
FADD	9	-3	845	231
ZAP70	9	0	846	43
DRD5	9	1	847	-53
ERN1	9	6	848	-1224
ERG	9	5	849	-799
EPHX2	9	9	850	-5931
MEIS1	9	4	851	-509
FLNC	9	7	852	-1925
HTR5A	9	5	853	-811
HTR1F	9	0	854	46
FFAR1	9	7	855	-1986
TACSTD2	9	6	856	-1248
CD99	9	-2	857	188
MADCAM1	9	5	858	-818
RAB5C	9	9	859	-6227
RHD	9	-2	860	189
NCL	9	1	861	-54
NFKB1	9	3	862	-336
PEMT	9	4	863	-529
MUC2	9	5	864	-860
NOS2	9	0	865	46
MKKS	9	-1	866	121
TAF15	9	-10	867	488
SCN8A	9	-1	868	121
PAX9	9	-4	869	304
VCP	9	-4	870	304
CCS	9	8	871	-3891
OLIG2	9	-1	872	122
METAP2	9	7	873	-2351
SLC7A11	9	6	874	-1457
SYNGAP1	9	4	875	-580
TBR1	9	4	876	-581
TCP1	9	6	877	-1474
PTGDR2	9	7	878	-2426
APOL1	9	5	879	-954
TET2	9	5	880	-966
CNTNAP2	9	1	881	-74
IL33	9	-8	882	444
FOXP4	9	4	883	-617
ANO5	9	9	884	-11698
DES	8	-13	885	547
ITGAX	8	-5	886	356
MEN1	8	-1	887	126
ENTPD1	8	3	888	-384
IL23A	8	-1	889	127
BAD	8	-1	890	127
ARSA	8	6	891	-1594
PCSK1	8	8	892	-5125
BSG	8	0	893	42
ADM	8	0	894	41
PREP	8	-4	895	313
CD59	8	4	896	-634
ANPEP	8	4	897	-642
CORIN	8	4	898	-643
ASIP	8	-6	899	405
CXCL9	8	-4	900	312
CD24	8	4	901	-644
IL21	8	2	902	-200
LRP1	8	-9	903	488
DROSHA	8	-3	904	257
TNFRSF1A	8	0	905	36
WASF3	8	7	906	-2779
FOLH1	8	0	907	34
THY1	8	-4	908	315
PLEC	8	2	909	-210
NOD2	8	2	910	-210
COL17A1	8	5	911	-1031
CYP11B1	8	1	912	-68
ARRB1	8	1	913	-72
SLC25A20	8	3	914	-388
RHOB	8	4	915	-658
SDHD	8	5	916	-1051
CAV1	8	4	917	-658
IL9	8	-4	918	313
ABCE1	8	8	919	-5375
AGRP	8	-9	920	498
ADH5	8	7	921	-2893
ANG	8	5	922	-1076
ACVR2B	8	5	923	-1076
AVPR1A	8	-1	924	133
CDKN1C	8	5	925	-1086
MIR155	8	4	926	-682
CENPA	8	2	927	-217
EIF4EBP1	8	3	928	-402
BMP7	8	4	929	-686
AGTR2	8	2	930	-223
GATA6	8	5	931	-1103
DMRT1	8	3	932	-412
DMPK	8	2	933	-227
BMPR2	8	0	934	35
FANCE	8	-1	935	137
ACVR1	8	-5	936	382
OPN1MW	8	3	937	-414
NR1I3	8	-2	938	217
C4A	8	3	939	-415
PRLR	8	6	940	-1813
ERBB4	8	6	941	-1824
ABCG2	8	1	942	-74
ERBB3	8	0	943	40
AMPH	8	4	944	-707
GMNN	8	3	945	-418
MCL1	8	-2	946	220
RAPSN	8	8	947	-5901
JCHAIN	8	-14	948	618
FOXO4	8	3	949	-419
HSPA5	8	-7	950	466
GRK2	8	5	951	-1159
CYP7A1	8	-6	952	443
ADCYAP1	8	-2	953	223
LBP	8	-2	954	222
HLA-E	8	-2	955	222
TFAM	8	4	956	-726
IL6R	8	-6	957	447
TEAD1	8	0	958	50
RAB27A	8	8	959	-6103
ITK	8	8	960	-6112
RARG	8	-1	961	151
ABCD1	8	5	962	-1176
GLP2R	8	4	963	-745
PTGFR	8	5	964	-1192
PTH1R	8	3	965	-428
DFFB	8	6	966	-1958
CDC42	8	4	967	-756
TLR4	8	5	968	-1229
MSLN	8	6	969	-2011
SFRP1	8	8	970	-6536
SOX3	8	2	971	-242
S100A9	8	3	972	-441
PIGA	8	-3	973	293
EIF2AK3	8	4	974	-775
SMN1	8	-2	975	226
S100B	8	2	976	-245
NTSR1	8	8	977	-6943
ARID1A	8	2	978	-245
