# gene	views	view_delta	view_rank	view_rank_delta
GSPT1	4	1	2535	-295
FKBP1A	4	3	2536	-2638
FABP3	4	-3	2537	1070
FCN1	4	1	2538	-300
RCAN1	4	-2	2539	864
EMP1	4	3	2540	-2650
CRAT	4	2	2541	-1212
GGT1	4	1	2542	-305
OPN1MW	4	-5	2543	1348
TOR1A	4	4	2544	-5515
ALOX15	4	1	2545	-306
BLMH	4	0	2546	206
GNAZ	4	2	2547	-1223
GNA12	4	1	2548	-310
FBXL5	4	4	2549	-5562
ITGB4	4	1	2550	-312
EWSR1	4	-2	2551	871
ERV3-1	4	3	2552	-2686
ETV1	4	-1	2553	596
AK3	4	-2	2554	872
GOLGB1	4	3	2555	-2696
EXT2	4	4	2556	-5576
MEIS1	4	1	2557	-313
MDH2	4	2	2558	-1236
FOXI1	4	3	2559	-2703
MAG	4	0	2560	212
HOXC9	4	4	2561	-5603
HOXB4	4	3	2562	-2720
HOXC10	4	2	2563	-1247
HOXD3	4	3	2564	-2721
IFNR	4	1	2565	-315
IGHA1	4	0	2566	208
RAG2	4	-1	2567	600
ID3	4	3	2568	-2741
IGFBP7	4	-2	2569	885
RALGDS	4	3	2570	-2746
PVT1	4	-2	2571	884
HTN3	4	3	2572	-2750
DNAJB1	4	3	2573	-2754
HTN1	4	4	2574	-5658
MMP17	4	4	2575	-5660
PDIA3	4	-4	2576	1248
GPR18	4	-2	2577	889
GRID2	4	-2	2578	889
GPX2	4	1	2579	-314
KRT8	4	1	2580	-318
HSD3B2	4	2	2581	-1274
MGST1	4	2	2582	-1274
IFI27	4	-5	2583	1378
IDH3A	4	3	2584	-2779
HPGD	4	3	2585	-2781
PTBP1	4	0	2586	217
AMELY	4	0	2587	216
CFC1B	4	2	2588	-1276
IFIT1	4	2	2589	-1276
SDHA	4	-3	2590	1101
ADORA2B	4	0	2591	215
RPS6	4	2	2592	-1282
HINT1	4	1	2593	-318
BDKRB1	4	0	2594	214
ADORA3	4	2	2595	-1284
PMAIP1	4	-7	2596	1585
CDK3	4	3	2597	-2789
INSIG1	4	1	2598	-319
IL10RB	4	3	2599	-2808
RBBP4	4	3	2600	-2811
RBP1	4	0	2601	213
RBM3	4	3	2602	-2811
JAG2	4	2	2603	-1292
PZP	4	1	2604	-325
JUND	4	0	2605	214
RAB1A	4	3	2606	-2826
RBP3	4	4	2607	-5758
ERBIN	4	2	2608	-1296
RCN1	4	3	2609	-2832
ANGPT2	4	-3	2610	1107
MSRA	4	4	2611	-5785
SCAP	4	0	2612	212
TNS1	4	2	2613	-1300
MTNR1A	4	-2	2614	906
CASP2	4	-1	2615	610
NAIP	4	2	2616	-1308
RPL32	4	4	2617	-5816
GRPR	4	0	2618	212
RPS2	4	3	2619	-2857
NEFH	4	3	2620	-2859
GHRHR	4	-2	2621	910
TGFBR3	4	-1	2622	614
HOXA5	4	3	2623	-2868
IRF5	4	-11	2624	1836
OCRL	4	-2	2625	905
LCP2	4	1	2626	-342
MYL9	4	1	2627	-342
AIP	4	4	2628	-5862
LY9	4	4	2629	-5865
VPS13B	4	4	2630	-5893
CIDEB	4	0	2631	219
HLA-F	4	2	2632	-1327
FPR1	4	-2	2633	911
MR1	4	-6	2634	1536
GADD45B	4	-5	2635	1414
ABCB4	4	0	2636	220
DNMT3B	4	3	2637	-2926
CHD7	4	0	2638	220
DTNBP1	4	4	2639	-5932
MTF1	4	-2	2640	912
LAIR2	4	2	2641	-1342
HAL	4	-6	2642	1540
TSHB	4	-2	2643	910
TNIP1	4	2	2644	-1351
RS1	4	0	2645	216
NKX3-1	4	-1	2646	619
TRDN	4	1	2647	-357
NKG7	4	2	2648	-1355
EREG	4	4	2649	-5966
NOTCH4	4	0	2650	219
ACVRL1	4	1	2651	-355
NONO	4	-3	2652	1132
KDM6B	4	1	2653	-356
KRT4	4	-6	2654	1549
RNASE1	4	3	2655	-2962
RNR3	4	2	2656	-1356
ROBO1	4	1	2657	-356
IPO5	4	2	2658	-1360
BRD2	4	2	2659	-1360
RPA1	4	4	2660	-6007
SNTB1	4	3	2661	-2982
PICK1	4	2	2662	-1364
SPI1	4	-6	2663	1555
SON	4	-1	2664	632
S100A11	4	4	2665	-6054
KCNA3	4	1	2666	-356
PEX10	4	4	2667	-6076
SLC16A3	4	3	2668	-3011
NDRG1	4	0	2669	228
PIK3CB	4	3	2670	-3020
AKAP12	4	4	2671	-6104
PI4KB	4	3	2672	-3024
APOBEC3B	4	2	2673	-1378
KNG1	4	-2	2674	929
EXO1	4	0	2675	232
OAZ2	4	2	2676	-1381
AAAS	4	0	2677	229
FOSL1	4	0	2678	228
ZNF165	4	4	2679	-6150
QKI	4	-2	2680	931
VAPA	4	0	2681	230
MAP4K4	4	3	2682	-3059
HAND1	4	2	2683	-1394
PFN2	4	2	2684	-1398
KCNJ5	4	0	2685	232
UNC119	4	3	2686	-3074
KIF5A	4	-2	2687	937
GABBR2	4	1	2688	-357
KCNK3	4	3	2689	-3076
KCNJ6	4	1	2690	-356
S100A10	4	2	2691	-1397
PGA5	4	2	2692	-1397
KCNN2	4	4	2693	-6214
KIF2A	4	0	2694	240
KCND3	4	4	2695	-6214
PTGES	4	2	2696	-1394
USP14	4	3	2697	-3076
SCN10A	4	-15	2698	2066
SCN1A	4	2	2699	-1398
SDC4	4	-1	2700	657
NEUROD1	4	0	2701	241
NAB1	4	4	2702	-6248
SCN3A	4	0	2703	239
ZNF423	4	3	2704	-3098
SOCS5	4	3	2705	-3102
SAT1	4	2	2706	-1404
SALL2	4	1	2707	-361
SMARCC1	4	-25	2708	2293
HDAC9	4	1	2709	-364
SMN2	4	-3	2710	1176
RNR5	4	-1	2711	662
RNR4	4	3	2712	-3113
NPY5R	4	4	2713	-6314
DOCK4	4	2	2714	-1412
EIF1	4	0	2715	243
UBE2V2	4	3	2716	-3142
TSPY1	4	2	2717	-1416
TNK2	4	1	2718	-368
AGR2	4	1	2719	-369
HEY2	4	2	2720	-1416
PROCR	4	2	2721	-1419
UBD	4	-2	2722	963
PLCG2	4	1	2723	-373
LPIN1	4	-3	2724	1185
RCOR1	4	3	2725	-3168
USP16	4	1	2726	-379
SYNE2	4	3	2727	-3190
PNN	4	3	2728	-3196
PDE6A	4	3	2729	-3200
IRS2	4	1	2730	-386
DDX3Y	4	3	2731	-3229
MARCO	4	-2	2732	968
COG5	4	4	2733	-6531
DBF4	4	1	2734	-387
NREP	4	4	2735	-6538
PPIH	4	3	2736	-3234
KLF7	4	4	2737	-6546
CASK	4	-6	2738	1621
HYAL2	4	4	2739	-6576
SMG6	4	-1	2740	671
UXT	4	3	2741	-3257
KDM6A	4	-6	2742	1621
UTY	4	-6	2743	1621
SLC6A6	4	4	2744	-6637
STIL	4	1	2745	-386
COPB2	4	3	2746	-3287
PDK3	4	1	2747	-390
MAGED2	4	4	2748	-6666
PPIB	4	-1	2749	673
FIG4	4	2	2750	-1478
RAPGEF3	4	0	2751	248
SPON1	4	4	2752	-6738
KHDRBS1	4	1	2753	-395
PPP1CA	4	2	2754	-1487
SPRY2	4	4	2755	-6816
SPRY3	4	4	2756	-6837
TOPBP1	4	2	2757	-1507
NUDT21	4	4	2758	-6871
HBS1L	4	3	2759	-3387
IL18BP	4	4	2760	-6885
DEK	4	-1	2761	671
ADAM19	4	3	2762	-3389
TNFRSF25	4	3	2763	-3407
NELFE	4	3	2764	-3409
SCO2	4	1	2765	-408
OASL	4	1	2766	-409
AOC3	4	1	2767	-411
SH2B3	4	-3	2768	1214
COTL1	4	4	2769	-6976
PPM1D	4	0	2770	248
STAT5A	4	2	2771	-1520
LDLRAP1	4	3	2772	-3455
SSX4	4	1	2773	-425
INPP4B	4	3	2774	-3468
KLC2	4	4	2775	-7013
CA14	4	2	2776	-1534
SYNGAP1	4	-2	2777	984
YES1	4	-1	2778	680
PRIM1	4	2	2779	-1544
PRKAA2	4	3	2780	-3501
YWHAB	4	3	2781	-3501
ADAM9	4	2	2782	-1546
SNAPIN	4	4	2783	-7098
TRA	4	0	2784	248
PREB	4	1	2785	-428
KIF20A	4	2	2786	-1551
MKS1	4	3	2787	-3520
NTSR2	4	4	2788	-7187
SS18	4	3	2789	-3549
EBI3	4	-2	2790	987
STAR	4	3	2791	-3552
ABCB6	4	3	2792	-3553
CIT	4	0	2793	247
TCF3	4	-2	2794	990
ELP3	4	0	2795	245
C1orf109	4	4	2796	-7269
LILRB1	4	3	2797	-3608
FRS2	4	3	2798	-3613
MMRN1	4	3	2799	-3623
SLC45A2	4	-1	2800	681
SLC17A7	4	-7	2801	1765
YJU2	4	4	2802	-7461
DKK3	4	2	2803	-1605
HCAR3	4	4	2804	-7489
RADIL	4	2	2805	-1606
ACTL6B	4	3	2806	-3680
FCF1	4	2	2807	-1609
ABHD5	4	2	2808	-1611
MECR	4	-1	2809	684
DSE	4	3	2810	-3699
PURG	4	-1	2811	685
TRIM32	4	4	2812	-7573
DNMT3L	4	1	2813	-472
SPEN	4	1	2814	-473
NAT10	4	4	2815	-7589
PILRA	4	1	2816	-475
PBRM1	4	2	2817	-1620
XPO5	4	0	2818	246
BTRC	4	-4	2819	1425
GABARAP	4	3	2820	-3744
EXOC1	4	3	2821	-3755
SPTBN5	4	3	2822	-3758
CNTNAP1	4	0	2823	247
TNFRSF12A	4	2	2824	-1625
CA5B	4	3	2825	-3757
LPAR5	4	4	2826	-7695
GPR176	4	4	2827	-7715
MCM3AP	4	2	2828	-1633
SIGLEC8	4	3	2829	-3786
ZHX2	4	2	2830	-1646
SLC12A5	4	0	2831	250
TTC7A	4	2	2832	-1649
PNKD	4	3	2833	-3817
RGCC	4	0	2834	248
ZXDC	4	3	2835	-3838
TDP2	4	0	2836	247
MED15	4	3	2837	-3846
ING3	4	4	2838	-7894
TBL1XR1	4	3	2839	-3847
SAMD9	4	4	2840	-7899
BTBD1	4	3	2841	-3847
GNG13	4	2	2842	-1660
AHI1	4	4	2843	-7911
CDK12	4	1	2844	-482
BEX3	4	4	2845	-7929
AGMAT	4	2	2846	-1667
DPP8	4	2	2847	-1669
AKNA	4	3	2848	-3878
RNF39	4	3	2849	-3878
HPS6	4	3	2850	-3879
CD244	4	-1	2851	712
ASB1	4	3	2852	-3891
GPRC5B	4	2	2853	-1679
POLL	4	2	2854	-1679
FNBP1L	4	2	2855	-1682
DBX1	4	3	2856	-3917
RHOT1	4	0	2857	258
IL21R	4	2	2858	-1696
RAI14	4	4	2859	-8162
HEMGN	4	2	2860	-1698
PARD6A	4	4	2861	-8179
AP1AR	4	4	2862	-8195
P2RY10	4	4	2863	-8197
PARD3	4	4	2864	-8246
ZZZ3	4	-1	2865	716
ARID1B	4	0	2866	256
PHF6	4	1	2867	-494
RNF213	4	3	2868	-4043
G6PC2	4	2	2869	-1731
CHD8	4	-8	2870	1900
NDEL1	4	3	2871	-4057
PDGFD	4	4	2872	-8424
MUS81	4	0	2873	258
CEP290	4	1	2874	-499
KMT2C	4	2	2875	-1752
MS4A7	4	4	2876	-8548
UTP4	4	4	2877	-8609
EDARADD	4	-1	2878	720
WNT10A	4	2	2879	-1788
ABCG8	4	2	2880	-1789
CCDC78	4	2	2881	-1794
DPP9	4	3	2882	-4202
ZFP42	4	-1	2883	721
AKTIP	4	4	2884	-8823
PPIL4	4	3	2885	-4215
PAPLN	4	3	2886	-4227
H4-16	4	4	2887	-8880
KIRREL1	4	0	2888	256
ADCY10	4	3	2889	-4252
EPGN	4	0	2890	257
FOXP4	4	2	2891	-1811
CARD11	4	0	2892	258
DOT1L	4	-1	2893	724
CLEC7A	4	-6	2894	1753
DNAI2	4	3	2895	-4286
TP53RK	4	4	2896	-9061
CNTROB	4	3	2897	-4297
OSR1	4	0	2898	253
LRRC15	4	-2	2899	1070
BTBD9	4	2	2900	-1840
OMA1	4	3	2901	-4357
ADGRF4	4	2	2902	-1853
OR5AN1	4	3	2903	-4430
DCP2	4	2	2904	-1875
NEAT1	4	-1	2905	722
RFX6	4	0	2906	246
CDHR3	4	3	2907	-4486
IL27	4	3	2908	-4490
RSPO2	4	4	2909	-9636
SESN3	4	4	2910	-9678
GPX8	4	4	2911	-9730
ADGRF1	4	4	2912	-9738
SUMO4	4	1	2913	-580
NPS	4	3	2914	-4537
MUC5B	4	0	2915	245
NCF1	4	-3	2916	1321
DBX2	4	0	2917	245
LAT	4	-4	2918	1515
NMT1	4	4	2919	-9891
FOXO6	4	3	2920	-4582
ABAT	4	2	2921	-1896
GAK	4	2	2922	-1896
HRM2	4	3	2923	-4583
KIF17	4	4	2924	-9903
TMEM131L	4	4	2925	-9924
EPHA2	4	0	2926	246
MAP3K20	4	4	2927	-9972
ILK	4	0	2928	245
ADK	4	3	2929	-4612
HBM	3	-2	2930	1086
AMY2A	3	2	2931	-1910
TWNK	3	-1	2932	736
COX10	3	-2	2933	1087
F2R	3	2	2934	-1908
GRM7	3	-1	2935	738
RNMT	3	2	2936	-1908
ESPN	3	0	2937	250
ZMPSTE24	3	0	2938	249
TAS1R2	3	0	2939	249
CCL16	3	0	2940	249
DCT	3	-1	2941	734
BPI	3	2	2942	-1930
PSG1	3	1	2943	-588
COL4A6	3	-3	2944	1339
SAG	3	1	2945	-589
CUBN	3	-5	2946	1676
CD82	3	3	2947	-4634
FGF18	3	3	2948	-4634
GCH1	3	-4	2949	1535
SYNPO	3	1	2950	-586
GAMT	3	1	2951	-588
SLC25A11	3	0	2952	248
CCL8	3	-1	2953	736
SLC25A3	3	-1	2954	735
OGDH	3	-6	2955	1798
C5AR1	3	-3	2956	1343
SGCD	3	3	2957	-4652
ARPC1B	3	3	2958	-4653
SAR1A	3	2	2959	-1929
GLIS2	3	1	2960	-591
DGAT1	3	0	2961	246
SLC6A11	3	1	2962	-591
ATP2A2	3	2	2963	-1928
HBQ1	3	-2	2964	1102
TOX2	3	2	2965	-1930
TOX3	3	1	2966	-593
CD84	3	0	2967	243
GRM6	3	-5	2968	1687
CCL14	3	2	2969	-1930
SLC19A1	3	1	2970	-594
APELA	3	2	2971	-1934
COL9A1	3	2	2972	-1937
CCL27	3	0	2973	245
SLCO4C1	3	3	2974	-4659
COL4A5	3	-4	2975	1549
RNLS	3	1	2976	-595
HBE1	3	-2	2977	1109
NCR3	3	2	2978	-1944
LRAT	3	1	2979	-599
SCG2	3	-4	2980	1550
S100A7	3	1	2981	-598
CLCN5	3	1	2982	-598
COL11A2	3	1	2983	-599
VEGFD	3	2	2984	-1947
CCL26	3	-2	2985	1112
WT1	3	1	2986	-605
POMT2	3	2	2987	-1951
COL15A1	3	-1	2988	745
APOA2	3	1	2989	-605
NEUROG3	3	3	2990	-4699
ACKR3	3	-2	2991	1114
ZNF263	3	3	2992	-4722
CACNA1A	3	-4	2993	1556
STIP1	3	2	2994	-1957
DYNC1I1	3	2	2995	-1959
EDNRA	3	3	2996	-4723
ADGRE3	3	2	2997	-1967
BACE2	3	0	2998	250
TRPC5	3	-1	2999	747
PTAFR	3	0	3000	251
PAFAH1B1	3	0	3001	251
TRPC4	3	1	3002	-611
EDNRB	3	-1	3003	747
CAMK2G	3	1	3004	-611
TRPS1	3	-1	3005	746
CAPS	3	0	3006	254
KCNE3	3	3	3007	-4726
CSNK1D	3	2	3008	-1962
CNP	3	-3	3009	1373
CAMK2B	3	-1	3010	748
CAMK2A	3	1	3011	-609
NR1D2	3	1	3012	-610
PRKACA	3	-4	3013	1570
CCNC	3	-1	3014	751
TLR8	3	3	3015	-4730
TRPV5	3	-4	3016	1570
CLCN4	3	2	3017	-1964
ERCC8	3	1	3018	-614
CLTC	3	3	3019	-4739
CHD1	3	-3	3020	1378
TBCB	3	1	3021	-612
CHRNE	3	3	3022	-4746
CKM	3	-6	3023	1845
CHRNA2	3	-5	3024	1725
AQP1	3	2	3025	-1984
QDPR	3	1	3026	-615
ADCY7	3	2	3027	-1985
C7	3	2	3028	-1986
ATP1A3	3	-3	3029	1376
CSPG4	3	2	3030	-1990
TBXT	3	2	3031	-1992
CTBP2	3	-1	3032	745
KLF6	3	-1	3033	745
GRB7	3	3	3034	-4772
CPA1	3	3	3035	-4782
CRABP1	3	1	3036	-618
SLC31A1	3	3	3037	-4789
CRX	3	3	3038	-4789
CDK11B	3	0	3039	258
ACTC1	3	0	3040	258
NAT1	3	-2	3041	1126
CEBPG	3	3	3042	-4789
AANAT	3	1	3043	-617
ACTL6A	3	3	3044	-4790
ACOX1	3	-1	3045	748
CDH15	3	1	3046	-618
A1BG	3	-2	3047	1130
CDC25C	3	2	3048	-2008
ADCY6	3	3	3049	-4796
AADAC	3	0	3050	262
EIF4G1	3	3	3051	-4806
MEGF6	3	2	3052	-2017
ELAVL2	3	3	3053	-4806
EFNB2	3	-7	3054	1982
CYP27A1	3	-14	3055	2372
EIF4A1	3	1	3056	-617
CELSR3	3	3	3057	-4804
ATXN1	3	0	3058	267
SERPINB1	3	1	3059	-615
ELAVL3	3	3	3060	-4806
EIF4B	3	3	3061	-4807
HPCA	3	0	3062	270
ARL4D	3	2	3063	-2015
ASGR1	3	1	3064	-618
BIRC3	3	2	3065	-2017
ANXA6	3	2	3066	-2017
CFL1	3	1	3067	-621
APEH	3	3	3068	-4817
CAV3	3	0	3069	275
APOBEC1	3	-1	3070	767
BMP15	3	-1	3071	767
ALAS2	3	-2	3072	1144
APEX1	3	1	3073	-620
GPD1L	3	3	3074	-4825
FMO1	3	2	3075	-2023
AGXT	3	2	3076	-2030
ALAS1	3	2	3077	-2031
GPRC5D	3	-1	3078	767
DDT	3	3	3079	-4843
ATP2B2	3	2	3080	-2042
DDB2	3	2	3081	-2042
ATP5PB	3	3	3082	-4853
FXYD2	3	3	3083	-4856
DBN1	3	0	3084	279
ATP5F1B	3	0	3085	279
DAB2	3	1	3086	-629
CYLD	3	0	3087	278
CYP3A7	3	0	3088	277
DDB1	3	0	3089	276
GABRD	3	0	3090	274
GABRG3	3	3	3091	-4865
GABRB2	3	-4	3092	1629
BRDT	3	-1	3093	774
DPEP1	3	0	3094	276
DKC1	3	-2	3095	1160
DNAH9	3	2	3096	-2055
BCL2L2	3	1	3097	-633
BLVRB	3	2	3098	-2056
BCS1L	3	3	3099	-4883
SEPTIN1	3	2	3100	-2057
BTF3	3	3	3101	-4885
BBS2	3	2	3102	-2061
MARK3	3	3	3103	-4894
FCER1A	3	2	3104	-2063
EYCL1	3	0	3105	273
MC5R	3	2	3106	-2064
FBLN1	3	0	3107	274
ACSL1	3	-1	3108	780
ARHGAP35	3	3	3109	-4910
FABP2	3	-1	3110	780
CPM	3	3	3111	-4914
TSC22D3	3	-2	3112	1169
DUSP1	3	-6	3113	1919
DUSP2	3	1	3114	-635
E2F5	3	3	3115	-4919
DUT	3	-2	3116	1169
HEXB	3	-3	3117	1441
BTG1	3	3	3118	-4936
ELK1	3	-9	3119	2183
EBF1	3	-5	3120	1804
KLF5	3	2	3121	-2085
EN2	3	2	3122	-2086
GUCY1A1	3	2	3123	-2088
HAS1	3	3	3124	-4947
GZMK	3	0	3125	270
GUCY2F	3	3	3126	-4952
H3-3B	3	2	3127	-2091
GCLC	3	-4	3128	1657
GLRA1	3	1	3129	-639
GNB3	3	2	3130	-2102
CCR10	3	1	3131	-645
EVC	3	2	3132	-2103
EXTL1	3	2	3133	-2106
AKT2	3	0	3134	270
EPHX1	3	1	3135	-645
GP1BB	3	2	3136	-2113
GOT2	3	2	3137	-2118
SMCP	3	1	3138	-655
FOXD1	3	2	3139	-2118
FOLR2	3	3	3140	-5003
AFF2	3	2	3141	-2122
CHST6	3	3	3142	-5002
MEF2D	3	3	3143	-5004
FOXF1	3	0	3144	273
MAP3K3	3	2	3145	-2122
LGMN	3	3	3146	-5009
MAPK4	3	2	3147	-2132
HOXD8	3	3	3148	-5029
PRSS3	3	3	3149	-5029
PROX1	3	0	3150	273
MAPK6	3	-4	3151	1673
MAP2K7	3	-1	3152	797
MAPK10	3	1	3153	-663
HOXC4	3	1	3154	-664
PTPRG	3	3	3155	-5040
RALA	3	-5	3156	1832
PWP2	3	3	3157	-5041
PTPRK	3	1	3158	-666
PTPRN	3	0	3159	277
IGL	3	1	3160	-668
ALDH18A1	3	1	3161	-669
CCN1	3	-1	3162	802
PTPRS	3	2	3163	-2144
PEX19	3	2	3164	-2146
IGFBP6	3	0	3165	281
IGHE	3	2	3166	-2148
PYGL	3	0	3167	280
IGHG2	3	3	3168	-5050
HSD17B1	3	2	3169	-2149
HSP90AB1	3	1	3170	-666
HSP90AA1	3	-6	3171	1970
GPR25	3	3	3172	-5067
GPX3	3	-1	3173	812
GPR15	3	2	3174	-2160
PORCN	3	1	3175	-671
MCHR1	3	2	3176	-2166
GPR35	3	-4	3177	1693
LY75	3	2	3178	-2170
GPR21	3	1	3179	-672
ATG16L1	3	-4	3180	1695
NQO2	3	-2	3181	1206
PCDH11Y	3	-2	3182	1206
HOXD12	3	2	3183	-2173
IFIT2	3	2	3184	-2176
HSD3B1	3	-1	3185	817
BAMBI	3	2	3186	-2178
IFNA17	3	3	3187	-5098
FKBP4	3	3	3188	-5102
AZU1	3	0	3189	281
HIVEP2	3	2	3190	-2183
IBSP	3	1	3191	-680
SETBP1	3	-1	3192	815
HHEX	3	3	3193	-5109
ADGRB1	3	1	3194	-683
IGKC	3	-1	3195	814
ALOX12	3	2	3196	-2187
ATG3	3	2	3197	-2187
UCP3	3	0	3198	285
CENPI	3	-1	3199	817
CCNH	3	2	3200	-2187
GSTA2	3	2	3201	-2187
IL13RA2	3	-1	3202	818
IMPDH2	3	1	3203	-680
IRF2	3	3	3204	-5121
ILF2	3	3	3205	-5123
INSM1	3	2	3206	-2193
TEF	3	2	3207	-2199
INHA	3	-2	3208	1218
NR2F1	3	0	3209	287
ANOS1	3	1	3210	-682
RBBP5	3	2	3211	-2205
GDF2	3	0	3212	288
TSPAN8	3	3	3213	-5138
GDF3	3	0	3214	286
JUNB	3	2	3215	-2210
OGG1	3	-5	3216	1880
RAD51C	3	-3	3217	1513
PRPH2	3	3	3218	-5159
TNFAIP6	3	-2	3219	1220
SKI	3	1	3220	-687
RIT2	3	3	3221	-5172
TNNC1	3	-2	3222	1222
MSX2	3	2	3223	-2224
RGS1	3	2	3224	-2224
RHCE	3	2	3225	-2225
RAMP2	3	3	3226	-5175
ND3	3	-12	3227	2441
TNNI2	3	3	3228	-5177
TOP2A	3	0	3229	280
RGR	3	1	3230	-688
ZEB2	3	2	3231	-2228
GLP2R	3	-2	3232	1226
RPN1	3	2	3233	-2231
RPLP2	3	-1	3234	830
NEFM	3	0	3235	282
RPS3	3	-4	3236	1727
NAGLU	3	2	3237	-2243
LRRTM1	3	0	3238	279
APOC4	3	2	3239	-2243
ITGB7	3	-2	3240	1230
LSP1	3	3	3241	-5213
PTPRA	3	2	3242	-2256
ITGB8	3	2	3243	-2257
LMAN1	3	2	3244	-2257
HNRNPD	3	1	3245	-697
HOXA7	3	2	3246	-2257
ITGB5	3	0	3247	276
SPEG	3	1	3248	-697
SYT7	3	3	3249	-5234
PKMYT1	3	1	3250	-699
PIGQ	3	2	3251	-2270
HAP1	3	3	3252	-5252
CLDN6	3	3	3253	-5260
CNOT2	3	2	3254	-2280
MAP7	3	0	3255	279
HMGB2	3	1	3256	-700
CA6	3	2	3257	-2282
XCL1	3	-1	3258	844
FTL	3	-3	3259	1536
HLX	3	3	3260	-5276
HOXA@	3	2	3261	-2288
HMGN1	3	1	3262	-701
HOXA11	3	1	3263	-701
HLA-DQB2	3	3	3264	-5281
HOXA10	3	-2	3265	1249
CTSL	3	-1	3266	851
MUC7	3	0	3267	285
CBX1	3	2	3268	-2288
NR5A2	3	2	3269	-2301
TGM1	3	0	3270	282
HSP90B1	3	0	3271	282
LAMA5	3	-1	3272	850
TLR7	3	2	3273	-2302
PSAP	3	-1	3274	851
SFTPD	3	-3	3275	1545
NEDD4	3	-4	3276	1760
MCOLN1	3	-3	3277	1546
CCT3	3	1	3278	-711
FADS1	3	-3	3279	1547
SRR	3	0	3280	282
SCN4B	3	2	3281	-2308
RPS6KB2	3	-1	3282	858
RRAS	3	-1	3283	858
RPS14	3	2	3284	-2314
CLEC4M	3	2	3285	-2316
RRM1	3	-1	3286	854
TRAM2	3	-3	3287	1548
SSPOP	3	-1	3288	855
HIC2	3	3	3289	-5356
SFRP4	3	3	3290	-5357
NOS1AP	3	1	3291	-722
EDEM1	3	3	3292	-5363
RP1	3	-2	3293	1265
RNF4	3	2	3294	-2332
RNF5	3	3	3295	-5365
KIF23	3	3	3296	-5378
SYN3	3	1	3297	-731
TTK	3	3	3298	-5410
PFKFB1	3	3	3299	-5422
RTN2	3	3	3300	-5427
PFKFB2	3	1	3301	-733
KLF2	3	-15	3302	2642
KCNC4	3	3	3303	-5429
KCNA2	3	1	3304	-732
SLC16A4	3	2	3305	-2370
PEX14	3	3	3306	-5440
RYR3	3	3	3307	-5442
KCNB1	3	-7	3308	2199
CREB5	3	1	3309	-730
KPNB1	3	2	3310	-2375
KIR2DL1	3	-2	3311	1275
NCOA6	3	3	3312	-5460
PIK3C3	3	2	3313	-2382
KIR2DS4	3	2	3314	-2383
SMG1	3	0	3315	286
KLC1	3	3	3316	-5463
KLRB1	3	0	3317	286
NCOA4	3	0	3318	283
ORM1	3	1	3319	-744
IFT88	3	0	3320	283
OGN	3	3	3321	-5503
OAZ1	3	2	3322	-2405
SLC16A7	3	1	3323	-743
ZW10	3	2	3324	-2406
GPR50	3	2	3325	-2410
MTA2	3	3	3326	-5520
BUB3	3	1	3327	-745
SPG9	3	2	3328	-2414
HOMER3	3	3	3329	-5533
SUMO3	3	1	3330	-748
MAGI1	3	3	3331	-5533
DDX21	3	2	3332	-2413
SNRPB2	3	3	3333	-5533
TJP2	3	2	3334	-2414
KCNJ3	3	-1	3335	883
PGM1	3	-5	3336	1966
VPS26A	3	2	3337	-2421
KCNH1	3	3	3338	-5552
CHD1L	3	2	3339	-2424
PHF2	3	3	3340	-5574
SCNN1B	3	3	3341	-5578
LHB	3	0	3342	292
SCNN1A	3	3	3343	-5582
NFATC2	3	1	3344	-750
MYO10	3	2	3345	-2432
SCO1	3	2	3346	-2433
NCOR2	3	-1	3347	890
NFATC4	3	3	3348	-5579
SCN2A	3	1	3349	-749
RAB11B	3	0	3350	294
TBRG4	3	-1	3351	893
SDCBP	3	1	3352	-749
NFIB	3	0	3353	294
NCOA3	3	1	3354	-748
BTC	3	2	3355	-2443
PPRC1	3	3	3356	-5599
IKBKE	3	3	3357	-5599
SALL1	3	-1	3358	893
S100P	3	2	3359	-2445
PKD3	3	0	3360	296
CELSR1	3	2	3361	-2452
KDM4A	3	1	3362	-750
DEPDC5	3	1	3363	-751
RPL19	3	3	3364	-5638
RPL18	3	2	3365	-2457
NTHL1	3	2	3366	-2457
RNH1	3	0	3367	292
SLK	3	2	3368	-2461
TRIM25	3	2	3369	-2468
NPY2R	3	1	3370	-757
ZBTB16	3	0	3371	293
HIRA	3	1	3372	-759
FLOT1	3	0	3373	292
KDM5C	3	0	3374	289
TUBG1	3	3	3375	-5703
UBTF	3	1	3376	-758
P4HA1	3	2	3377	-2495
VARS1	3	-1	3378	903
PES1	3	3	3379	-5727
MACF1	3	2	3380	-2500
P2RY6	3	2	3381	-2500
CBX7	3	3	3382	-5733
TMEM131	3	1	3383	-762
PLS1	3	3	3384	-5741
PAX1	3	-4	3385	1845
PCK1	3	-6	3386	2151
PMPCA	3	3	3387	-5766
PMM2	3	2	3388	-2519
PMS1	3	-1	3389	910
SCGN	3	1	3390	-763
PBX1	3	0	3391	285
IGF2BP1	3	3	3392	-5782
PCNT	3	-4	3393	1851
NRXN1	3	0	3394	281
H2BC14	3	3	3395	-5820
VAV1	3	-3	3396	1633
NRXN2	3	0	3397	280
HIST1H3C	3	3	3398	-5858
ADAP1	3	2	3399	-2560
H4C3	3	3	3400	-5862
HMGN4	3	3	3401	-5865
