# gene	views	view_delta	view_rank	view_rank_delta
DRD4	55	17	252	-70
ADAMTS13	55	-10	253	72
PF4	54	24	254	-137
FGF23	54	17	255	-77
TARDBP	54	15	256	-61
CCL2	53	10	257	-16
PARP1	53	21	258	-110
GBA	53	31	259	-269
PLAU	53	-23	260	110
AIRE	53	5	261	12
TNFRSF11B	53	5	262	12
ANXA5	53	24	263	-149
CD74	52	39	264	-598
LIPF	52	12	265	-42
MECP2	52	-16	266	91
CD80	51	-5	267	53
FMR1	51	-1	268	39
EGR1	51	34	269	-410
SOD1	51	18	270	-94
C3	51	-9	271	74
GLP1R	51	10	272	-34
FGF2	51	8	273	-11
COL1A1	50	13	274	-55
TRPM8	50	7	275	-5
EPAS1	50	17	276	-90
OCA2	50	7	277	-6
LOX	49	20	278	-123
CCL4	49	8	279	-18
PDPK1	49	31	280	-383
PPARA	49	-1	281	40
PTGS1	48	2	282	23
CHGA	48	1	283	27
CHRM1	48	3	284	18
CASP1	48	22	285	-174
BCL6	48	1	286	29
HOXD13	48	0	287	35
GDF15	48	20	288	-139
STAT3	48	-17	289	105
SOX9	48	4	290	18
SUCLA2	48	-11	291	89
HRH3	47	12	292	-51
CNR2	47	-7	293	73
CHRM2	47	2	294	29
ADRA2A	47	6	295	-8
LALBA	47	-2	296	51
VCAM1	47	17	297	-100
CLOCK	47	37	298	-797
FLG	46	-20	299	121
XIST	46	-6	300	68
MET	45	13	301	-68
FCGRT	45	9	302	-36
GGCX	45	24	303	-248
MBL2	45	6	304	-11
COX1	45	-16	305	111
TMPRSS2	45	10	306	-41
PIEZO1	45	7	307	-19
ADAR	44	11	308	-53
TYMS	44	0	309	40
ALDOB	44	19	310	-159
LCAT	44	17	311	-127
TBP	44	13	312	-73
ADORA2A	44	2	313	19
SCN9A	44	14	314	-86
OXTR	44	-12	315	100
CYP3A	44	15	316	-97
IL1RN	44	15	317	-97
BCR	43	18	318	-147
KL	43	-13	319	107
VDR	43	9	320	-28
GBE1	43	16	321	-111
SERPINA7	43	-2	322	59
PRKN	43	5	323	2
CRBN	43	24	324	-293
CYP2E1	43	-5	325	74
IL5	43	5	326	2
AKT1	43	-1	327	56
HTR7	43	-11	328	105
FURIN	43	-3	329	68
SPP1	42	-1	330	55
ATM	42	-6	331	83
NANOG	42	-26	332	159
BCHE	42	4	333	13
CD47	42	15	334	-101
CREBBP	42	1	335	34
KCNJ1	42	22	336	-244
ALK	42	0	337	44
MYCN	42	6	338	-2
CST3	41	-16	339	131
CPS1	41	-2	340	66
PAH	41	9	341	-29
HGF	41	0	342	42
AGTR1	41	13	343	-82
TNFRSF17	41	18	344	-173
RAN	41	4	345	10
DDX58	40	5	346	0
IDO1	40	15	347	-125
PROS1	40	14	348	-107
MMUT	40	18	349	-182
STAT1	40	19	350	-214
F9	39	-2	351	53
MTR	39	6	352	-7
TMSB4X	39	-4	353	76
CXCL12	39	11	354	-64
BACE1	39	18	355	-197
SOD2	39	14	356	-118
ACTA2	39	19	357	-229
PAX3	39	5	358	2
TAS2R38	39	3	359	18
S100B	39	19	360	-238
UOX	39	17	361	-187
COL3A1	38	-6	362	92
ABO	38	10	363	-61
MMP2	38	21	364	-316
PTPN11	38	8	365	-31
IL7	38	15	366	-149
CD40LG	38	1	367	34
ESR1	38	-7	368	101
AIF1	38	12	369	-91
EZH2	38	17	370	-189
CYP2B6	38	-12	371	131
MLH1	38	12	372	-91
OPRD1	38	4	373	16
NOG	38	4	374	16
RAD51	37	15	375	-151
CD36	37	3	376	25
HMGB1	37	10	377	-56
AICDA	37	10	378	-61
CD86	37	9	379	-42
SP1	37	11	380	-77
C9orf72	37	5	381	4
LGALS3	37	6	382	-6
DBH	36	13	383	-125
CD55	36	4	384	11
CALR	36	9	385	-52
RELA	36	9	386	-54
IL13	36	2	387	35
SOST	36	15	388	-168
IDH1	36	16	389	-203
CDKN1B	36	24	390	-582
LIF	35	11	391	-93
FCGR1A	35	19	392	-320
FOXO3	35	2	393	31
POU5F1	35	-12	394	139
SERPING1	35	-6	395	93
SYP	35	-2	396	65
RAC1	35	15	397	-185
ADRA1A	35	17	398	-249
ELANE	35	-4	399	83
FTO	35	1	400	46
JAK2	35	-7	401	105
CAMP	35	4	402	13
CR2	34	-9	403	127
CSF1	34	0	404	54
A2M	34	-4	405	86
VEGFA	34	7	406	-30
UMOD	34	4	407	15
MAP2	34	13	408	-146
ADORA1	34	-4	409	84
KMT2A	34	11	410	-108
SERPINF1	34	22	411	-542
XBP1	34	12	412	-132
PSEN1	34	5	413	-3
TXN	33	-2	414	70
CXCL1	33	-6	415	103
MC4R	33	13	416	-163
HTR1B	33	7	417	-37
NFKBIA	33	-9	418	127
RHOA	33	13	419	-164
CSF1R	33	9	420	-72
GRB2	33	8	421	-55
TFPI	33	6	422	-20
GATA3	33	13	423	-164
TGFA	33	11	424	-115
GDF11	33	19	425	-413
H2AX	33	6	426	-17
RPS6KB1	33	-1	427	72
MYB	33	12	428	-142
JAK1	33	20	429	-471
PLIN1	32	14	430	-208
CANX	32	6	431	-18
PNMT	32	5	432	1
EPCAM	32	17	433	-325
DRD3	32	1	434	53
CYP17A1	32	-4	435	96
MYOD1	32	13	436	-178
NR3C2	32	-8	437	129
CCR7	32	-25	438	228
PIK3CA	32	10	439	-95
GHSR	32	4	440	11
FGFR3	32	5	441	-3
SELP	31	-8	442	128
THY1	31	6	443	-28
RAF1	31	13	444	-199
PVALB	31	5	445	-11
HBA1	31	7	446	-45
FGF21	31	0	447	65
CEBPB	31	24	448	-1008
RUNX2	31	7	449	-45
HLA-B	31	0	450	64
SLC5A2	31	12	451	-177
MSH2	31	16	452	-335
ANXA1	31	9	453	-88
C2orf16	31	30	454	-6574
LGR5	31	8	455	-70
GPER1	31	22	456	-804
ALDOA	30	1	457	55
CETP	30	3	458	28
CYP11A1	30	-4	459	110
HEPH	30	5	460	-10
FAAH	30	-12	461	174
PNLIP	30	6	462	-27
NR1I2	30	16	463	-350
PTK2	30	0	464	70
AGRP	30	5	465	-10
KLRK1	30	7	466	-50
PRDM1	30	-2	467	91
HLA-A	30	-11	468	164
TICAM1	30	22	469	-851
HLA-E	30	11	470	-156
OPRL1	30	4	471	9
GDNF	30	9	472	-99
SREBF1	30	-15	473	205
TREM2	30	7	474	-48
TSLP	30	-8	475	147
STING1	30	5	476	-7
IL2RA	29	3	477	29
CD33	29	4	478	11
KITLG	29	0	479	76
CYP21A2	29	14	480	-276
MBP	29	3	481	29
CYP27B1	29	0	482	75
CASR	29	6	483	-28
RUNX1	29	-8	484	154
ABCC2	29	-1	485	90
IGF2	29	-2	486	103
NTRK2	29	-14	487	206
ACP5	29	11	488	-164
PAX6	29	4	489	9
SLC2A5	29	6	490	-31
RSAD2	29	24	491	-1669
TSHR	28	13	492	-255
CD46	28	18	493	-559
CD24	28	9	494	-116
SELL	28	-17	495	233
CCL3	28	13	496	-264
SLC16A1	28	-15	497	219
TIGIT	28	-1	498	94
VHL	28	3	499	26
IFIH1	28	5	500	-12
SLC12A3	28	13	501	-269
CENPA	28	18	502	-568
NTF3	28	8	503	-87
FOXO1	28	-2	504	105
IL17A	28	-6	505	152
MIF	28	15	506	-392
PPARD	28	-10	507	180
CDT1	28	10	508	-156
CBS	27	-1	509	92
RETN	27	15	510	-405
THBD	27	-2	511	105
CD209	27	10	512	-170
EP300	27	7	513	-72
NR1H4	27	10	514	-171
IL15	27	-2	515	105
IRF4	27	9	516	-140
IRF3	27	13	517	-327
SLC10A1	27	10	518	-187
MIR3648-1	27	27	519	-12384
HLA-DRB1	27	-6	520	153
DES	26	3	521	16
PPY	26	-23	522	280
AGL	26	10	523	-187
WAS	26	10	524	-190
CDK1	26	6	525	-50
RELN	26	-16	526	241
HRH4	26	-3	527	122
HSPD1	26	-1	528	87
ESR2	26	2	529	39
CYP2A6	26	-40	530	350
HRAS	26	-5	531	147
UBE3A	26	15	532	-459
IL2RG	26	4	533	0
BMP4	26	2	534	41
BMP2	26	8	535	-114
HEXA	26	5	536	-24
STK11	26	6	537	-54
ABCG2	26	4	538	2
CD5	26	8	539	-114
NRG1	26	17	540	-685
ERVW-1	26	12	541	-311
TNFSF10	25	9	542	-169
DLG4	25	19	543	-1068
CD27	25	2	544	35
IL9	25	17	545	-753
ADH1B	25	14	546	-446
NTRK1	25	9	547	-176
SNAP25	25	-4	548	140
AVPR1A	25	2	549	36
TGM2	25	-7	550	175
EMP3	25	10	551	-228
IGH	25	18	552	-928
CTSB	25	8	553	-140
OPN1LW	25	9	554	-182
TJP1	25	6	555	-72
CHEK2	25	1	556	58
CX3CR1	25	9	557	-180
NR5A1	25	-27	558	327
NR0B1	25	14	559	-458
EDAR	25	7	560	-102
SF1	25	11	561	-289
LPO	24	-2	562	115
ABCA1	24	7	563	-103
CD59	24	6	564	-75
MMP3	24	5	565	-43
ATP7B	24	-7	566	186
VCL	24	-1	567	99
CLPS	24	14	568	-493
SOX2	24	-6	569	176
IGF1R	24	-8	570	196
AGTR2	24	17	571	-890
CYP3A5	24	2	572	37
DMRT1	24	-13	573	239
EPOR	24	5	574	-48
ACVR1	24	7	575	-109
NEB	24	8	576	-152
KEAP1	24	12	577	-386
SLC52A2	24	2	578	33
GSDMD	24	1	579	56
ADAM22	24	0	580	76
DCN	24	15	581	-681
IL1RL1	23	14	582	-567
CCR2	23	10	583	-277
FECH	23	4	584	-20
ITGAM	23	6	585	-83
FYN	23	9	586	-218
SCARB1	23	6	587	-83
NPHS1	23	8	588	-171
HK2	23	6	589	-83
LRRK2	23	4	590	-22
NOD2	23	3	591	10
CD22	23	-5	592	172
ITGB1	23	4	593	-23
TNFRSF8	23	6	594	-83
IL3	23	-5	595	172
AXL	23	9	596	-228
DYRK1A	23	3	597	9
UNG	23	3	598	9
MFGE8	23	13	599	-484
CASP9	23	2	600	37
TNFRSF9	23	1	601	61
CDC42	23	0	602	82
STAT6	23	9	603	-244
POLG	23	6	604	-100
PINK1	23	7	605	-139
NOTCH1	23	-3	606	142
TNFSF13B	22	3	607	2
APOA4	22	9	608	-269
GCGR	22	5	609	-77
ICOS	22	5	610	-78
THBS1	22	7	611	-169
CX3CL1	22	15	612	-882
CASP8	22	2	613	19
RHD	22	8	614	-225
CDK4	22	4	615	-42
CES1	22	0	616	74
APOC2	22	0	617	74
PRKDC	22	-2	618	116
NUMB	22	7	619	-174
DKK1	22	12	620	-513
IL33	22	-10	621	243
SELE	21	0	622	73
ITGB2	21	9	623	-293
CCL11	21	5	624	-89
PRAME	21	18	625	-2073
VTN	21	6	626	-125
MGMT	21	-11	627	255
FNDC5	21	-12	628	265
SHOX	21	14	629	-798
OCLN	21	2	630	15
CDC20	21	12	631	-553
CTSK	21	8	632	-243
TCN1	21	0	633	76
ATRX	21	-4	634	157
BARD1	21	17	635	-1688
BMPR2	21	11	636	-446
GATA4	21	8	637	-245
PTCH1	21	4	638	-51
MGP	21	-4	639	161
MADCAM1	21	14	640	-850
HLA-DQA1	21	15	641	-1083
HNMT	21	2	642	13
LFNG	21	-56	643	494
LAMP1	21	4	644	-51
RN7SL1	21	10	645	-376
P2RX7	21	9	646	-308
SDHB	21	5	647	-94
PDGFRA	21	2	648	13
SRD5A1	21	8	649	-261
TBX21	21	1	650	50
MAVS	21	15	651	-1160
AGER	21	-6	652	207
THCYTX	21	-15	653	311
DLD	20	9	654	-319
ATR	20	1	655	52
NF2	20	-3	656	149
CD9	20	0	657	81
CD52	20	4	658	-57
ASIP	20	5	659	-96
HPX	20	3	660	-13
RNASE3	20	2	661	19
TNFRSF11A	20	-2	662	132
PIEZO2	20	5	663	-102
GP6	20	9	664	-334
ALAD	20	5	665	-110
FKBP5	20	1	666	45
EEF2	20	5	667	-110
PMCH	20	6	668	-160
CTSD	20	4	669	-57
CNTF	20	4	670	-59
CDKL5	20	7	671	-218
MNDA	20	5	672	-113
IKBKG	20	6	673	-168
IKBKB	20	4	674	-64
NPC1	20	12	675	-680
FGFR1	20	2	676	18
TYK2	20	1	677	47
RYR2	20	4	678	-61
PFKFB3	20	13	679	-845
PIN1	20	7	680	-222
PAX5	20	7	681	-224
CXXC1	20	10	682	-452
SIRT6	20	-4	683	180
TMEM97	20	-2	684	138
ERAP2	20	-2	685	138
CBX2	20	-3	686	162
HOTAIR	20	14	687	-1150
GAL	19	3	688	-21
CXCR3	19	4	689	-61
VGF	19	5	690	-111
SYK	19	10	691	-463
CXCL9	19	-1	692	114
BIRC5	19	3	693	-24
DROSHA	19	5	694	-113
RBFOX3	19	-8	695	261
PAX8	19	9	696	-362
CD2	19	-5	697	209
PDPN	19	4	698	-66
CCR4	19	11	699	-588
ROCK1	19	12	700	-732
GALT	19	5	701	-109
PPAT	19	1	702	58
SLC5A1	19	-2	703	148
CCKBR	19	-3	704	172
SLC26A5	19	11	705	-598
HSPA8	19	15	706	-1584
GLI1	19	3	707	-17
FGF1	19	-4	708	194
CDX2	19	4	709	-65
CEBPA	19	10	710	-472
EIF2AK2	19	-14	711	346
DNASE1	19	-10	712	303
NGFR	19	5	713	-108
FANCE	19	-11	714	316
ZAP70	19	0	715	92
GPLD1	19	0	716	92
MDM4	19	17	717	-3084
MCL1	19	5	718	-113
ID1	19	15	719	-1638
RARA	19	2	720	30
HTR1D	19	5	721	-112
ARNTL	19	5	722	-112
IHH	19	2	723	31
TIMP1	19	-2	724	159
TCF7L2	19	8	725	-288
LRP5	19	10	726	-490
FUS	19	10	727	-491
HLA-DQB1	19	-2	728	159
CYP1A1	19	2	729	35
CRTAP	19	17	730	-3251
LCN2	19	2	731	35
SMN1	19	2	732	31
ROS1	19	-6	733	252
RPE65	19	-18	734	398
TNFRSF13B	19	5	735	-114
PML	19	1	736	75
DLAT	18	14	737	-1475
ACAN	18	-14	738	367
CR1	18	-17	739	394
ERBB2	18	4	740	-65
FCER2	18	-3	741	191
LIN28A	18	12	742	-876
PLK1	18	-1	743	132
ATF4	18	3	744	-18
CCL17	18	3	745	-18
PNPLA2	18	8	746	-317
SLC5A5	18	11	747	-688
LCK	18	-2	748	164
AVPR2	18	3	749	-23
CDH5	18	7	750	-245
MIR155	18	9	751	-432
BNIP3	18	4	752	-73
NES	18	-8	753	292
ERG	18	7	754	-252
HTR6	18	2	755	24
RAG1	18	2	756	24
CCN2	18	4	757	-78
TNFRSF4	18	5	758	-133
INSL3	18	2	759	25
DCX	18	0	760	105
TP63	18	-2	761	165
CFP	18	-6	762	262
PGF	18	6	763	-193
POSTN	18	10	764	-610
DCLRE1C	18	14	765	-1864
FLCN	18	11	766	-822
PIGR	18	-2	767	166
SPN	17	0	768	103
SI	17	4	769	-89
C5	17	3	770	-28
OSM	17	7	771	-279
SERPINA6	17	-9	772	322
GPHN	17	11	773	-834
TSPO	17	0	774	105
MOG	17	-1	775	135
HDC	17	-1	776	135
CXCR5	17	-2	777	170
HBA2	17	1	778	62
IL21	17	2	779	22
LRP1	17	-9	780	327
CD58	17	13	781	-1445
PRG2	17	-4	782	229
SRD5A2	17	1	783	63
DDR1	17	4	784	-84
CHEK1	17	7	785	-283
CHRM4	17	4	786	-85
CRHR1	17	10	787	-663
ATP7A	17	5	788	-141
MEFV	17	7	789	-280
SLC24A5	17	10	790	-663
IL11	17	7	791	-282
ERCC1	17	11	792	-887
CTSG	17	10	793	-681
DNMT1	17	8	794	-410
PALLD	17	-3	795	202
IL6R	17	3	796	-40
RORC	17	0	797	99
PDK4	17	11	798	-972
MAP3K7	17	6	799	-233
NR1H3	17	4	800	-106
ZFY	17	10	801	-758
RIPK1	17	5	802	-164
ANO1	17	12	803	-1308
APOL1	17	8	804	-443
U2AF2	17	10	805	-764
F11	16	2	806	10
DSP	16	10	807	-794
BAD	16	1	808	59
MITF	16	4	809	-105
TYRP1	16	3	810	-51
ASMT	16	9	811	-614
ZBTB7A	16	-12	812	393
CYP11B1	16	5	813	-171
HK1	16	13	814	-1922
TSC1	16	-1	815	140
NID1	16	-1	816	140
PER1	16	8	817	-478
MUTYH	16	0	818	97
ALPL	16	-3	819	199
C4A	16	13	820	-2032
FADD	16	0	821	94
PRLR	16	3	822	-62
GP1BA	16	5	823	-182
PTGER1	16	5	824	-186
MMP7	16	13	825	-2065
CYP7A1	16	-8	826	330
IL22	16	1	827	44
SNAI1	16	7	828	-378
TIMP2	16	10	829	-873
TNFRSF1B	16	8	830	-510
TACR1	16	9	831	-677
DFFB	16	8	832	-514
FGF9	16	6	833	-264
LDHA	16	11	834	-1188
MAP3K5	16	4	835	-116
APOBEC3G	16	0	836	96
EIF2AK3	16	6	837	-275
NRF1	16	7	838	-395
BRD4	16	-3	839	206
OLIG2	16	6	840	-283
SLC9A1	16	12	841	-1668
SLC18A3	16	10	842	-939
MGAM	16	0	843	98
BCL10	16	10	844	-969
TRIB3	16	13	845	-2524
SLAMF7	16	4	846	-125
CARD16	16	9	847	-743
CFB	16	10	848	-991
RNR2	15	5	849	-199
MUC16	15	1	850	51
OTC	15	-2	851	184
TPMT	15	4	852	-127
GTF2B	15	7	853	-420
NPC1L1	15	3	854	-63
AGRN	15	-4	855	246
ACP3	15	-7	856	327
FOLH1	15	-8	857	347
PLEC	15	6	858	-310
ENO2	15	2	859	-7
TRPV4	15	-13	860	438
NR1D1	15	-2	861	183
EIF4E	15	-25	862	552
EEF1A1	15	1	863	45
ALPP	15	-4	864	245
ASCL1	15	7	865	-441
GAA	15	1	866	43
XRCC6	15	11	867	-1440
FEN1	15	6	868	-322
CYP51A1	15	3	869	-65
BCL3	15	4	870	-131
APOC1	15	12	871	-1974
FSHR	15	10	872	-1076
DRD5	15	7	873	-446
PXN	15	10	874	-1086
GPX1	15	6	875	-327
LEPR	15	2	876	-10
KRT5	15	8	877	-611
HLA-DMA	15	14	878	-4501
INHBB	15	2	879	-13
IL4R	15	-10	880	401
TFRC	15	7	881	-451
ND1	15	3	882	-64
PROM1	15	3	883	-65
APOH	15	2	884	-11
LAMP2	15	-5	885	288
MSLN	15	7	886	-472
NPM1	15	3	887	-65
ATG5	15	-2	888	189
LGI1	15	6	889	-340
AXIN1	15	10	890	-1165
FGF19	15	6	891	-347
SRGAP2	15	9	892	-883
SF3B2	15	9	893	-894
HNF1A	15	3	894	-70
TPX2	15	12	895	-2393
PNPLA3	15	0	896	101
MALAT1	15	5	897	-246
BID	15	12	898	-2609
COL1A2	14	7	899	-507
MEN1	14	-8	900	373
ARSA	14	11	901	-1787
LSS	14	11	902	-1791
HLA-G	14	0	903	101
CD63	14	-9	904	398
COL4A1	14	9	905	-953
L1CAM	14	7	906	-515
IDH2	14	12	907	-2649
PFKM	14	2	908	-11
FXN	14	-3	909	235
NT5E	14	0	910	96
CLU	14	8	911	-727
CYBB	14	-3	912	231
EIF4EBP1	14	-4	913	265
SMAD7	14	11	914	-1887
PTPN22	14	6	915	-399
S1PR1	14	-1	916	138
IL31	14	1	917	34
GNAQ	14	-7	918	357
ACADS	14	-5	919	294
GMNN	14	7	920	-557
MAP3K1	14	9	921	-1042
HTR5A	14	-1	922	141
TNC	14	4	923	-165
GRN	14	8	924	-766
CDA	14	10	925	-1450
SCGB1A1	14	6	926	-403
ADCYAP1	14	8	927	-766
LBP	14	7	928	-564
IL26	14	-45	929	728
RAD21	14	7	930	-567
MSR1	14	10	931	-1466
TGFBR1	14	8	932	-782
HNF4A	14	-9	933	414
CD200	14	1	934	37
TSG101	14	11	935	-2060
LHCGR	14	3	936	-83
TNXB	14	4	937	-167
NFATC1	14	7	938	-593
GATA1	14	-1	939	149
PAX7	14	-3	940	237
SIM1	14	10	941	-1551
SLC9A3	14	-2	942	199
SPO11	14	6	943	-442
SSTR2	14	9	944	-1160
PALB2	14	-3	945	237
MAP1LC3B	14	-7	946	373
ANKK1	14	6	947	-454
RSPO1	14	1	948	35
JAG1	14	9	949	-1240
ITGAX	13	-6	950	348
POR	13	0	951	94
ESPL1	13	8	952	-896
JUP	13	9	953	-1246
BSG	13	-1	954	154
SQLE	13	-6	955	349
GPX4	13	-2	956	203
IFNGR1	13	3	957	-99
HBG1	13	10	958	-1761
CD7	13	2	959	-23
CD1D	13	5	960	-325
CCL20	13	9	961	-1273
SLC4A1	13	-3	962	243
HABP2	13	9	963	-1284
SV2A	13	0	964	97
CACNA2D1	13	7	965	-669
KRT19	13	5	966	-330
KRT1	13	0	967	97
WRN	13	4	968	-211
CCNB1	13	1	969	37
YAP1	13	-13	970	512
CALCR	13	2	971	-25
CACNA1C	13	0	972	98
DMPK	13	-1	973	147
EN1	13	9	974	-1359
HARS1	13	3	975	-109
GZMB	13	2	976	-28
ERBB4	13	8	977	-979
ETS1	13	5	978	-344
PROP1	13	2	979	-30
NTF4	13	9	980	-1387
SDC1	13	-3	981	246
TCF4	13	10	982	-1964
GRK1	13	12	983	-4471
PTGER4	13	4	984	-230
LTA	13	-7	985	390
APOC3	13	-8	986	418
IRF7	13	11	987	-2956
MYBPC3	13	-1	988	146
